CODGEO,Ecart H/F études supérieures,Ecart H/F temps partiels,Ecart H/F actifs occupés,Ecart H/F Salaire net moyen
01049,-0.1454452196343955,0.8571428571428571,0.05436042452447716,0.18685893330761855
01050,1.0,0.8,0.09755753483547823,0.1589146911065715
01051,-0.09868709929887923,0.8,-0.18749999999999467,0.1589146911065715
01052,0.42825530833541525,0.7272804799470743,0.050140812974067674,0.1589146911065715
01053,-0.22860266768002785,0.7076819104980284,0.0012202418153910517,0.10722451575233113
01054,0.23223812080634057,0.8820769753372116,0.027745323862790786,0.1589146911065715
01056,-3.0076910997749158,0.7001618104415916,0.1408093163634801,0.1589146911065715
01057,-2.0000000000000098,0.8999999999999999,0.007607702385798892,0.1589146911065715
01058,-0.33711996713207704,0.8108108108108122,0.0803300524200609,0.1589146911065715
01060,0.2781428301472229,0.7263032019224462,0.08310970158091113,0.1589146911065715
01061,0.18181818181818502,0.8717948717948715,0.035294117647059926,0.1589146911065715
01062,0.08088909401529237,0.9580018627423482,0.05276167612512475,0.1589146911065715
01063,0.6840614798926687,0.6387737585661555,0.1183043017796177,0.1589146911065715
01064,0.4999999999999994,0.6740509779124764,0.10615585758937544,0.1589146911065715
01065,0.2222222222222222,0.7863247863247863,0.06378132118451026,0.1589146911065715
01066,-0.09868709929887923,0.6666666666666666,0.3333333333333333,0.1589146911065715
01067,-0.09868709929887923,0.9333333333333333,0.14102564102564102,0.1589146911065715
01068,-0.2857142857142855,0.47619047619047505,0.20105820105819977,0.1589146911065715
01069,0.06303599108211948,0.849365915501147,0.0005223753046808648,0.1589146911065715
01071,-0.20042434513754473,0.7974602179340062,0.04703541563183421,0.1632798197721293
01072,-0.7532309383635036,0.8244532814505454,-0.02706046403608327,0.19144699801825432
01073,0.24757698429006728,0.6715965687848998,0.1820144642225392,0.1589146911065715
01074,0.031007562409014696,0.8531997116553917,0.10724153553026866,0.21766027457008696
01075,0.22222222222222282,0.8111111111111117,0.10502149623974301,0.1589146911065715
01076,-0.09868709929887923,0.7999999999999999,-0.4210526315789471,0.1589146911065715
01077,0.0,0.7142857142857149,0.13953488372092884,0.1589146911065715
01078,0.0,0.7205882352941183,0.13366336633663517,0.1589146911065715
01079,-0.75,0.775,0.13071895424836602,0.1589146911065715
01080,0.0,0.7845893034222919,-0.03352221995948745,0.1589146911065715
01081,-0.6666666666666666,0.7352941176470589,0.12087912087912088,0.1589146911065715
01082,-0.10697515271751885,0.8592155312168085,0.11004225379788282,0.1589146911065715
01083,-1.0207686026730638,0.8840253598557184,0.09369198104621303,0.1589146911065715
01084,-0.2499999999999988,0.7727272727272724,0.0937499999999979,0.1589146911065715
01085,-2.0636302272615588,0.959703446512693,0.07359132543757872,0.1589146911065715
01087,0.5975601987814703,0.80220026079496,0.17096077242560792,0.1589146911065715
01088,-0.06484374397075487,0.773539243066446,0.11937990723041982,0.1589146911065715
01089,0.16,0.8640776699029126,0.07414104882459313,0.19591936063536097
01090,0.0,0.6111111111111112,0.02702702702702703,0.1589146911065715
01092,0.0625,0.8333333333333334,0.05912596401028278,0.1589146911065715
01093,-0.1053868255611564,0.8202425811059342,0.07044737485641264,0.1686323012040756
01094,-0.6048393298686113,0.8627818712275458,0.1690894688253929,0.1589146911065715
01095,-0.14451870201274822,0.8922681377324531,0.03540380759833935,0.1589146911065715
01096,-0.33154317547894313,0.8643087723131848,0.1290468641005591,0.1589146911065715
01098,-0.18025985141830886,0.8332211894086838,0.11260263377535698,0.1589146911065715
01099,0.40909090909090745,0.808806390087259,0.14138451358169196,0.1589146911065715
01100,-0.09868709929887923,1.0,0.32,0.1589146911065715
01101,1.0,0.9285714285714286,0.043478260869565216,0.1589146911065715
01102,0.4303538035940809,0.8679035642357311,0.130444901148841,0.1589146911065715
01103,-0.3076923076923077,0.6666666666666666,0.11037891268533773,0.05893528242476569
01104,-0.25825733485728836,0.7515081410863271,0.15180008444059873,0.1589146911065715
01105,-0.5909090909090909,0.8166666666666667,0.05942622950819672,0.1589146911065715
01106,0.0,1.0,0.027777777777777776,0.1589146911065715
01107,0.5,0.8571428571428572,0.19444444444444425,0.1589146911065715
01108,0.6676896405254265,0.8220104979654234,0.02501558406754552,0.1589146911065715
01109,-0.05263157894736842,0.7865853658536586,0.16366612111292964,0.14031132362272938
01110,0.5,0.7,-0.1724137931034483,0.1589146911065715
01111,0.0,0.6666666666666666,0.17647058823529413,0.1589146911065715
01112,0.5570765094108504,0.9166666666666671,0.11940298507462657,0.1589146911065715
01113,0.375,0.8125,0.005025125628140704,0.1589146911065715
01114,0.7342993479141562,0.8122263645207951,0.015077887982205674,0.1589146911065715
01115,-0.10576105051996072,0.8485383657127791,0.10398074302447954,0.1589146911065715
01116,0.0,0.7777777777777778,0.19047619047619047,0.1589146911065715
01117,-0.09868709929887923,1.0,0.14705882352941177,0.1589146911065715
01118,-0.316499377089508,0.7558796741905206,0.06424518444086423,0.1589146911065715
01121,-0.09868709929887923,0.6,0.03225806451612903,0.1589146911065715
01123,-0.7410961127967659,0.9254415404928525,0.15810248179331432,0.1589146911065715
01124,-0.33333333333333665,0.9024390243902437,0.1529411764705909,0.1589146911065715
01125,0.3333333333333333,0.7916666666666666,0.12142857142857143,0.1589146911065715
01127,-4.005335801093337,0.8840244429378802,0.07103108899914158,0.1589146911065715
01128,0.0,0.7333333333333343,0.13432835820895575,0.1589146911065715
01129,0.75,1.0,0.12307692307692335,0.1589146911065715
01130,0.2845539577668105,0.8461927295932637,0.06206067048326723,0.12146366662314086
01133,1.0,0.9090909090909093,0.1263157894736847,0.1589146911065715
01134,-1.3621403943611616,0.9019360260641767,0.047384363563500474,0.1589146911065715
01135,0.3785099687565344,0.8667607102032211,0.20839275739922353,0.19049400323698001
01136,0.3076923076923077,0.8793103448275862,0.10909090909090909,0.1589146911065715
01138,3.801134889402871e-15,0.7287820541958617,0.2040416875608301,0.1751991600895864
01139,-0.09868709929887923,0.8095222884938816,0.19378454712545026,0.1589146911065715
01140,0.10913257557729664,0.8223920291620189,0.07744836684278295,0.1589146911065715
01141,0.6006632618726401,0.6407541515155604,0.13018130361633468,0.1589146911065715
01142,-0.5117796436978048,0.7804928608438921,0.06640941778133126,0.15477547780377018
01143,-0.0813471806937762,0.7506510199703001,0.04827833727592388,0.2522049695661405
01145,0.3123661425324159,0.7759394543619288,0.13046827581378137,0.1589146911065715
01146,-0.6666666666666666,0.7916666666666666,0.018867924528301886,0.1589146911065715
01147,-0.4958956958869645,0.7675479830418478,-0.0014242662543357252,0.1589146911065715
01148,0.06858314589718595,0.8194901390339122,0.14068842436382833,0.1589146911065715
01149,-1.0000000000000024,0.8358208955223873,0.06719367588932655,0.1589146911065715
01150,-0.09868709929887923,0.6842105263157895,0.09836065573770492,0.1589146911065715
01151,-1.0000000000000102,0.7547169811320753,0.1602787456446007,0.1589146911065715
01152,-0.007608270391761753,0.8865006890462113,0.1956100822990397,0.1589146911065715
01153,-0.1515542502181744,0.7895351965215123,0.09080587001155987,0.20209675713459985
01155,1.0,0.39999999999999963,0.0,0.1589146911065715
01156,-0.28606210722963876,0.8431664309916939,0.07443350575618946,0.1589146911065715
01157,0.10563578944939687,0.8361364282653305,0.03266054707766893,0.29075539181168125
01158,0.16666666666666327,0.6987951807228918,0.16140350877192927,0.1589146911065715
01159,0.6153846153846154,0.7371428571428571,0.05686032138442522,0.1504041325078948
01160,-0.5928830678669864,0.5699314640002576,0.11130506029358528,0.13939971956093558
01162,1.0,1.0,0.23529411764705882,0.1589146911065715
01163,0.5161290322580595,0.7826086956521764,0.18271119842829023,0.1130393605794588
01165,-0.9000000000000079,0.7176470588235325,0.09268292682926671,0.1589146911065715
01166,0.01745679514639419,0.7785984641371038,0.021275172862925528,0.1843300944889066
01167,-1.1166623851661188,0.7012324139221596,0.19109968989040138,0.1589146911065715
01169,-0.0041381992806647375,0.9758730771300159,0.024483727015647962,0.1589146911065715
01170,-0.012147554264513891,0.7423458264985765,0.12628529360967322,0.1589146911065715
01171,-0.3228856736947126,0.8953795691644537,0.16147135120877648,0.1589146911065715
01173,0.14825212467992974,0.656421913408617,0.10561486978955398,0.11528961815135372
01174,-0.09868709929887923,0.800000000000001,0.23999999999999932,0.1589146911065715
01175,-1.0,0.9111111111111111,0.0,0.1589146911065715
01177,0.5,0.5833333333333334,-0.1111111111111111,0.1589146911065715
01179,0.06666666666666748,0.8510638297872336,-0.0024330900243330626,0.1589146911065715
01180,0.46666666666666556,0.8392857142857143,-0.005208333333334215,0.1589146911065715
01181,-0.42857142857142855,0.8717948717948718,0.15517241379310345,0.1589146911065715
01183,-0.5590502090625921,0.7728727641034223,0.09417957393054417,0.1589146911065715
01184,-0.6666666666666481,0.7297297297297295,-0.011363636363633543,0.1589146911065715
01185,-0.2174147964437535,0.604894485129628,0.14085409929306222,0.04117261533407302
01187,1.0,0.7222222222222222,0.0763888888888889,0.1589146911065715
01188,0.7499999999999974,0.8461538461538451,0.10795454545454465,0.1589146911065715
01189,0.46153846153846156,0.7945205479452054,0.18,0.1589146911065715
01190,-0.09868709929887923,1.0,0.052631578947371464,0.1589146911065715
01191,-0.09868709929887923,0.9,0.25531914893616914,0.1589146911065715
01192,0.416877085453359,0.7579267945261189,0.08281866902219394,0.20887809607432098
01193,-0.5,0.8333333333333334,0.046511627906976744,0.1589146911065715
01194,0.011627906976741965,0.7114780650745914,0.06772130874861841,0.16898816188255925
01195,-0.553518224755554,0.7985748303834229,0.035316945855550695,0.1589146911065715
01196,0.14578364239942154,0.7866117228679934,0.04314224348448438,0.1589146911065715
01197,0.04486536888408347,0.8217677513836373,0.08767621076715915,0.1589146911065715
01198,0.6710497779002367,0.7628148570246366,0.16048943701152246,0.1589146911065715
01199,-0.7650465879571322,0.7910897981643153,0.09626838060551375,0.19401291805468227
01200,-0.09868709929887923,0.4441691272540539,0.13801850355155362,0.1589146911065715
01202,0.04390410518524731,0.8048754135555469,0.1325959165354584,0.17534224632249973
01203,-0.171670002926498,0.8703437198478144,-0.010770535639793063,0.1589146911065715
01204,0.14396080779319526,0.6816778259379055,0.1967208386288917,0.1589146911065715
01206,1.0,0.7761032577283347,0.1866898449371889,0.1589146911065715
01207,0.5097832788052614,0.7395385960397125,0.1870059351464233,0.1589146911065715
01208,-0.09868709929887923,0.75,0.13793103448275598,0.1589146911065715
01209,0.7142857142857143,0.86,0.10160427807486631,0.1589146911065715
01210,-0.5025780216223161,0.5994476982464595,0.09150477222658948,0.1589146911065715
01211,0.13143293474518428,0.6977342720109277,0.10380999272842267,0.1589146911065715
01212,-0.8000000000000006,0.8095238095238096,0.19186046511627666,0.1589146911065715
01213,0.4111417201599083,0.8913585780701233,0.05475065159834353,0.1589146911065715
01214,1.0,0.6999999999999996,-0.052631578947369494,0.1589146911065715
01215,1.0,0.37283183814510856,0.38992699405889764,0.1589146911065715
01216,-0.24566085989429326,0.7800742039999933,0.14111767680746204,0.1589146911065715
01219,0.6666666666666666,0.6666666666666666,0.10256410256410256,0.1589146911065715
01224,-1.0830467194202094,0.9144795871415052,0.0804808202593724,0.180067779543749
01225,0.24489538090861296,0.7622023864785598,0.09661691347468597,0.1589146911065715
01227,0.3333333333333323,0.687500000000001,0.18238993710691898,0.1589146911065715
01228,-1.0,0.8709677419354839,0.12643678160919541,0.1589146911065715
01229,-0.15482735957335017,0.9602054983261231,0.06974897819621961,0.1589146911065715
01230,0.400926022237871,0.852542976597092,0.09461371539641782,0.1589146911065715
01231,-1.698389179246296,0.8360806297093155,0.1385586505312244,0.1589146911065715
01232,-0.18085234037779993,0.8034264207508927,0.08411520377746812,0.16900215154557036
01233,-0.09868709929887923,0.3333333333333333,0.2666666666666661,0.1589146911065715
01234,0.6,0.875,0.26666666666666666,0.1589146911065715
01235,-0.36132265319810974,0.645833333333332,0.19167712227360467,0.1589146911065715
01236,0.1,0.8653846153846154,0.004329004329004329,0.1589146911065715
01237,0.39995420019444894,0.7777160073165683,0.08121251438251188,0.1589146911065715
01238,0.19565217391304884,0.7310344827586212,0.012348717048169991,0.2272349899539547
01239,0.15249451677157053,0.6835772912183051,0.2137711960435477,0.1589146911065715
01240,-0.9663837383221869,0.7137218440278864,0.23320724518478986,0.1589146911065715
01241,-1.25,0.8070175438596491,0.11371237458193979,0.1589146911065715
01242,-0.09868709929887923,0.3333333333333333,0.35294117647058826,0.1589146911065715
01243,-0.05555555555555555,0.8961038961038961,0.06872852233676977,0.1589146911065715
01244,-0.2477064220183531,0.743902439024395,0.05402942527983938,0.1867729856789705
01245,0.43144632157859836,0.8122640944992024,0.0873584862935552,0.1589146911065715
01246,-0.22165350616345586,0.8513428087091883,0.08857677529578759,0.10996623861024278
01247,-0.9999999999999902,1.0,0.1249999999999999,0.1589146911065715
01248,2.0744761581135516e-15,0.8196721311475409,0.060402684563758496,0.20127340609340358
01249,-0.28256757941437927,0.7400411054459933,0.04151370901650379,0.15677178822670215
01250,-0.53399663506712,0.8216955585050906,0.04576846349004614,0.1589146911065715
01252,0.6,0.7333333333333333,0.12371134020618557,0.1589146911065715
01254,-0.41413363251819574,0.7453513761706352,0.033110073421266366,0.25041358666582475
01255,0.4,0.7586206896551724,0.08,0.1589146911065715
01257,-1.0,0.8709677419354839,0.1836734693877551,0.1589146911065715
01258,-0.116373916509203,0.795444510818409,0.0970934502162507,0.1589146911065715
01259,-1.1666666666666712,0.8125000000000002,-0.005347593582888718,0.1589146911065715
01260,-1.0,1.0,0.14457831325301262,0.1589146911065715
01261,0.19633173682366944,0.8461169876952499,0.09782973452441732,0.1589146911065715
01262,-0.5825242718446602,0.7272727272727273,0.1154320987654321,0.14939325687533
01263,0.2181818181818191,0.7999999999999988,0.028331588479380835,0.2359845128943377
01264,0.45,0.8888888888888888,-0.00784313725490196,0.1589146911065715
01265,0.4107426705925049,0.7359133493619424,0.27247486400343945,0.17907751495525265
01266,-0.18280079482909803,0.7798386642702619,-0.028687000174593077,0.128701317062967
01267,-0.2514306262425817,0.7157397408143714,0.13908660602926062,0.1589146911065715
01268,-0.09868709929887923,0.625,0.0392156862745098,0.1589146911065715
01269,-0.2815263798961219,0.3064058339365183,0.29504760321802814,0.09304984479736166
01272,0.06133027994193883,0.8674477045859639,0.03171411629178835,0.1589146911065715
01273,0.333645804822369,0.7479050006635171,0.18190908665094396,0.1589146911065715
01274,-0.125,0.4117647058823529,0.18571428571428572,0.1589146911065715
01275,0.20026342715160822,0.7568091965228352,0.17449198089564927,0.2715220509564614
01276,-0.32084460487220845,0.8393224538067982,0.12182526676126493,0.1589146911065715
01277,-0.09868709929887923,1.0,0.35483870967741993,0.1589146911065715
01279,-0.09868709929887923,0.7500000000000001,0.13636363636363813,0.1589146911065715
01280,0.5000000000000006,0.24999999999999997,0.27272727272727076,0.1589146911065715
01281,-0.03400575848304856,0.7408353108281449,0.01165459587159501,-0.07846978916072353
01282,1.0,1.0,0.2608695652173913,0.1589146911065715
01283,0.1373738543191655,0.6198011542504982,0.195297089783665,0.12506658647726618
01284,0.5000000000000012,0.8707025644225375,0.13372792081358054,0.1589146911065715
01285,-0.00082644204352481,0.753860075712763,0.09416171745826678,0.1589146911065715
01286,-5.5,0.7619047619047619,0.059907834101382486,0.1589146911065715
01288,0.11536828571159795,0.7884567417419932,0.18323209445393238,0.18990585375160685
01289,0.3615455013620621,0.6958688823421384,0.0050732601326086944,0.12693969233600896
01290,0.23616180722394073,0.7552001703007193,0.025731102136868123,0.1589146911065715
01291,0.12728709685695355,0.8490113532742409,0.004786652507403628,0.1589146911065715
01293,0.6666666666666671,0.9166666666666664,0.052631578947367294,0.1589146911065715
01294,0.3647863429626695,0.8496324939224139,0.15992525029804555,0.1589146911065715
01295,-0.10322521475112097,0.7895007886356059,0.04605261377162471,0.1589146911065715
01296,-0.9284982150861918,0.7270818912359164,0.11590276496319901,0.1589146911065715
01297,0.4117647058823529,0.8518518518518519,0.12446351931330472,0.1589146911065715
01298,-0.09868709929887923,0.8181818181818182,0.16666666666666666,0.1589146911065715
01299,0.3325197390907243,0.7356550993449174,0.09729960822607146,0.1589146911065715
01301,-0.1619251234451151,0.8105380472966474,0.04498666018428714,0.1555795388644201
01302,-0.09868709929887923,1.0,0.275000000000001,0.1589146911065715
01303,0.005822912294099384,0.85200106820037,0.12280823780589006,0.1589146911065715
01304,0.12121212121212843,0.7499999999999981,0.1434911242603552,0.1582198212952266
01305,0.07142857142857142,0.6744186046511628,0.11842105263157894,0.10194050731186817
01306,-3.5476564586058603,0.7560200838687249,-0.1805500117949643,0.1589146911065715
01307,0.0,0.7142857142857143,0.16753926701570682,0.1589146911065715
01308,-0.06666666666666667,0.7325581395348837,0.08040201005025126,0.1589146911065715
01309,-0.9999999999999979,-1.9999999999999964,0.10526315789473804,0.1589146911065715
01310,1.0,0.8333333333333331,0.04166666666666996,0.1589146911065715
01311,-0.09868709929887923,0.75,-0.1,0.1589146911065715
01313,-0.1574074074074069,0.7336683417085421,0.10488074695533679,0.0939026531862886
01314,-0.5315731314861605,0.7579570672598138,0.08772257411043297,0.1589146911065715
01317,0.0,0.8888888888888888,-0.02631578947368421,0.1589146911065715
01318,0.3125,0.48717948717948717,0.12745098039215685,0.1589146911065715
01319,-0.19999999999999932,0.7916666666666669,0.22834645669291384,0.1589146911065715
01320,-0.1999999999999935,0.8495145631067964,0.08385170480178303,0.1697470961265464
01321,0.14340897067263944,0.8153724192142279,0.0038677600891519294,0.1589146911065715
01322,-0.13424231902997955,0.811637212105592,-0.052846683130494426,0.20008715134092347
01323,0.5932277912808764,0.8257851747338081,0.12303934777968253,0.1589146911065715
01325,-0.555014799317101,0.75879073717519,0.1308811067798906,0.1589146911065715
01328,-1.18209909246208,0.7292084596693371,0.13114019442513616,0.1589146911065715
01329,-0.09868709929887923,0.9090909090909091,0.1935483870967742,0.1589146911065715
01330,0.5,0.6000000000000008,0.0833333333333323,0.1589146911065715
01331,-2.000000000000001,0.7499999999999997,0.03773584905660439,0.1589146911065715
01332,-0.2948114989309734,0.9107770723469059,0.0481065112842741,0.1589146911065715
01333,-0.33962350139556313,0.7582619206273872,-0.01560963594696856,0.16637026350460055
01334,-0.5150785718646032,0.8186377326736163,0.13392422102499485,0.1589146911065715
01335,0.0,0.8214285714285714,0.030612244897959183,0.1589146911065715
01336,0.2727272727272737,0.9230769230769229,0.030188679245281926,0.1589146911065715
01337,0.08586616040279844,0.7969124591647205,0.18424865245014208,0.1589146911065715
01338,-0.286705252777797,0.7290244866134932,0.14030521417126185,0.1589146911065715
01339,-0.5386380411659305,0.8574286083526466,0.035241923826103076,0.1589146911065715
01342,-1.3333333333333357,0.8387096774193552,0.1258741258741241,0.1589146911065715
01343,-0.08283059307677502,0.9421192437845032,0.04226703672035727,0.1589146911065715
01344,-0.1774193548387097,0.7344262295081967,-0.003276003276003276,0.16811977835107716
01345,0.19354838709678562,0.8018867924528307,0.05490196078431319,0.19594167534184018
01346,-0.33333333333333287,0.8536585365853658,0.009852216748772017,0.1589146911065715
01347,0.03448275862069112,0.8189655172413787,0.03427419354838591,0.1915359709692349
01348,-0.5856751346276073,0.8355917211909996,0.13665264407434333,0.2093218235138219
01349,0.8765259243946188,0.780368669274391,0.07766341622523859,0.1589146911065715
01350,0.11587302012318236,0.8684972522200396,0.10328206598698106,0.1503316542074786
01351,-0.3533864582037964,0.8376184327244325,0.11238425336804335,0.1589146911065715
01352,-0.5007775247395944,0.9166846600681872,0.2060845039197435,0.1589146911065715
01353,0.1650281799332406,0.8603143947031856,0.014896605735324236,0.1589146911065715
01354,0.03553299492385787,0.7191011235955056,0.27403482210446634,0.09645870880367653
01355,-0.24432055395913294,0.8882217063095004,0.09816503728556318,0.1589146911065715
01356,-0.09868709929887923,1.0,0.22222222222222182,0.1589146911065715
01357,0.3333333333333333,0.6,0.21804511278195488,0.1589146911065715
01358,0.35254328113070293,0.8632905119883856,0.11151689829808008,0.1589146911065715
01359,0.5,0.9090909090909091,0.14062500000000022,0.1589146911065715
01360,-0.3675868902355404,0.7738552533305169,0.13990682286658013,0.1589146911065715
01361,-1.0909090909090908,0.8591549295774648,0.07268170426065163,0.1589146911065715
01362,-0.6150724536799227,0.903257121225787,0.08600635838297811,0.1589146911065715
01363,-1.0,0.8,0.11564625850340136,0.1589146911065715
01364,-0.3337641951881291,0.8889482653566328,0.09612309276833676,0.1589146911065715
01365,-0.18178895576749596,0.8867908465355553,0.07446076801119164,0.1589146911065715
01366,-0.4251459850652912,0.8875551416832255,0.08597523172562907,0.1589146911065715
01367,-0.24847417550249318,0.8210899155896181,0.18701375406373888,0.1589146911065715
01368,0.5554284653697773,0.8889193404750797,0.09842254680060658,0.1589146911065715
01369,0.45174237619541885,0.8031761800397151,0.0016319924490168366,0.1589146911065715
01370,-0.1664256738646568,0.7624889130176765,0.12594683768152995,0.1589146911065715
01371,-0.11189966813813296,0.8121472172828488,0.0612708815568352,0.1589146911065715
01372,-0.793372301293358,0.9356515849485376,0.09718882393439632,0.1589146911065715
01373,0.4285714285714263,0.6344944265904733,0.21027107212461302,0.1589146911065715
01374,0.23394153869849438,0.8055704568412811,0.004492725071874102,0.1589146911065715
01375,-1.8571428571428572,0.9583333333333334,0.09042553191489362,0.1589146911065715
01376,-0.05214721858379813,0.6972215212994007,0.104840345591574,0.14706973040661153
01378,0.030574377319684386,0.7971309740524097,0.10182690145632312,0.11956903441099494
01379,0.22222222222222232,0.7999999999999997,0.10824742268041344,0.1589146911065715
01380,0.0,0.7352941176470584,0.21014492753623132,0.1589146911065715
01381,-1.0016118216219232,0.9061960738831553,0.05061735576424466,0.1589146911065715
01382,-1.9708457709036091,0.7651806042215754,0.09919123400347006,0.1589146911065715
01383,0.10121670368637746,0.8843200240077158,0.047843091476250155,0.1589146911065715
01384,-0.26666666666666666,0.5730337078651685,0.12217194570135746,0.10735638048077198
01385,-0.23293441025947476,0.5780627709354845,0.08386989770385052,0.1589146911065715
01386,-0.37893574344879893,0.6792452830188679,0.05965195780862265,0.1589146911065715
01387,-0.09868709929887923,0.8333333333333334,0.0,0.1589146911065715
01388,-5.28338237566818e-06,0.7215086816822813,0.12915611167820507,0.1589146911065715
01389,0.342445493095227,0.7874288132110804,0.10481781371223846,0.1589146911065715
01390,-0.2857142857142857,0.9038461538461539,0.13988095238095238,0.1589146911065715
01391,0.4658819639313806,0.8670744239700506,0.07025894976155865,0.1589146911065715
01392,0.4287948963725734,0.8531228147070222,0.06335286685484555,0.1589146911065715
01393,-0.0018599331080651309,0.6850275754226354,0.11588215979917044,0.1589146911065715
01396,0.3810541440630223,0.8963658105199319,0.1302568419424318,0.1589146911065715
01397,-0.875,0.7901234567901234,0.07659574468085106,0.1589146911065715
01398,-0.10726621512591546,0.835311688130197,-0.005807042676987761,0.1589146911065715
01399,0.40222952844565185,0.7677651503803121,0.11186403531643156,0.1634161805223476
01400,1.0,0.8888888888888884,0.07142857142857233,0.1589146911065715
01401,-0.08695652173912692,0.7721518987341774,0.1775362318840585,0.07711395357638423
01402,-0.5276464777262302,0.8154224254740953,0.07324272320479927,0.1589146911065715
01403,-0.18181818181818013,0.8749999999999999,0.1357615894039735,0.1589146911065715
01404,0.0,0.4000000000000004,0.1153846153846156,0.1589146911065715
01405,0.1111111111111111,0.8059701492537313,0.1540785498489426,0.1589146911065715
01406,-0.09868709929887923,0.8181818181818182,0.24390243902439024,0.1589146911065715
01407,-0.8571428571428571,0.8333333333333334,0.05063291139240506,0.1589146911065715
01408,-2.2974676986939873,0.7605276206976296,0.026427979427599314,0.1589146911065715
01410,0.5,0.8571428571428571,0.16666666666666666,0.1589146911065715
01411,0.49969749060635055,1.0,0.18574179923111642,0.1589146911065715
01412,0.3014285977107564,0.7496394276865512,0.11360414376946155,0.1589146911065715
01415,-0.6666666666666677,0.7692307692307695,0.05319148936170192,0.1589146911065715
01416,-0.25041845107714683,0.5667580925754956,0.22212543930304945,0.1589146911065715
01418,0.2753674214739279,0.7541351258640964,0.04114053921621107,0.1589146911065715
01419,0.23118809038118626,0.8086337457536277,0.13070902903161957,0.21446630308741893
01420,-0.7777777777777657,0.8518518518518536,-0.018518518518517737,0.1589146911065715
01421,0.5,0.8292682926829268,0.006172839506172839,0.1589146911065715
01422,0.3342069530932189,0.8133009497875717,0.101018207860065,0.1589146911065715
01423,-1.3385735313453444,0.8122533213903471,0.032065805668731774,0.1589146911065715
