CODGEO,R_P19_POP1529,R_P19_POP3044,R_P19_POP4559,R_P19_POP6074,R_P19_POP7589,R_C19_MENPSEUL,R_C19_MENCOUPSENF,R_C19_MENCOUPAENF,R_C19_MENFAMMONO
01401,13.9,21.82,22.32,12.22,5.98,25.14,25.14,38.29,7.43
01402,11.82,17.99,22.91,18.93,10.04,33.81,31.73,29.46,4.99
01403,17.25,18.02,21.3,14.81,8.93,34.17,28.33,27.5,10.0
01404,8.96,15.67,25.37,23.88,10.45,46.67,26.67,20.0,6.67
01405,18.36,18.75,23.44,14.53,4.22,28.43,26.47,37.25,7.84
01406,9.77,18.39,21.84,23.56,7.47,31.25,37.5,18.75,6.25
01407,16.97,19.56,20.36,17.27,6.69,40.43,24.47,22.34,11.7
01408,14.85,19.49,22.31,18.07,5.92,27.91,27.68,28.91,15.5
01410,11.33,17.0,29.33,19.0,2.67,23.08,42.31,30.77,3.85
01411,14.56,23.51,20.15,15.66,7.83,37.47,20.83,33.36,8.33
01412,16.71,18.41,23.23,14.03,6.51,22.31,33.38,37.65,4.44
01415,11.98,14.72,21.61,19.94,12.02,38.1,35.71,21.43,2.38
01416,13.32,18.68,19.5,18.49,10.39,40.14,27.78,20.99,8.86
01418,15.96,17.38,25.95,15.57,5.22,13.55,38.29,41.7,6.45
01419,15.21,24.3,22.65,11.52,4.11,30.51,24.67,34.9,9.13
01420,17.21,15.34,17.55,16.13,13.16,50.62,15.63,12.5,19.38
01421,12.89,19.48,22.91,17.28,6.45,35.38,29.23,27.69,6.15
01422,11.48,19.3,24.49,18.57,6.29,27.68,36.98,32.73,2.61
01423,16.23,23.24,22.04,11.42,3.23,12.58,35.1,41.07,8.76
01424,13.77,19.03,24.33,16.13,5.41,18.12,29.71,40.58,11.59
01425,12.32,22.2,20.99,17.85,9.56,26.43,33.82,27.58,12.18
01426,13.33,19.12,22.68,18.72,7.26,29.44,30.37,29.44,10.28
01427,16.37,21.46,19.45,14.58,5.45,35.94,23.46,27.45,12.31
01428,17.46,21.43,21.43,11.9,5.56,22.22,33.33,44.44,0.0
01429,15.29,20.03,22.19,16.45,5.51,19.04,35.54,32.52,11.03
01430,12.58,21.7,22.64,17.45,4.72,29.09,32.73,27.27,10.91
01431,13.56,20.38,21.88,15.2,8.44,33.09,30.91,29.48,6.52
01432,15.49,19.13,21.4,18.08,6.01,38.74,24.94,29.12,7.21
01433,15.01,25.15,19.94,12.1,4.58,25.0,35.0,35.0,5.0
01434,10.17,23.31,23.09,9.96,6.78,17.14,37.14,37.14,8.57
01435,13.77,21.28,25.82,12.15,4.08,23.81,26.19,41.07,8.33
01436,11.33,21.65,27.2,14.43,7.05,38.01,31.98,27.73,2.28
01437,9.42,18.83,22.87,16.59,8.07,27.78,33.33,38.89,0.0
01439,15.15,23.23,16.16,20.2,4.04,22.22,44.44,22.22,11.11
01441,13.03,23.39,19.04,15.03,5.76,21.64,32.63,40.29,5.45
01443,17.92,17.19,20.23,16.48,9.22,35.33,27.34,25.71,9.99
01444,13.29,20.74,20.07,21.24,4.93,29.52,24.76,32.38,11.43
01445,13.01,20.65,20.81,18.37,5.04,26.53,34.69,34.69,4.08
01446,18.36,19.56,22.89,13.71,3.43,19.58,29.84,41.04,7.8
01447,14.09,18.45,18.85,17.22,9.87,26.77,31.7,35.59,5.94
01448,16.05,20.73,23.98,15.39,5.63,26.96,30.22,42.82,0.0
01449,15.42,18.08,25.47,16.19,3.21,21.18,35.16,41.91,1.75
01450,14.36,21.72,20.9,13.87,5.61,21.1,34.66,36.59,7.29
01451,15.73,17.22,22.19,17.44,7.76,27.27,32.88,31.19,7.15
01452,15.28,19.79,20.94,16.78,6.98,38.24,28.43,20.59,12.75
01453,14.92,16.53,24.88,21.38,8.06,34.79,34.45,21.44,7.79
01454,16.46,20.14,22.66,13.31,5.4,24.42,29.07,32.56,12.79
01456,5.63,11.27,23.94,29.58,9.86,42.86,42.86,14.29,0.0
01457,15.73,17.71,18.71,18.0,9.53,30.51,29.27,28.96,10.45
02001,15.25,21.78,21.98,14.06,5.94,25.0,32.5,40.0,2.5
02002,13.1,19.34,20.47,17.32,7.41,23.76,32.06,37.79,6.39
02003,11.73,19.23,22.01,19.17,7.93,22.47,29.19,32.11,13.68
02004,17.84,16.22,20.54,22.16,7.03,31.25,31.25,25.0,12.5
02005,13.61,19.69,21.91,19.63,4.64,23.56,32.73,40.43,3.27
02006,14.12,17.94,27.1,19.85,6.49,33.33,41.67,20.83,4.17
02007,16.8,19.2,24.8,15.2,8.8,36.36,27.27,36.36,0.0
02008,10.76,27.4,17.55,12.97,4.1,21.4,30.22,44.03,4.35
02009,13.09,21.41,17.11,20.6,4.13,19.29,38.24,35.33,7.14
02010,13.56,18.08,29.94,15.25,0.56,21.43,35.71,21.43,21.43
02011,14.86,17.79,20.7,20.29,7.21,26.26,37.12,31.34,5.28
02012,9.86,26.76,21.13,18.31,2.82,16.67,33.33,50.0,0.0
02013,15.54,17.88,25.39,17.88,5.44,20.0,36.67,40.0,3.33
02014,12.48,20.6,20.23,19.45,5.07,27.12,27.12,37.29,8.47
02015,17.11,14.47,25.0,23.68,3.95,16.67,33.33,50.0,0.0
02016,16.2,20.83,18.98,15.28,5.09,29.41,29.41,29.41,11.76
02017,15.95,21.29,16.74,14.42,4.56,24.89,25.61,49.5,0.0
02018,15.48,16.03,20.44,19.29,8.13,30.26,26.67,29.22,12.44
02019,17.63,16.07,19.57,21.31,8.33,33.32,38.92,27.75,0.0
02020,13.41,17.58,20.44,21.32,7.69,28.21,33.33,35.9,2.56
02021,20.22,16.85,22.47,12.36,13.48,37.5,37.5,25.0,0.0
02022,14.19,18.43,24.24,17.71,7.85,27.19,20.71,40.23,8.9
02023,14.71,20.59,26.47,16.67,5.88,33.33,33.33,33.33,0.0
02024,11.32,16.98,20.75,13.21,16.98,20.0,20.0,40.0,20.0
02025,16.27,21.14,18.15,18.48,6.39,18.54,32.63,41.82,3.54
02027,16.36,14.95,22.9,22.43,6.54,35.0,40.0,15.0,10.0
02028,14.31,17.27,21.83,17.46,8.4,25.79,32.58,29.41,9.05
02029,14.12,17.8,24.01,21.19,5.37,17.24,44.83,34.48,3.45
02030,15.33,12.94,22.81,22.55,11.31,24.24,35.91,31.79,4.49
02031,17.58,16.66,19.9,16.31,10.37,33.5,28.1,29.65,8.76
02032,19.37,20.16,20.16,13.44,6.72,25.0,25.0,45.0,5.0
02033,12.38,21.9,21.9,26.67,3.81,40.0,30.0,30.0,0.0
02034,16.95,18.64,21.19,15.25,3.39,22.22,22.22,44.44,11.11
02035,15.36,18.93,20.71,12.14,5.36,23.81,19.05,38.1,9.52
02036,12.5,13.89,33.33,9.72,8.33,33.33,16.67,33.33,16.67
02037,14.29,19.19,20.71,17.82,6.28,22.52,29.73,31.53,15.32
02038,8.62,13.79,13.79,22.41,18.97,40.0,20.0,20.0,20.0
02039,25.26,17.2,19.57,11.27,6.52,16.67,25.0,33.33,8.33
02040,16.29,19.1,20.22,12.36,10.11,28.57,42.86,28.57,0.0
02041,14.09,18.49,21.34,18.94,9.02,27.92,30.17,35.92,4.48
02042,13.97,14.31,26.53,20.53,7.55,30.73,33.45,32.78,3.04
02043,10.77,21.54,29.23,13.85,6.15,20.0,0.0,20.0,60.0
02044,4.17,20.83,12.5,29.17,0.0,0.0,50.0,50.0,0.0
02046,14.25,19.04,23.27,17.28,7.04,29.46,29.24,30.92,10.38
02047,18.8,15.38,30.77,17.95,6.84,20.0,40.0,40.0,0.0
02048,17.69,24.62,15.38,15.38,4.62,36.36,27.27,36.36,0.0
02049,12.08,17.91,21.35,21.65,8.31,23.02,32.81,27.78,14.75
02050,13.44,20.31,20.31,16.56,6.88,26.92,30.77,34.62,7.69
02051,13.55,16.37,23.02,19.18,8.95,30.3,39.39,24.24,3.03
02052,11.76,19.85,22.79,18.38,5.88,38.46,23.08,23.08,7.69
02053,15.1,17.03,22.45,17.88,9.46,26.49,28.56,28.62,10.21
02054,14.37,21.73,19.73,16.29,6.82,17.18,38.58,41.84,2.4
02055,14.61,12.36,24.72,24.72,12.36,37.5,37.5,25.0,0.0
02056,11.86,25.99,16.38,15.82,5.08,33.33,26.67,33.33,6.67
02057,16.43,16.68,20.21,16.08,10.12,28.19,23.2,33.63,11.49
02058,17.88,20.49,18.73,13.54,6.06,20.69,31.77,33.26,12.69
02059,16.47,16.29,20.55,17.65,8.36,34.8,23.1,29.07,10.93
02060,14.07,16.01,26.27,17.63,10.62,26.77,35.01,25.43,12.8
02061,15.6,21.2,21.21,13.6,4.4,17.65,23.53,52.94,5.88
02062,14.71,18.38,23.53,15.44,5.88,20.0,40.0,20.0,20.0
02063,15.0,20.56,23.49,15.4,5.84,26.83,33.37,36.46,3.34
02064,13.4,15.31,21.13,19.58,12.97,36.25,27.96,24.71,9.54
02065,18.44,18.26,22.64,16.16,6.08,23.38,29.35,32.76,14.51
02066,11.73,21.94,18.88,22.96,6.63,29.41,41.18,29.41,0.0
02067,11.96,19.14,22.97,20.57,7.66,22.22,38.89,27.78,11.11
02068,9.09,20.45,23.86,14.77,9.09,33.33,22.22,22.22,22.22
02069,9.35,14.95,24.3,14.95,13.08,40.0,30.0,30.0,0.0
02070,16.1,17.23,22.68,17.01,7.26,30.56,30.56,33.33,5.56
02071,13.46,20.76,20.46,19.0,5.51,20.95,34.51,34.93,7.67
02072,15.26,21.05,25.26,11.58,7.89,31.25,31.25,37.5,0.0
02073,15.17,23.04,19.8,16.3,5.28,22.33,36.71,36.63,4.32
02074,14.0,20.57,20.57,16.69,4.89,21.74,34.78,36.96,6.52
02075,8.16,25.0,17.86,22.96,5.61,20.0,40.0,40.0,0.0
02076,15.38,21.79,29.49,10.9,1.28,25.0,25.0,41.67,8.33
02077,15.36,21.93,20.99,19.97,5.43,31.77,30.59,34.58,3.07
02078,15.85,23.78,18.29,14.63,2.44,23.08,30.77,46.15,0.0
02079,14.47,13.16,21.05,23.03,12.5,30.77,30.77,38.46,0.0
02080,15.92,15.62,23.12,24.02,7.81,21.43,35.71,28.57,14.29
02081,17.59,16.11,26.97,12.27,6.91,23.79,23.06,43.27,9.88
02082,10.81,21.62,27.93,9.91,7.21,30.0,30.0,40.0,0.0
02083,16.97,19.7,21.45,15.06,6.21,23.73,34.73,31.68,8.2
02084,9.58,22.21,26.3,13.24,5.07,24.2,33.48,37.53,4.79
02085,16.46,21.93,22.55,10.28,3.18,14.89,24.96,51.41,8.75
02086,14.21,18.09,21.37,20.18,7.16,21.95,32.93,31.71,12.2
02087,5.88,20.59,29.41,14.71,8.82,0.0,66.67,33.33,0.0
02088,11.9,22.62,17.86,15.48,7.14,14.29,42.86,42.86,0.0
02089,13.51,16.55,18.68,23.45,10.68,27.09,33.03,27.88,12.0
02090,15.74,20.83,24.54,11.11,6.48,18.75,31.25,43.75,6.25
02091,9.47,21.05,16.84,21.05,9.47,25.0,37.5,25.0,12.5
02093,15.05,16.91,19.06,18.11,8.43,28.92,30.83,28.1,6.54
02094,13.61,19.95,21.17,18.86,4.75,21.96,33.18,39.33,2.77
02095,18.06,15.74,19.12,17.5,7.69,36.95,22.55,24.01,14.41
02096,10.84,19.7,26.11,15.27,4.93,25.0,37.5,25.0,12.5
02097,11.51,21.29,23.51,15.88,6.22,23.09,36.55,35.78,4.57
02098,18.38,13.85,25.34,17.64,6.68,23.4,30.03,39.91,3.33
02099,18.1,19.0,26.24,13.12,3.17,22.22,33.33,44.44,0.0
02100,15.94,22.46,18.12,13.04,3.62,27.27,27.27,36.36,9.09
02101,13.27,17.86,16.84,18.88,10.2,26.67,20.0,33.33,20.0
02102,6.49,25.41,18.38,15.14,4.86,28.57,21.43,21.43,14.29
02103,16.3,18.71,16.55,19.99,7.35,30.65,31.81,23.67,10.39
02104,9.09,16.16,26.26,21.21,10.1,12.5,50.0,25.0,12.5
02105,10.36,15.54,25.39,18.65,7.77,23.53,47.06,23.53,0.0
02106,16.34,16.22,15.99,14.85,13.45,25.45,37.2,37.35,0.0
02107,12.38,14.29,23.81,17.14,6.67,25.0,12.5,12.5,37.5
02108,9.49,18.99,22.78,17.72,8.23,33.33,25.0,41.67,0.0
02109,13.26,16.21,22.74,19.16,8.84,27.5,37.5,32.5,2.5
02110,14.96,17.05,19.86,15.62,10.74,33.66,29.3,25.81,10.17
02111,16.0,19.62,18.65,20.37,4.86,25.04,30.74,35.12,9.1
02112,15.86,20.66,20.97,16.34,7.66,29.63,27.77,28.92,8.02
02114,14.6,12.72,20.03,20.2,12.39,32.12,30.43,25.75,9.16
02115,16.41,12.31,25.13,19.49,10.26,35.29,35.29,23.53,5.88
02116,15.17,13.1,20.0,20.69,13.1,33.33,25.0,33.33,8.33
02117,18.18,12.12,36.36,19.7,1.52,0.0,50.0,50.0,0.0
02118,13.33,14.17,29.17,19.17,5.83,20.0,20.0,40.0,0.0
02119,14.64,17.13,27.41,16.82,6.54,22.22,37.04,22.22,18.52
02120,14.8,16.84,21.94,19.9,8.16,18.75,31.25,37.5,12.5
02121,17.62,21.31,22.13,13.93,7.38,21.05,31.58,36.84,5.26
02122,16.36,10.91,18.18,34.55,7.27,33.33,0.0,16.67,50.0
02123,14.6,18.2,23.67,19.58,6.82,24.81,28.22,34.88,12.09
02124,14.55,18.07,20.22,23.74,6.28,26.33,31.58,33.32,7.02
02125,19.68,15.3,31.14,12.56,3.83,23.08,30.77,30.77,15.38
02126,11.79,15.18,19.29,21.3,12.88,35.1,31.85,25.81,2.34
02127,16.15,13.54,25.52,17.19,8.33,18.75,50.0,25.0,6.25
02128,13.48,16.31,21.42,22.74,9.4,33.33,30.37,21.48,12.59
02129,10.53,15.79,26.32,21.05,5.26,50.0,0.0,50.0,0.0
02130,12.95,16.58,21.24,22.8,9.84,25.0,37.5,37.5,0.0
02131,14.53,16.44,24.28,17.36,9.41,22.58,36.94,34.57,5.25
02132,13.2,23.86,19.8,16.24,2.54,25.0,18.75,31.25,25.0
02133,16.0,15.96,23.69,15.12,7.94,31.63,37.2,28.36,2.81
02134,16.29,13.53,23.47,18.75,10.16,27.35,37.96,30.65,2.69
02135,14.69,16.44,20.79,18.97,9.18,29.52,30.46,32.23,5.59
02136,17.19,14.84,24.22,24.22,4.69,33.33,33.33,33.33,0.0
02137,14.77,24.16,20.81,8.05,3.36,18.18,27.27,45.45,9.09
02138,10.0,22.11,21.05,23.16,3.16,20.0,40.0,33.33,6.67
02139,10.07,21.03,19.33,22.82,5.08,20.15,37.24,36.89,2.86
02140,15.06,18.34,19.8,18.32,6.51,22.54,31.25,40.46,2.89
02141,17.6,14.69,19.53,19.96,10.96,39.53,28.58,17.1,11.71
02142,15.16,21.72,20.49,14.75,5.74,11.76,35.29,52.94,0.0
02143,14.58,18.75,19.27,15.62,8.85,31.25,31.25,18.75,12.5
02144,15.97,22.92,22.22,13.19,2.08,18.18,27.27,45.45,9.09
02145,14.86,18.53,22.75,19.45,5.32,17.78,37.78,33.33,11.11
02146,13.48,17.98,19.1,15.73,13.48,28.57,42.86,28.57,0.0
02148,13.23,18.72,26.61,17.69,5.9,20.16,50.09,29.75,0.0
02149,13.33,13.33,30.0,13.33,8.33,0.0,50.0,50.0,0.0
02150,14.52,20.97,24.19,16.13,6.45,20.0,60.0,20.0,0.0
02151,17.39,15.65,24.35,15.65,11.3,30.0,40.0,20.0,10.0
02152,15.73,17.98,15.73,23.6,7.87,14.29,42.86,14.29,28.57
02153,15.19,19.37,20.98,19.42,5.47,23.18,39.4,34.47,2.96
02154,9.59,21.37,21.37,19.18,4.38,19.23,42.31,34.62,3.85
02155,16.85,15.17,21.91,17.98,10.67,27.78,44.44,16.67,5.56
02156,13.04,22.13,18.58,15.42,5.93,21.05,31.58,36.84,10.53
02157,12.35,15.23,21.1,21.58,11.75,27.4,35.62,24.66,12.33
02158,19.41,19.78,19.78,14.29,3.3,27.27,31.82,36.36,4.55
02159,14.9,20.2,18.54,16.23,8.61,20.83,37.5,37.5,0.0
02160,12.55,17.81,19.2,16.37,10.03,30.93,24.41,31.34,6.66
02162,13.42,23.15,16.11,12.75,4.7,22.73,22.73,40.91,13.64
02163,15.36,18.36,18.83,17.33,7.68,34.81,26.84,23.85,13.13
02164,15.9,17.43,19.57,21.4,6.12,23.08,30.77,34.62,11.54
02165,14.08,17.67,18.73,19.67,9.43,31.29,28.73,29.02,9.59
02166,12.64,19.94,23.6,20.22,5.34,29.03,32.26,32.26,6.45
02167,16.52,20.11,20.79,15.39,4.61,21.74,27.54,31.88,17.39
02168,18.02,18.8,17.57,16.71,8.25,41.97,23.35,20.57,13.12
02169,15.66,15.66,21.69,16.87,7.23,28.57,14.29,28.57,0.0
02170,14.52,19.35,16.94,28.23,6.45,36.36,27.27,27.27,9.09
02171,9.09,19.32,27.27,11.36,9.09,28.57,14.29,42.86,14.29
02172,17.6,19.2,24.0,14.8,4.0,11.11,38.89,50.0,0.0
02173,19.84,15.6,19.02,17.43,8.64,42.71,23.16,19.85,12.85
02174,13.65,21.2,20.36,17.01,4.43,21.88,23.44,40.63,14.06
02175,14.56,19.62,24.68,13.92,9.49,15.38,30.77,30.77,23.08
02176,14.08,18.93,26.7,11.65,2.43,18.75,25.0,43.75,6.25
02177,6.47,17.27,20.14,24.46,10.07,25.0,41.67,33.33,0.0
02178,10.38,28.3,18.87,16.98,2.83,12.5,50.0,37.5,0.0
02179,12.6,20.47,22.05,17.59,6.56,28.12,34.37,28.12,9.37
02180,16.12,19.83,19.7,17.49,5.37,21.05,28.07,35.09,15.79
02181,19.28,16.87,18.07,21.69,8.43,42.86,28.57,28.57,0.0
02182,15.2,19.2,19.2,20.8,8.0,27.27,36.36,36.36,0.0
02183,10.81,18.92,25.41,18.92,5.41,25.0,31.25,37.5,6.25
02184,8.68,23.59,16.13,14.44,13.81,33.53,20.21,38.17,8.09
02185,12.31,20.0,21.03,16.15,7.18,23.33,20.0,43.33,10.0
02186,13.69,14.83,21.36,20.42,11.54,28.34,36.03,26.88,4.38
02187,13.64,16.79,21.2,17.89,12.79,28.93,36.28,27.72,6.07
02188,8.67,12.0,26.0,21.33,15.33,23.08,46.15,23.08,7.69
02189,18.75,16.21,25.1,13.51,8.2,25.49,38.47,29.18,6.86
02190,13.51,15.04,24.91,20.26,8.77,22.99,35.46,32.44,9.1
02191,17.89,15.74,23.76,18.5,5.99,21.94,35.88,30.27,7.15
02192,14.82,18.6,27.76,12.94,2.96,21.43,28.57,39.29,7.14
02193,10.94,9.38,26.56,15.62,15.62,40.0,20.0,40.0,0.0
02194,11.4,17.1,24.87,21.24,12.44,29.41,35.29,23.53,11.76
02195,14.78,20.33,22.11,19.22,3.78,18.57,32.86,38.57,8.57
02196,8.0,20.06,20.47,24.64,6.93,23.7,30.15,34.84,11.31
02197,17.38,17.94,21.68,14.77,7.29,23.81,33.33,30.95,9.52
02198,9.65,20.18,20.18,24.56,4.82,27.78,38.89,33.33,0.0
02199,15.31,21.46,18.64,16.14,6.49,22.92,22.92,43.75,10.42
02200,18.87,16.04,25.47,23.58,2.83,25.0,37.5,37.5,0.0
02201,10.92,18.64,19.27,10.11,20.97,15.63,34.81,37.96,7.74
02203,16.93,17.58,20.66,16.14,7.42,29.17,27.8,32.57,9.49
02204,7.81,12.5,23.44,21.88,25.0,57.14,28.57,14.29,0.0
02205,15.98,26.48,13.7,17.81,1.83,17.65,35.29,35.29,11.76
02206,11.54,16.67,19.23,16.67,12.82,33.33,33.33,33.33,0.0
02207,14.29,21.2,23.04,12.9,5.07,25.0,25.0,37.5,12.5
02208,14.5,20.99,23.66,13.74,6.49,27.27,40.91,31.82,0.0
02209,13.25,21.87,17.49,15.49,8.43,25.84,30.88,38.05,3.52
02210,14.01,19.78,22.25,17.86,5.22,25.81,29.03,35.48,9.68
02211,11.16,21.01,19.48,15.82,9.8,24.43,33.15,34.13,8.29
02212,12.13,15.8,23.5,21.32,9.14,26.95,37.09,30.67,3.53
02213,18.81,18.22,20.98,17.99,4.37,22.4,34.25,43.34,0.0
02214,19.67,18.03,22.95,13.11,1.64,0.0,25.0,50.0,25.0
02215,16.92,19.32,18.59,14.74,7.17,26.53,28.11,37.54,7.81
02216,12.96,17.97,28.25,21.68,4.9,21.13,47.02,28.17,3.67
02217,14.52,17.39,20.41,18.64,9.19,32.93,28.83,25.77,12.48
02218,15.01,19.16,19.5,17.91,6.24,27.49,33.34,35.25,3.92
02219,19.26,17.26,20.31,14.73,7.62,26.67,33.33,33.33,6.67
02220,13.5,17.61,25.55,12.72,6.25,35.39,24.37,29.5,8.03
02221,9.74,21.43,25.97,12.99,3.25,25.0,25.0,41.67,8.33
02222,6.67,26.67,16.67,23.33,3.33,0.0,50.0,50.0,0.0
02223,14.29,19.93,27.24,13.62,5.65,24.0,32.0,40.0,4.0
02224,20.47,17.3,22.29,12.68,6.55,30.69,22.47,28.47,14.63
02225,20.0,17.78,18.89,15.56,7.78,14.29,14.29,42.86,28.57
02226,15.17,15.6,21.17,21.05,9.1,23.86,36.93,31.33,5.25
02227,9.17,16.67,21.67,21.67,11.67,20.0,60.0,10.0,10.0
02228,15.95,16.62,20.73,12.17,12.08,24.22,33.2,34.32,4.13
02229,14.86,18.92,14.86,17.57,9.46,16.67,16.67,33.33,33.33
02230,10.22,25.81,23.12,14.51,5.91,35.29,11.76,29.41,17.65
02231,16.41,23.01,16.23,14.23,4.39,22.01,24.69,36.85,12.33
02232,18.84,16.75,27.66,20.42,3.86,29.41,41.18,23.53,5.88
02233,16.08,23.08,18.18,15.38,4.9,14.29,57.14,28.57,0.0
02234,15.48,21.43,16.67,20.24,7.14,28.57,28.57,42.86,0.0
02235,14.04,16.67,20.18,19.3,6.14,30.0,20.0,40.0,10.0
02236,13.33,19.09,19.7,17.88,7.88,20.0,36.0,32.0,8.0
02237,16.39,16.85,21.02,15.44,9.88,31.5,28.94,28.83,10.74
02238,13.74,19.79,20.12,15.5,7.2,27.91,28.54,29.18,12.35
02239,18.46,20.62,18.16,13.21,5.8,29.47,25.44,32.29,11.73
02240,12.63,17.68,24.75,13.64,10.1,29.41,35.29,29.41,5.88
02241,16.33,18.51,28.61,18.82,2.48,37.5,37.5,25.0,0.0
02242,15.34,20.77,24.72,13.97,5.04,32.06,22.32,32.62,13.0
02243,17.51,16.12,21.4,17.03,9.18,30.96,31.52,26.68,9.24
02244,9.09,22.73,13.64,13.64,6.06,40.0,20.0,40.0,0.0
02245,26.74,14.83,21.01,13.81,7.75,47.71,23.31,19.04,8.83
02246,14.67,20.14,18.38,20.61,4.63,22.7,34.81,34.31,4.08
02248,22.44,16.03,16.67,19.87,5.13,16.67,33.33,33.33,16.67
02249,9.8,24.51,13.73,18.63,5.88,33.33,33.33,33.33,0.0
02250,19.74,26.32,21.05,2.63,9.21,0.0,40.0,60.0,0.0
02251,11.11,18.52,14.81,25.93,14.81,50.0,50.0,0.0,0.0
02252,18.31,16.89,30.99,14.09,7.04,28.57,42.86,14.29,14.29
02253,15.33,20.87,21.03,17.18,5.92,24.41,34.6,40.99,0.0
02254,12.31,23.85,25.38,13.08,0.77,20.0,40.0,40.0,0.0
02255,14.38,21.57,24.18,10.46,5.23,30.77,30.77,38.46,0.0
02256,11.2,16.8,16.8,23.2,4.0,30.0,40.0,30.0,0.0
02257,10.34,17.23,22.77,21.18,7.14,20.04,42.88,25.66,11.42
02258,14.59,15.67,29.47,16.5,5.68,23.36,36.68,39.97,0.0
02259,16.24,15.26,29.43,18.26,6.71,19.84,42.26,31.51,6.39
02260,14.98,18.53,18.83,16.59,8.2,26.1,37.6,32.51,3.79
02261,15.6,17.39,22.76,16.88,7.93,27.27,36.36,30.3,6.06
02262,13.74,21.8,20.85,18.48,6.16,23.53,35.29,41.18,0.0
02263,16.96,16.07,25.0,17.86,3.57,12.5,50.0,37.5,0.0
02264,16.3,14.52,22.6,18.36,8.36,29.51,27.87,34.43,8.2
02265,5.15,13.4,15.46,30.93,19.59,40.0,40.0,20.0,0.0
02266,18.37,10.2,30.61,24.49,8.16,25.0,25.0,25.0,25.0
02267,14.04,20.89,23.63,12.67,4.79,21.74,21.74,39.13,17.39
02268,17.76,22.07,22.63,13.0,3.19,27.85,27.17,37.25,7.73
02269,12.99,22.73,19.48,11.04,6.49,25.0,25.0,41.67,8.33
02270,16.56,22.09,17.18,12.88,5.52,23.08,23.08,46.15,7.69
02271,15.91,18.18,21.21,12.88,8.33,36.36,36.36,27.27,0.0
02272,25.68,10.81,24.32,8.11,10.81,28.57,28.57,14.29,28.57
02273,13.07,20.6,22.11,18.59,7.04,27.78,38.89,33.33,0.0
02274,13.5,20.0,26.0,16.5,4.0,6.67,46.67,40.0,6.67
02275,14.87,18.67,20.89,19.62,5.06,32.14,35.71,25.0,7.14
02276,13.93,22.13,21.31,16.39,8.2,27.27,27.27,27.27,18.18
02277,18.95,21.28,17.78,15.74,5.54,20.0,24.0,40.0,16.0
02278,9.68,3.23,48.39,22.58,9.68,33.33,33.33,33.33,0.0
02279,14.13,18.12,24.46,20.11,5.98,23.4,31.91,25.53,17.02
02280,14.91,19.07,23.47,16.38,4.89,19.35,38.71,35.48,6.45
02281,16.41,18.36,22.66,19.92,4.69,25.0,30.0,30.0,15.0
02282,15.97,20.14,19.68,18.75,5.56,25.71,25.71,40.0,8.57
02283,16.72,19.16,24.04,16.72,2.79,25.0,33.33,29.17,8.33
02284,6.19,21.65,14.43,29.9,8.25,33.33,22.22,33.33,0.0
02286,14.57,19.94,18.99,17.8,8.26,29.12,30.55,27.83,11.11
02287,12.81,12.89,24.89,26.28,8.6,22.3,46.27,24.49,4.66
02288,15.19,20.63,19.48,17.48,7.74,33.33,23.33,36.67,6.67
02289,11.92,19.95,24.82,21.65,4.38,27.78,33.33,33.33,5.56
02290,16.43,16.94,23.1,16.58,7.58,27.11,33.78,31.11,8.0
02291,14.85,20.38,17.65,18.48,7.16,18.44,36.55,38.98,2.99
02292,14.73,18.71,21.64,19.61,8.41,31.67,29.17,27.5,11.67
02293,15.44,19.0,19.17,17.88,6.47,29.07,24.09,29.37,10.89
02294,13.15,12.68,23.94,26.76,7.51,22.22,50.0,22.22,5.56
02295,13.28,19.91,17.13,20.65,8.55,33.32,29.58,23.9,9.2
02296,11.03,17.21,20.97,20.89,9.36,26.67,31.11,33.33,7.78
02297,17.07,17.89,18.7,17.89,4.88,10.0,30.0,40.0,20.0
02298,17.32,15.7,21.62,21.76,6.69,34.62,30.0,26.15,8.46
02299,9.55,22.28,24.34,17.04,5.81,26.09,30.43,36.96,6.52
02302,18.59,20.46,24.9,13.45,2.82,16.82,20.91,49.71,12.55
02303,11.37,16.82,21.59,20.97,11.38,22.74,31.61,25.37,20.28
02304,20.44,18.92,16.28,14.59,7.01,44.4,17.2,17.2,18.8
02305,16.78,14.71,19.45,19.34,10.91,39.6,27.08,22.55,9.69
02306,16.08,20.0,19.61,19.8,7.06,26.19,30.95,35.71,7.14
02307,16.32,18.48,19.51,18.86,7.85,33.36,26.52,30.12,7.76
02308,12.17,21.1,23.9,15.38,9.28,24.69,35.66,25.31,12.22
02309,18.46,22.23,19.02,11.23,4.51,20.8,28.12,41.31,5.96
02310,13.98,17.03,24.03,22.95,8.39,24.96,36.0,30.49,4.5
02311,17.05,24.03,18.6,13.95,6.2,33.33,25.0,33.33,8.33
02312,15.25,18.4,21.34,15.0,7.08,21.4,31.2,38.25,9.15
02313,19.59,14.64,18.47,20.72,6.76,25.71,28.57,37.14,8.57
02315,13.66,18.18,18.19,17.87,9.16,25.6,30.4,34.4,8.8
02316,12.5,11.72,25.78,28.91,9.38,38.46,30.77,23.08,7.69
02317,17.12,18.02,24.32,15.77,8.11,22.22,27.78,38.89,11.11
02318,16.27,17.47,23.82,15.24,7.8,32.85,29.03,29.86,6.62
02319,17.6,18.8,19.6,18.4,4.2,25.64,28.21,30.77,12.82
