,TYPECOM,COM,REG,DEP,LIBELLE_COM,LIBELLE_DEP,LIBELLE_REG,Code_postal,latitude,longitude
45,COMD,01033,,,Bellegarde-sur-Valserine,,,1200,46.124111549,5.796482369
46,COMD,01033,,,Bellegarde-sur-Valserine,,,1200,46.124111549,5.796482369
47,COMD,01033,,,Bellegarde-sur-Valserine,,,1200,46.124111549,5.796482369
48,COM,01034,84,01,Belley,Ain,Auvergne-Rhône-Alpes,1300,45.749882762,5.683910513
49,COM,01035,84,01,Belleydoux,Ain,Auvergne-Rhône-Alpes,1130,46.253334104,5.785067125
50,COM,01036,84,01,Valromey-sur-Séran,Ain,Auvergne-Rhône-Alpes,1260,45.918185011,5.656884824
51,COM,01036,84,01,Valromey-sur-Séran,Ain,Auvergne-Rhône-Alpes,1260,45.918185011,5.656884824
52,COM,01036,84,01,Valromey-sur-Séran,Ain,Auvergne-Rhône-Alpes,1260,45.918185011,5.656884824
53,COM,01036,84,01,Valromey-sur-Séran,Ain,Auvergne-Rhône-Alpes,1260,45.918185011,5.656884824
54,COM,01036,84,01,Valromey-sur-Séran,Ain,Auvergne-Rhône-Alpes,1260,45.918185011,5.656884824
55,COM,01036,84,01,Valromey-sur-Séran,Ain,Auvergne-Rhône-Alpes,1260,45.918185011,5.656884824
