,CODGEO,TP6020
2051,07022,
2052,07023,
2053,07024,
2054,07025,
2055,07026,
2056,07027,
2057,07028,
2058,07029,
2059,07030,
2060,07031,
2061,07032,
2062,07033,
2063,07034,
2064,07035,
2065,07036,
2066,07037,
2067,07038,
2068,07039,
2069,07040,
2070,07041,10.0
2071,07042,21.0
2072,07044,
2073,07045,
2074,07047,
2075,07048,
2076,07049,
2077,07050,
2078,07051,
2079,07052,
2080,07053,
2081,07054,
2082,07055,8.0
2083,07056,
2084,07058,
2085,07059,
2086,07060,
2087,07061,
2088,07062,
2089,07063,
2090,07064,12.0
2091,07065,
2092,07066,8.0
2093,07067,
2094,07068,
2095,07069,
2096,07070,
2097,07071,
2098,07072,
2099,07073,
2100,07074,
2101,07075,
2102,07076,13.0
2103,07077,
2104,07078,7.0
2105,07079,
2106,07080,
2107,07081,
2108,07082,
2109,07083,
2110,07084,
2111,07085,
2112,07086,
2113,07087,
2114,07088,
2115,07089,
2116,07090,
2117,07091,
2118,07092,
2119,07093,
2120,07094,
2121,07095,
2122,07096,
2123,07097,
2124,07098,
2125,07099,
2126,07100,
2127,07101,
2128,07102,8.0
2129,07103,
2130,07104,
2131,07105,
2132,07106,
2133,07107,
2134,07108,
2135,07109,
2136,07110,
2137,07111,
2138,07112,
2139,07113,
2140,07114,
2141,07115,
2142,07116,
2143,07117,
2144,07118,
2145,07119,
2146,07120,
2147,07121,
2148,07122,
2149,07123,
2150,07124,
2151,07126,
2152,07127,
2153,07128,
2154,07129,16.0
2155,07130,
2156,07131,
2157,07132,
2158,07133,
2159,07134,
2160,07136,
2161,07137,
2162,07138,11.0
2163,07139,
2164,07140,
2165,07141,
2166,07142,
2167,07143,
2168,07144,
2169,07145,
2170,07146,
2171,07147,
2172,07148,
2173,07149,
2174,07150,
2175,07151,
2176,07152,
2177,07153,
2178,07154,
2179,07155,
2180,07156,
2181,07157,
2182,07158,
2183,07159,
2184,07160,
2185,07161,
2186,07162,
2187,07163,
2188,07165,
2189,07166,
2190,07167,
2191,07168,
2192,07169,
2193,07170,
2194,07171,
2195,07172,
2196,07173,
2197,07174,
2198,07175,
2199,07176,
2200,07177,
2201,07178,
2202,07179,
2203,07181,19.0
2204,07182,
2205,07183,
2206,07184,
2207,07185,
2208,07186,19.0
2209,07187,
2210,07188,
2211,07189,
2212,07190,
2213,07191,10.0
2214,07192,
2215,07193,
2216,07194,
2217,07195,
2218,07196,
2219,07197,
2220,07198,
2221,07199,
2222,07200,
2223,07201,13.0
2224,07202,
2225,07203,
2226,07204,15.0
2227,07205,
2228,07206,
2229,07207,
2230,07208,
2231,07209,
2232,07210,
2233,07211,
2234,07212,
2235,07213,
2236,07214,
2237,07215,
2238,07216,
2239,07217,
2240,07218,
2241,07219,
2242,07220,
2243,07221,
2244,07222,
2245,07223,
2246,07224,
2247,07225,
2248,07226,
2249,07227,
2250,07228,
2251,07229,
2252,07230,
2253,07231,11.0
2254,07232,
2255,07233,
2256,07234,
2257,07235,
2258,07236,
2259,07237,
2260,07238,
2261,07239,
2262,07240,
2263,07241,
2264,07242,
2265,07243,
2266,07244,
2267,07245,
2268,07247,
2269,07248,
2270,07249,
2271,07250,
2272,07251,
2273,07253,
2274,07254,
2275,07255,
2276,07257,
2277,07258,
2278,07259,
2279,07260,
2280,07261,
2281,07262,
2282,07263,
2283,07264,
2284,07265,
2285,07266,
2286,07267,
2287,07268,
2288,07269,
2289,07270,
2290,07272,
2291,07273,
2292,07274,
2293,07275,
2294,07276,
2295,07277,
2296,07278,
2297,07279,
2298,07280,
2299,07281,7.0
2300,07282,
2301,07283,
2302,07284,
2303,07285,
2304,07286,
2305,07287,
2306,07288,
2307,07289,
2308,07290,
2309,07291,
2310,07292,
2311,07293,
2312,07294,
2313,07295,
2314,07296,
2315,07297,
2316,07298,
2317,07299,
2318,07300,
2319,07301,
2320,07302,
2321,07303,
2322,07304,
2323,07305,
2324,07306,
2325,07307,
2326,07308,10.0
2327,07309,
2328,07310,
2329,07311,
2330,07312,
2331,07313,
2332,07314,
2333,07315,
2334,07316,
2335,07317,
2336,07318,
2337,07319,22.0
2338,07321,
2339,07322,
2340,07323,
2341,07324,16.0
2342,07325,
2343,07326,
2344,07327,
2345,07328,
2346,07329,
2347,07330,19.0
2348,07331,20.0
2349,07332,
2350,07333,
2351,07334,25.0
2352,07335,
2353,07336,
2354,07337,
2355,07338,
2356,07339,
2357,07340,
2358,07341,15.0
2359,07342,
2360,07343,
2361,07344,
2362,07345,
2363,07346,14.0
2364,07347,
2365,07348,
2366,07349,17.0
2367,08001,
2368,08003,
2369,08004,
2370,08005,
2371,08006,
2372,08008,
2373,08010,
2374,08011,
2375,08013,
2376,08014,
2377,08015,
2378,08016,
2379,08017,
2380,08018,
2381,08019,
2382,08020,
2383,08021,
2384,08022,
2385,08023,
2386,08024,
2387,08025,
2388,08026,
2389,08027,
2390,08028,
2391,08029,
2392,08030,
2393,08031,
2394,08032,
2395,08033,
2396,08034,
2397,08035,
2398,08036,
2399,08037,
2400,08038,
2401,08039,
2402,08040,
2403,08041,
2404,08043,
2405,08044,
2406,08045,
2407,08046,
2408,08047,
2409,08048,
2410,08049,
2411,08052,
2412,08053,10.0
2413,08055,
2414,08056,
2415,08057,
2416,08058,
2417,08059,
2418,08060,
2419,08061,
2420,08062,
2421,08063,
2422,08064,
2423,08065,
2424,08066,
2425,08067,
2426,08069,
2427,08070,
2428,08071,
2429,08073,
2430,08074,
2431,08075,
2432,08076,
2433,08077,
2434,08078,
2435,08080,
2436,08081,25.0
2437,08082,
2438,08083,
2439,08084,
2440,08085,
2441,08086,
2442,08087,
2443,08088,
2444,08089,
2445,08090,21.0
2446,08092,
2447,08094,
2448,08095,
2449,08096,
2450,08097,
2451,08098,
2452,08099,
2453,08100,
2454,08101,
2455,08102,
2456,08103,
2457,08104,
2458,08105,27.0
2459,08106,
2460,08107,
2461,08109,
2462,08110,
2463,08111,
2464,08113,
2465,08115,
2466,08116,
2467,08117,
2468,08119,
2469,08120,
2470,08121,
2471,08122,
2472,08123,
2473,08124,
2474,08125,
2475,08126,
2476,08128,
2477,08130,
2478,08131,
2479,08132,
2480,08133,
2481,08134,
2482,08135,
2483,08136,
2484,08137,
2485,08138,
2486,08139,
2487,08140,
2488,08141,
2489,08142,
2490,08143,
2491,08144,
2492,08145,15.0
2493,08146,
2494,08147,
2495,08148,
2496,08149,
2497,08150,
2498,08151,
2499,08153,
2500,08154,
2501,08155,
2502,08156,
2503,08158,
2504,08159,
2505,08160,
2506,08161,
2507,08162,
2508,08163,
2509,08164,
2510,08165,
2511,08166,
2512,08167,
2513,08168,
2514,08169,
2515,08170,
2516,08171,
2517,08172,
2518,08173,
2519,08174,12.0
2520,08175,
2521,08176,
2522,08178,
2523,08179,
2524,08180,
2525,08182,
2526,08183,
2527,08184,
2528,08185,24.0
2529,08186,
2530,08187,
2531,08188,
2532,08189,
2533,08190,23.0
2534,08191,
2535,08192,
2536,08193,
2537,08194,
2538,08195,
2539,08196,
2540,08197,
2541,08198,
2542,08199,
2543,08200,
2544,08201,
2545,08202,
2546,08203,
2547,08204,
2548,08205,
2549,08206,
2550,08207,
2551,08208,
2552,08209,
2553,08210,
2554,08211,
2555,08212,
2556,08214,
2557,08215,
2558,08216,
2559,08217,
2560,08218,
2561,08219,
2562,08220,
2563,08222,
2564,08223,
2565,08225,
2566,08226,
2567,08228,
2568,08229,
2569,08230,
2570,08232,
2571,08233,
2572,08234,
2573,08235,
2574,08236,
2575,08237,
2576,08238,
2577,08239,
2578,08240,
2579,08242,
2580,08243,
2581,08244,
2582,08245,
2583,08246,
2584,08247,
2585,08248,
2586,08249,
2587,08250,
2588,08251,
2589,08252,
2590,08254,
2591,08255,
2592,08256,
2593,08257,
2594,08259,
2595,08260,
2596,08262,
2597,08263,
2598,08264,
2599,08268,
2600,08269,
2601,08271,
2602,08272,
2603,08273,
2604,08274,
2605,08275,
2606,08276,
2607,08277,
2608,08278,
2609,08279,
2610,08280,
2611,08281,
2612,08282,
2613,08283,
2614,08284,
2615,08286,
2616,08287,
2617,08288,
2618,08289,
2619,08291,
2620,08293,
2621,08294,
2622,08295,
2623,08296,
2624,08297,
2625,08298,
2626,08300,
2627,08301,
2628,08302,21.0
2629,08303,
2630,08304,
2631,08305,
2632,08306,
2633,08307,
2634,08308,
2635,08309,
2636,08310,
2637,08311,17.0
2638,08312,
2639,08313,
2640,08314,
2641,08315,
2642,08316,
2643,08317,
2644,08318,
2645,08319,
2646,08320,
2647,08321,
2648,08322,
2649,08323,
2650,08324,
2651,08325,
2652,08326,
2653,08327,14.0
2654,08328,25.0
2655,08329,
2656,08330,
2657,08331,
2658,08332,
2659,08333,
2660,08334,
2661,08335,
2662,08336,
2663,08338,
2664,08339,
2665,08340,
2666,08341,
2667,08342,
2668,08343,
2669,08344,
2670,08346,
2671,08347,
2672,08348,
2673,08349,
2674,08350,
2675,08351,
2676,08352,
2677,08353,
2678,08354,
2679,08355,
2680,08356,
2681,08357,
2682,08358,
2683,08360,
2684,08361,
2685,08362,22.0
2686,08363,24.0
2687,08364,
2688,08365,
2689,08366,
2690,08367,22.0
2691,08368,
2692,08369,
2693,08370,
2694,08372,
2695,08373,
2696,08374,
2697,08375,
2698,08376,
2699,08377,
2700,08378,
2701,08379,
2702,08380,
2703,08381,
2704,08382,
2705,08383,
2706,08384,
2707,08385,
2708,08386,
2709,08387,
2710,08388,
2711,08389,
2712,08390,
2713,08391,
2714,08392,
2715,08393,
2716,08394,
2717,08395,
2718,08396,
2719,08397,
2720,08398,
2721,08399,
2722,08400,
2723,08401,
2724,08402,
2725,08403,
2726,08404,
2727,08405,
2728,08406,
2729,08407,
2730,08408,
2731,08409,30.0
2732,08410,
2733,08411,
2734,08412,
2735,08413,
2736,08415,
2737,08416,
2738,08417,
2739,08418,
2740,08419,
2741,08420,
2742,08421,
2743,08422,
2744,08424,
2745,08425,
2746,08426,
2747,08427,
2748,08428,
2749,08429,
2750,08430,
2751,08431,
2752,08432,
2753,08433,
2754,08434,
2755,08435,
2756,08436,
2757,08437,
2758,08438,
2759,08439,
2760,08440,
2761,08444,
2762,08445,
2763,08446,
2764,08448,
2765,08449,
2766,08450,
2767,08451,
2768,08452,
2769,08453,
2770,08454,
2771,08455,
2772,08456,
2773,08457,
2774,08458,
2775,08459,
2776,08460,
2777,08461,
2778,08462,
2779,08463,
2780,08464,
2781,08465,
2782,08466,
2783,08467,
2784,08468,
2785,08469,
2786,08470,
2787,08471,
2788,08472,
2789,08473,
2790,08476,
2791,08477,
2792,08478,
2793,08479,
2794,08480,13.0
2795,08481,
2796,08482,
2797,08483,
2798,08484,
2799,08485,
2800,08486,
2801,08487,
2802,08488,23.0
2803,08489,
2804,08490,20.0
2805,08491,19.0
2806,08492,
2807,08494,
2808,08496,
2809,08497,
2810,08498,
2811,08499,
2812,08500,
2813,08501,
2814,08502,
2815,08503,
2816,09001,
2817,09002,
2818,09003,
2819,09004,
2820,09005,
2821,09006,
2822,09007,
2823,09008,
2824,09009,
2825,09011,
2826,09012,
2827,09013,
2828,09014,
2829,09015,
2830,09016,
2831,09017,
2832,09018,
2833,09019,
2834,09020,
2835,09021,
2836,09022,
2837,09023,
2838,09024,
2839,09025,
2840,09026,
2841,09027,
2842,09029,
2843,09030,
2844,09031,
2845,09032,
2846,09033,
2847,09034,
2848,09035,
2849,09037,
2850,09038,
2851,09039,
2852,09040,
2853,09041,
2854,09042,
2855,09043,
2856,09044,
2857,09045,
2858,09046,
2859,09047,
2860,09048,
2861,09049,
2862,09050,
2863,09051,
2864,09052,
2865,09053,
2866,09054,
2867,09055,
2868,09056,
2869,09057,
2870,09058,
2871,09059,
2872,09060,
2873,09061,
2874,09062,
2875,09063,
2876,09064,
2877,09065,
2878,09066,
2879,09067,
2880,09068,
2881,09069,
2882,09070,
2883,09071,
2884,09072,
2885,09073,
2886,09074,
2887,09075,
2888,09076,
2889,09077,
2890,09078,
2891,09079,
2892,09080,
2893,09081,
2894,09082,
2895,09083,
2896,09084,
2897,09085,
2898,09086,
2899,09087,
2900,09088,
2901,09089,
2902,09090,
2903,09091,
2904,09092,
2905,09093,
2906,09094,
2907,09095,
2908,09096,
2909,09097,
2910,09098,
2911,09099,
2912,09100,
2913,09101,
2914,09102,
2915,09103,
2916,09104,
2917,09105,
2918,09106,
2919,09107,
2920,09108,
2921,09109,
2922,09110,
2923,09111,
2924,09113,
2925,09114,
2926,09115,
2927,09116,
2928,09117,
2929,09118,
2930,09119,
2931,09120,
2932,09121,
2933,09122,20.0
2934,09123,
2935,09124,
2936,09125,
2937,09126,
2938,09127,
2939,09128,
2940,09129,
2941,09130,
2942,09131,
2943,09132,
2944,09133,
2945,09134,
2946,09136,
2947,09137,
2948,09138,
2949,09139,
2950,09140,
2951,09141,
2952,09142,
2953,09143,
2954,09145,
2955,09146,
2956,09147,
2957,09148,
2958,09149,
2959,09150,
2960,09151,
2961,09152,
2962,09153,
2963,09154,
2964,09155,
2965,09156,
2966,09157,21.0
2967,09158,
2968,09159,
2969,09160,25.0
2970,09161,
2971,09162,
2972,09163,
2973,09164,
2974,09165,
2975,09166,
2976,09167,13.0
2977,09168,
2978,09169,
2979,09170,
2980,09171,
2981,09172,
2982,09173,
2983,09174,
2984,09175,
2985,09176,
2986,09177,
2987,09178,
2988,09179,
2989,09180,
2990,09181,
2991,09182,
2992,09183,
2993,09184,
2994,09185,11.0
2995,09186,
2996,09187,
2997,09188,
2998,09189,
2999,09190,
3000,09192,
3001,09193,
3002,09194,18.0
3003,09195,
3004,09196,
3005,09197,
3006,09198,
3007,09199,
3008,09200,
3009,09201,
3010,09202,
3011,09203,
3012,09204,
3013,09205,
3014,09206,
3015,09207,
3016,09208,
3017,09209,
3018,09210,
3019,09211,
3020,09212,
3021,09213,
3022,09214,
3023,09215,
3024,09216,
3025,09217,
3026,09218,
3027,09219,
3028,09220,
3029,09221,
3030,09222,
3031,09223,
3032,09224,
3033,09225,22.0
3034,09226,
3035,09227,
3036,09228,
3037,09229,
3038,09230,
3039,09231,
3040,09232,
3041,09233,
3042,09234,
3043,09235,
3044,09236,
3045,09237,
3046,09238,
3047,09239,
3048,09240,
3049,09241,
3050,09242,
3051,09243,
3052,09244,
3053,09245,
3054,09246,
3055,09247,
3056,09249,
3057,09250,
3058,09251,
3059,09252,
3060,09253,
3061,09254,
3062,09255,
3063,09256,
3064,09257,
3065,09258,
3066,09259,
3067,09260,
3068,09261,20.0
3069,09262,
3070,09263,
3071,09264,
3072,09265,10.0
3073,09266,
3074,09267,
3075,09268,
3076,09269,
3077,09270,
3078,09271,
3079,09272,
3080,09273,
3081,09274,
3082,09275,
3083,09276,
3084,09277,
3085,09279,
3086,09280,
3087,09281,
3088,09282,14.0
3089,09283,
3090,09284,
3091,09285,
3092,09287,
3093,09289,
3094,09290,
3095,09291,
3096,09292,
3097,09293,
3098,09294,
3099,09295,
3100,09296,
3101,09297,
3102,09298,
3103,09299,
3104,09300,
3105,09301,
3106,09303,
3107,09304,
3108,09305,
3109,09306,23.0
3110,09307,
3111,09308,
3112,09309,
3113,09310,
3114,09311,
3115,09312,9.0
3116,09313,
3117,09314,
3118,09315,
3119,09316,
3120,09318,
3121,09319,
3122,09320,
3123,09321,
3124,09322,
3125,09323,
3126,09324,12.0
3127,09325,
3128,09326,
3129,09327,
3130,09328,
3131,09329,
3132,09330,
3133,09331,
3134,09332,
3135,09334,
3136,09335,
3137,09336,
3138,09338,
3139,09339,
3140,09340,
3141,09341,
3142,09342,
3143,10002,
3144,10003,17.0
3145,10004,
3146,10005,
3147,10006,17.0
3148,10007,
3149,10008,
3150,10009,
3151,10010,
3152,10011,
3153,10012,
3154,10013,
3155,10014,
3156,10015,
3157,10017,
3158,10018,
3159,10019,
3160,10020,
3161,10021,
3162,10022,
3163,10023,
3164,10024,
3165,10025,
3166,10026,
3167,10027,
3168,10028,
3169,10029,
3170,10030,
3171,10031,
3172,10032,
3173,10033,23.0
3174,10034,22.0
3175,10035,
3176,10037,
3177,10038,
3178,10039,
3179,10040,
3180,10041,
3181,10042,
3182,10043,
3183,10044,
3184,10045,
3185,10046,
3186,10047,
3187,10048,
3188,10049,
3189,10050,
3190,10051,
3191,10052,
3192,10053,
3193,10054,
3194,10055,
3195,10056,
3196,10057,
3197,10058,
3198,10059,
3199,10060,10.0
3200,10061,
3201,10062,
3202,10063,
3203,10064,19.0
3204,10065,
3205,10066,
3206,10067,
3207,10068,
3208,10069,
3209,10070,
3210,10071,
3211,10072,
3212,10073,
3213,10074,
3214,10075,
3215,10076,
3216,10077,
3217,10078,
3218,10079,
3219,10080,
3220,10081,35.0
3221,10082,
3222,10083,
3223,10084,
3224,10085,
3225,10086,
3226,10087,
3227,10089,
3228,10090,
3229,10091,
3230,10092,
3231,10093,
3232,10094,
3233,10095,
3234,10096,
3235,10097,
3236,10098,
3237,10099,
3238,10100,
3239,10101,
3240,10102,
3241,10103,
3242,10104,
3243,10105,
3244,10106,
3245,10107,
3246,10108,
3247,10109,
3248,10110,
3249,10111,
3250,10112,
3251,10113,
3252,10114,
3253,10115,
3254,10116,
3255,10117,
3256,10118,
3257,10119,
3258,10120,
3259,10121,
3260,10122,
3261,10123,
3262,10124,
3263,10125,
3264,10126,
3265,10127,
3266,10128,
3267,10129,
3268,10130,
3269,10131,
3270,10132,
3271,10133,
3272,10134,
3273,10135,
3274,10136,
3275,10137,
3276,10138,
3277,10139,
3278,10140,
3279,10141,
3280,10142,
3281,10143,
3282,10144,
3283,10145,
3284,10146,
3285,10147,
3286,10148,
3287,10149,
3288,10150,
3289,10151,
3290,10153,
3291,10154,
3292,10155,
3293,10156,
3294,10157,
3295,10158,
3296,10159,
3297,10160,
3298,10161,
3299,10162,
3300,10163,
3301,10164,
3302,10165,
3303,10166,
3304,10167,
3305,10168,
3306,10169,
3307,10170,
3308,10171,
3309,10172,
3310,10173,
3311,10174,
3312,10175,
3313,10176,
3314,10177,
3315,10178,
3316,10179,
3317,10180,
3318,10181,
3319,10182,
3320,10183,
3321,10184,
3322,10185,
3323,10186,
3324,10187,
3325,10188,
3326,10189,
3327,10190,
3328,10191,
3329,10192,
3330,10193,
3331,10194,
3332,10195,
3333,10196,
3334,10197,
3335,10198,
3336,10199,
3337,10200,
3338,10201,
3339,10202,
3340,10203,
3341,10204,
3342,10205,
3343,10206,
3344,10207,
3345,10208,
3346,10209,
3347,10210,
3348,10211,
3349,10212,
3350,10213,
3351,10214,
3352,10215,
3353,10216,
3354,10217,
3355,10218,
3356,10219,
3357,10220,
3358,10221,
3359,10222,
3360,10223,
3361,10224,
3362,10225,
3363,10226,
3364,10227,
3365,10228,
3366,10229,
3367,10230,
3368,10231,
3369,10232,
3370,10233,
3371,10234,
3372,10235,
3373,10236,
3374,10237,
3375,10238,
3376,10239,
3377,10240,
3378,10241,
3379,10242,
3380,10243,
3381,10245,
3382,10246,
3383,10247,
3384,10248,
3385,10249,
3386,10250,
3387,10251,
3388,10252,
3389,10253,
3390,10254,
3391,10255,
3392,10256,
3393,10257,
3394,10258,
3395,10259,
3396,10260,
3397,10261,
3398,10262,
3399,10263,
3400,10264,
3401,10265,21.0
3402,10266,
3403,10267,
3404,10268,19.0
3405,10269,
3406,10270,
3407,10271,
3408,10272,
3409,10273,
3410,10274,
3411,10275,
3412,10276,
3413,10278,
3414,10279,
3415,10280,
3416,10281,
3417,10282,
3418,10283,
3419,10284,
3420,10285,
3421,10286,
3422,10287,
3423,10288,
3424,10289,
3425,10290,
3426,10291,
3427,10293,
3428,10294,
3429,10295,
3430,10296,
3431,10297,20.0
3432,10298,
3433,10299,
3434,10300,
3435,10301,
3436,10302,
3437,10303,
3438,10304,
3439,10305,
3440,10306,
3441,10307,
3442,10308,
3443,10309,
3444,10310,
3445,10312,
3446,10313,
3447,10314,
3448,10315,
3449,10316,
3450,10317,
3451,10318,
3452,10319,
3453,10320,
3454,10321,6.0
3455,10323,29.0
3456,10324,
3457,10325,7.0
3458,10326,
3459,10327,
3460,10328,
3461,10329,
3462,10330,
3463,10331,
3464,10332,
3465,10333,16.0
3466,10334,
3467,10335,
3468,10336,
3469,10337,
3470,10338,
3471,10339,
3472,10340,
3473,10341,
3474,10342,
3475,10343,13.0
3476,10344,
3477,10345,
3478,10346,
3479,10347,
3480,10348,
3481,10349,
3482,10350,
3483,10351,
3484,10352,
3485,10353,
3486,10354,
3487,10355,
3488,10356,
3489,10357,8.0
3490,10358,
3491,10359,
3492,10360,
3493,10361,
3494,10362,14.0
3495,10363,
3496,10364,
3497,10365,
3498,10366,
3499,10367,
3500,10368,
3501,10369,
3502,10370,
3503,10371,
3504,10372,
3505,10373,
3506,10374,
3507,10375,
3508,10376,
3509,10377,
3510,10378,
3511,10379,
3512,10380,
3513,10381,
3514,10382,
3515,10383,
3516,10384,
3517,10386,
3518,10387,28.0
3519,10388,
3520,10389,
3521,10390,
3522,10391,
3523,10392,
3524,10393,
3525,10394,
3526,10395,
3527,10396,
3528,10397,
3529,10398,
3530,10399,
3531,10400,
3532,10401,20.0
3533,10402,
3534,10403,
3535,10404,
3536,10405,
3537,10406,
3538,10408,
3539,10409,
3540,10410,
3541,10411,
3542,10412,
3543,10414,
3544,10416,
3545,10417,
3546,10418,
3547,10419,
3548,10420,18.0
3549,10421,
3550,10422,
3551,10423,
3552,10424,
3553,10425,
3554,10426,
3555,10427,
3556,10428,
3557,10429,
3558,10430,
3559,10431,
3560,10432,
3561,10433,
3562,10434,
3563,10435,
3564,10436,
3565,10437,
3566,10438,
3567,10439,
3568,10440,
3569,10441,
3570,10442,
3571,10443,
3572,10444,
3573,10445,
3574,11001,
3575,11002,
3576,11003,
3577,11004,
3578,11005,
3579,11006,
3580,11007,
3581,11008,
3582,11009,
3583,11010,
3584,11011,
3585,11012,
3586,11013,
3587,11014,
3588,11015,
3589,11016,
3590,11017,
3591,11018,
3592,11019,
3593,11020,
3594,11021,
3595,11022,
3596,11023,
3597,11024,
3598,11025,
3599,11026,
3600,11027,
3601,11028,
3602,11029,
3603,11030,
3604,11031,
3605,11032,
3606,11033,
3607,11034,
3608,11035,
3609,11036,
3610,11037,
3611,11038,
3612,11039,
3613,11040,
3614,11041,
3615,11042,
3616,11043,
3617,11044,
3618,11045,
3619,11046,
3620,11047,
3621,11048,
3622,11049,16.0
3623,11051,
3624,11052,
3625,11053,
3626,11054,
3627,11055,
3628,11056,
3629,11057,
3630,11058,
3631,11059,
3632,11060,
3633,11061,
3634,11062,
3635,11063,
3636,11064,
3637,11065,
3638,11066,
3639,11067,
3640,11068,
3641,11069,26.0
3642,11070,
3643,11071,
3644,11072,
3645,11073,
3646,11074,
3647,11075,
3648,11076,20.0
3649,11077,
3650,11078,
3651,11079,
3652,11080,
3653,11081,
3654,11082,
3655,11083,
3656,11084,
3657,11085,
3658,11086,
3659,11087,
3660,11088,
3661,11089,
3662,11090,
3663,11091,
3664,11092,
3665,11093,
3666,11094,
3667,11095,
3668,11096,
3669,11098,
3670,11099,12.0
3671,11100,
3672,11101,
3673,11102,
3674,11103,
3675,11104,
3676,11105,
3677,11106,19.0
3678,11107,
3679,11108,
3680,11109,
3681,11110,
3682,11111,
3683,11112,
3684,11113,
3685,11114,
3686,11115,
3687,11116,21.0
3688,11117,
3689,11118,
3690,11119,
3691,11120,
3692,11121,
3693,11122,
3694,11123,
3695,11124,
3696,11125,
3697,11126,
3698,11127,
3699,11128,
3700,11129,
3701,11130,
3702,11131,
3703,11132,
3704,11133,
3705,11134,
3706,11135,
3707,11136,
3708,11137,
3709,11138,
3710,11139,
3711,11140,
3712,11141,
3713,11142,
3714,11143,
3715,11144,
3716,11145,16.0
3717,11146,
3718,11147,
3719,11148,
3720,11149,
3721,11150,
3722,11151,
3723,11152,
3724,11153,
3725,11154,
3726,11155,
3727,11156,
3728,11157,
3729,11158,
3730,11159,
3731,11160,
3732,11161,
3733,11162,
3734,11163,
3735,11164,
3736,11165,
3737,11166,
3738,11167,
3739,11168,
3740,11169,
3741,11170,17.0
3742,11172,
3743,11173,
3744,11174,
3745,11175,
3746,11176,
3747,11177,
3748,11178,
3749,11179,
3750,11180,
3751,11181,
3752,11182,
3753,11183,
3754,11184,
