CODGEO,MED20
21482,21030.0
21483,24870.0
21484,
21485,22210.0
21487,24040.0
21488,20970.0
21489,
21490,19370.0
21491,
21492,24980.0
21493,21210.0
21494,
21495,22190.0
21496,21280.0
21497,25180.0
21498,
21499,21030.0
21500,22770.0
21501,22620.0
21502,21220.0
21503,21140.0
21504,
21505,20680.0
21506,25080.0
21508,26910.0
21510,23580.0
21511,23540.0
21512,28460.0
21514,22320.0
21515,21850.0
21516,
21517,26210.0
21518,22400.0
21519,19050.0
21520,24230.0
21521,25960.0
21522,21920.0
21523,25500.0
21524,
21525,20420.0
21526,
21527,23480.0
21528,20960.0
21529,
21530,22840.0
21531,20860.0
21532,27040.0
21533,
21534,26190.0
21535,26850.0
21536,22650.0
21537,19970.0
21538,22440.0
21539,
21540,24700.0
21541,32460.0
21542,25420.0
21543,21220.0
21544,
21545,20450.0
21546,22220.0
21547,22070.0
21548,19430.0
21549,
21550,22300.0
21552,
21553,24140.0
21554,17420.0
21555,27350.0
21556,22840.0
21557,22400.0
21558,25040.0
21559,25300.0
21560,20150.0
21561,24590.0
21562,20520.0
21563,23960.0
21564,23920.0
21565,25120.0
21566,20170.0
21567,21700.0
21568,22610.0
21569,22510.0
21570,22030.0
21571,22270.0
21572,22770.0
21573,21970.0
21574,22350.0
21575,21090.0
21576,18060.0
21577,21110.0
21578,25010.0
21579,21310.0
21580,21870.0
21581,22490.0
21582,23770.0
21583,
21584,19880.0
21585,24570.0
21586,26020.0
21587,25070.0
21588,
21589,
21590,25890.0
21591,28750.0
21592,24750.0
21593,
21594,21840.0
21595,27580.0
21596,26720.0
21597,
21598,24140.0
21599,22810.0
21600,24390.0
21601,24700.0
21602,
21603,21450.0
21604,22320.0
21605,24860.0
21606,24930.0
21607,20090.0
21608,22060.0
21609,24140.0
21610,22420.0
21611,23320.0
21612,
21613,22140.0
21614,26160.0
21615,20140.0
21616,31370.0
21617,23190.0
21618,21440.0
21619,23480.0
21620,24070.0
21622,24000.0
21623,25040.0
21624,22820.0
21625,
21626,
21627,
21628,
21629,20060.0
21630,22210.0
21631,
21632,25560.0
21633,23860.0
21634,21670.0
21635,22270.0
21636,21540.0
21637,20570.0
21638,24100.0
21639,22520.0
21640,21940.0
21641,22390.0
21642,20050.0
21643,24840.0
21644,24990.0
21645,22080.0
21646,21970.0
21647,22150.0
21648,22830.0
21649,
21650,26050.0
21651,22760.0
21652,23070.0
21653,
21655,18160.0
21656,25830.0
21657,29250.0
21659,20800.0
21660,
21661,26090.0
21662,
21663,19950.0
21664,
21665,20380.0
21666,25110.0
21667,24750.0
21669,
21670,21310.0
21671,
21672,
21673,23090.0
21674,21320.0
21675,
21676,21900.0
21677,
21678,22030.0
21679,22860.0
21680,21950.0
21681,22400.0
21682,24800.0
21683,19800.0
21684,26310.0
21685,20620.0
21686,25600.0
21687,20680.0
21688,31060.0
21689,30620.0
21690,
21691,25570.0
21692,25920.0
21693,
21694,
21695,
21696,
21698,25220.0
21699,23150.0
21700,19540.0
21701,24160.0
21702,25180.0
21703,
21704,
21705,
21706,22900.0
21707,20080.0
21708,23900.0
21709,22920.0
21710,19990.0
21711,21300.0
21712,30440.0
21713,22640.0
21714,29500.0
21715,20480.0
21716,28210.0
21717,19070.0
22001,20300.0
22002,23570.0
22003,21780.0
22004,21020.0
22005,18770.0
22006,19460.0
22008,22640.0
22009,18080.0
22011,21140.0
22012,21820.0
22013,20940.0
22014,20560.0
22015,22170.0
22016,23890.0
22018,20330.0
22019,22060.0
22020,21820.0
22021,20840.0
22023,19380.0
22024,17220.0
22025,19520.0
22026,20860.0
22027,20360.0
22028,21430.0
22029,19970.0
22030,22090.0
22031,18140.0
22032,21040.0
22033,20610.0
22034,21740.0
22035,21900.0
22036,21940.0
22037,18200.0
22039,19280.0
22040,21470.0
22041,19090.0
22042,21020.0
22043,18750.0
22044,23750.0
22045,22200.0
22046,20570.0
22047,19620.0
22048,21390.0
22049,21980.0
22050,22480.0
22052,20310.0
22053,18320.0
22054,24520.0
22055,25400.0
22056,21180.0
22057,20250.0
22059,22430.0
22060,20440.0
22061,20350.0
22062,20910.0
22063,19110.0
22064,20400.0
22065,21620.0
22067,22210.0
22068,21210.0
22069,21710.0
22070,17630.0
22071,20260.0
22072,19670.0
22073,20630.0
22074,20320.0
22075,21520.0
22076,21360.0
22077,21530.0
22079,21430.0
22081,23390.0
22082,22470.0
22083,19720.0
22084,21470.0
22085,23230.0
22086,22290.0
22087,19770.0
22088,18770.0
22090,21070.0
22091,20820.0
22092,17510.0
22093,22920.0
22094,26540.0
22095,19710.0
22096,19360.0
22097,20750.0
22098,22240.0
22099,21080.0
22101,20530.0
22103,23620.0
22104,19520.0
22105,21490.0
22106,23320.0
22107,19500.0
22108,20580.0
22109,22440.0
22110,20390.0
22111,21000.0
22112,20050.0
22113,22600.0
22114,19270.0
22115,17410.0
22116,21160.0
22117,22870.0
22118,23320.0
22119,20110.0
22121,21420.0
22122,20160.0
22124,17390.0
22126,20950.0
22127,22830.0
22128,18590.0
22129,
22131,19910.0
22132,16830.0
22133,22620.0
22134,25810.0
22135,20620.0
22136,21110.0
22137,19800.0
22138,16700.0
22139,
22140,22590.0
22141,19120.0
22143,22440.0
22144,22560.0
22145,20470.0
22146,18680.0
22147,20860.0
22148,20220.0
22149,19400.0
22150,21280.0
22152,22210.0
22153,20690.0
22155,21450.0
22156,21350.0
22157,21350.0
22158,20900.0
22160,23490.0
22161,22470.0
22162,22920.0
22163,19460.0
22164,21010.0
22165,22390.0
22166,23610.0
22168,25020.0
22169,19750.0
22170,21310.0
22171,22740.0
22172,20630.0
22174,21820.0
22175,21840.0
22176,21900.0
22177,21360.0
22178,21390.0
22179,22950.0
22180,22370.0
22181,20380.0
22182,22600.0
22183,20950.0
22184,21150.0
22185,21560.0
22186,25420.0
22187,24460.0
22188,22440.0
22189,19200.0
22190,21950.0
22193,21950.0
22194,22630.0
22195,21980.0
22196,20760.0
22197,22840.0
22198,24780.0
22199,19990.0
22200,20110.0
22201,23300.0
22202,20100.0
22203,21020.0
22204,19540.0
22205,20610.0
22206,21480.0
22207,20840.0
22208,20630.0
22209,21620.0
22210,24010.0
22211,22350.0
22212,19730.0
22213,24460.0
22214,22530.0
22215,21530.0
22216,18690.0
22217,17640.0
22218,21460.0
22219,21010.0
22220,21280.0
22221,20450.0
22222,21970.0
22223,21260.0
22224,22970.0
22225,21650.0
22226,21580.0
22227,20240.0
22228,19730.0
22229,20160.0
22231,18430.0
22232,22990.0
22233,21610.0
22234,20350.0
22235,20870.0
22236,21620.0
22237,22200.0
22238,19080.0
22239,20960.0
22240,20240.0
22241,20350.0
22242,22470.0
22243,20860.0
22244,19440.0
22245,19710.0
22246,22550.0
22248,20110.0
22249,20180.0
22250,19130.0
22251,24660.0
22254,20540.0
22255,20760.0
22256,21030.0
22257,21450.0
22258,22160.0
22259,22830.0
22260,21990.0
22261,20650.0
22262,21350.0
22263,21000.0
22264,20370.0
22265,21950.0
22266,19520.0
22267,19760.0
22268,21870.0
22269,18890.0
22271,22900.0
22272,22920.0
22273,22730.0
22274,19780.0
22275,21420.0
22276,21240.0
22277,21900.0
22278,20430.0
22279,20140.0
22280,21980.0
22281,21700.0
22282,24650.0
22283,19900.0
22284,18770.0
22285,20020.0
22286,21990.0
22287,22190.0
22288,19800.0
22289,20600.0
22291,23220.0
22293,20150.0
22294,17960.0
22295,21040.0
22296,21630.0
22299,21580.0
22300,21440.0
22302,25030.0
22304,21960.0
22305,21070.0
22306,21590.0
22307,22020.0
22308,20990.0
22309,19970.0
22310,20310.0
22311,22390.0
22312,20300.0
22313,19430.0
22314,21490.0
22315,21490.0
22316,16650.0
22317,20450.0
22318,20370.0
22319,22720.0
22320,16770.0
22321,20070.0
22322,20520.0
22323,21120.0
22324,25170.0
22325,24400.0
22326,20720.0
22327,22600.0
22328,18610.0
22330,20340.0
22331,20520.0
22332,21840.0
22333,20110.0
22334,19180.0
22335,19200.0
22337,19770.0
22338,20900.0
22339,22780.0
22340,21180.0
22341,22590.0
22342,19510.0
22343,25180.0
22344,20450.0
22345,21920.0
22346,22320.0
22347,22430.0
22348,19420.0
22349,23150.0
22350,20670.0
22351,23370.0
22352,20510.0
22353,24420.0
22354,21330.0
22356,23160.0
22358,20490.0
22359,18430.0
22360,22310.0
22361,21830.0
22362,19430.0
22363,25260.0
22364,22140.0
22365,18120.0
22366,21000.0
22368,22580.0
22369,22110.0
22370,20490.0
22371,21530.0
22372,22540.0
22373,
22375,22580.0
22376,21600.0
22377,24450.0
22378,20290.0
22379,23830.0
22380,21240.0
22381,22230.0
22383,20840.0
22384,21610.0
22385,22930.0
22386,20340.0
22387,20530.0
22388,20640.0
22389,22310.0
22390,20300.0
22391,20930.0
23001,20920.0
23002,21770.0
23003,17400.0
23004,20550.0
23005,18710.0
23006,20090.0
23007,20220.0
23008,18620.0
23009,
23010,18950.0
23011,22670.0
23012,18850.0
23013,19920.0
23014,18650.0
23015,20500.0
23016,19660.0
23017,18670.0
23018,20770.0
23019,
23020,20360.0
23021,19770.0
23022,19500.0
23023,20280.0
23024,21060.0
23025,20280.0
23026,17690.0
23027,18770.0
23028,17940.0
23029,19070.0
23030,17760.0
23031,18790.0
23032,19920.0
23033,22150.0
23034,
23035,21090.0
23036,20960.0
23037,
23038,19470.0
23039,21860.0
23040,16980.0
23041,18720.0
23042,18260.0
23043,
23044,
23045,19020.0
23046,
23047,19940.0
23048,18970.0
23049,20780.0
23050,17450.0
23051,
23052,23230.0
23053,18690.0
23054,17010.0
23055,
23056,18310.0
23057,19780.0
23058,
23059,
23060,17050.0
23061,19330.0
23062,19020.0
23063,20060.0
23064,20690.0
23065,18990.0
23066,19210.0
23067,21270.0
23068,20080.0
23069,18650.0
23070,18120.0
23071,19770.0
23072,21140.0
23073,19120.0
23074,18340.0
23075,21280.0
23076,20120.0
23077,17470.0
23078,20560.0
23079,19300.0
23080,
23081,19450.0
23082,22300.0
23083,19510.0
23084,17290.0
23086,20210.0
23087,18560.0
23088,22200.0
23089,19750.0
23090,17780.0
23091,18030.0
23092,22290.0
23093,21120.0
23095,21100.0
23096,20710.0
23097,19430.0
23098,
23099,20060.0
23100,20270.0
23101,22110.0
23102,16690.0
23103,18350.0
23104,18440.0
23105,17050.0
23106,21120.0
23107,19280.0
23108,17630.0
23109,17730.0
23110,
23111,19600.0
23112,19480.0
23113,17660.0
23114,20670.0
23115,17940.0
23116,18200.0
23117,20820.0
23118,19600.0
23119,
23120,18940.0
23122,
23123,20160.0
23124,19740.0
23125,19830.0
23127,17020.0
23128,22310.0
23129,
23130,18950.0
23131,19880.0
23132,19460.0
23133,20920.0
23134,18680.0
23136,18860.0
23137,19280.0
23138,18390.0
23139,18630.0
23140,21360.0
23141,20830.0
23142,19760.0
23143,20060.0
23144,18910.0
23145,18970.0
23146,20820.0
23147,
23148,19220.0
23149,19980.0
23150,22150.0
23151,18840.0
23152,
23154,20310.0
23155,20980.0
23156,
23157,
23158,19610.0
23159,20270.0
23160,19450.0
23162,19500.0
23164,18160.0
23165,20590.0
23166,20100.0
23167,19290.0
23168,20780.0
23169,22440.0
23170,24120.0
23171,16830.0
23172,18040.0
23173,20340.0
23174,19160.0
23175,25940.0
23176,19850.0
23177,21640.0
23178,18150.0
23179,20150.0
23180,21030.0
23181,17930.0
23182,19190.0
23183,
23184,
23185,18680.0
23186,24720.0
23187,19640.0
23188,20820.0
23189,19190.0
23190,16970.0
23191,20780.0
23192,20360.0
23193,23610.0
23194,20970.0
23195,22740.0
23196,18660.0
23197,20170.0
23198,17990.0
23199,19970.0
23200,20670.0
23201,22650.0
23202,19250.0
23203,21830.0
23204,19820.0
23205,17430.0
23206,22210.0
23207,21400.0
23208,21670.0
23209,18950.0
23210,21560.0
23211,21530.0
23212,18960.0
23213,16550.0
23214,20420.0
23215,20840.0
23216,18000.0
23217,19710.0
23218,15280.0
23219,20310.0
23220,19150.0
23221,18360.0
23222,21070.0
23223,14850.0
23224,
23225,19490.0
23226,20040.0
23227,18710.0
23228,21820.0
23229,19870.0
23230,19790.0
23232,20290.0
23233,18790.0
23234,15560.0
23235,20500.0
23236,21830.0
23237,
23238,20030.0
23239,19230.0
23240,19740.0
23241,20890.0
23242,20080.0
23243,18040.0
23244,19870.0
23245,23810.0
23246,20100.0
23247,21890.0
23248,22500.0
23249,17460.0
23250,18940.0
23251,17330.0
23252,17160.0
23253,17700.0
23254,16600.0
23255,20160.0
23257,19440.0
23258,20990.0
23259,22740.0
23260,17500.0
23261,18150.0
23262,18250.0
23263,20770.0
23264,
23265,
23266,17480.0
24001,19960.0
24002,22160.0
24004,20550.0
24005,21190.0
24006,21550.0
24007,21810.0
24008,19660.0
24009,20590.0
24010,22530.0
24011,22350.0
24012,20060.0
24014,20830.0
24015,20690.0
24016,20540.0
24018,19420.0
24019,20040.0
24020,21470.0
24021,19840.0
24022,22070.0
24023,23410.0
24024,
24025,17130.0
24026,22530.0
24027,19810.0
24028,21420.0
24029,19340.0
24030,20100.0
24031,20210.0
24032,19440.0
24034,21430.0
24035,19530.0
24036,19320.0
24037,19620.0
24038,19870.0
24039,17250.0
24040,21660.0
24042,21290.0
24043,18690.0
24045,19610.0
24046,17920.0
24048,20490.0
24050,18440.0
24051,20780.0
24052,17900.0
24053,22610.0
24054,20360.0
24055,21220.0
24056,20440.0
24057,
24058,19240.0
24059,21220.0
24060,
24061,19350.0
24062,18070.0
24063,23380.0
24064,21500.0
24066,21880.0
24067,20180.0
24068,20510.0
24069,22470.0
24070,18180.0
24071,18470.0
24073,20860.0
24074,20930.0
24075,19540.0
24076,21080.0
24077,21080.0
24080,20170.0
24081,21050.0
24082,22380.0
24083,20460.0
24084,
24085,20510.0
24086,19590.0
24087,20160.0
24088,20890.0
24090,20090.0
24091,20560.0
24094,20660.0
24095,18880.0
24096,21530.0
24097,21060.0
24098,25550.0
24100,18310.0
24101,17880.0
24102,22780.0
24104,21610.0
24105,23850.0
24106,19300.0
24107,21420.0
24108,23990.0
24109,
24110,
24111,
24113,
24114,
24115,22060.0
24116,21200.0
24117,22890.0
24119,19580.0
24120,22240.0
24121,
24122,
24123,18240.0
24124,20150.0
24126,22800.0
24128,20490.0
24129,19390.0
24130,20480.0
24131,
24132,23190.0
24133,18880.0
24134,20750.0
24135,24810.0
24136,17950.0
24137,20420.0
24138,21370.0
24139,23990.0
24140,21780.0
24141,20730.0
24142,20980.0
24143,20320.0
24144,
24145,21430.0
24146,23270.0
24147,21340.0
24148,22200.0
24150,21860.0
24151,
24152,20420.0
24153,22350.0
24154,20930.0
24155,21340.0
24156,20740.0
24157,20260.0
24158,20270.0
24159,20700.0
24160,23510.0
24161,19600.0
24162,23100.0
24163,15650.0
24164,19870.0
24165,19760.0
24167,20320.0
24168,19090.0
24171,22960.0
24172,19410.0
24174,19110.0
24175,22450.0
24176,
24177,22170.0
24179,23300.0
24180,19550.0
24182,20050.0
24183,21900.0
24184,19360.0
24186,18280.0
24188,19320.0
24189,20570.0
24190,18260.0
24191,21730.0
24192,
24193,22440.0
24194,20610.0
24195,17480.0
24196,20530.0
24197,23290.0
24199,19530.0
24200,19850.0
24202,22630.0
24205,21210.0
24206,20120.0
24207,21440.0
24208,21300.0
24209,16000.0
24210,20570.0
24211,20550.0
24212,20750.0
24213,22670.0
24214,19360.0
24215,19350.0
24216,19510.0
24217,20050.0
24218,19310.0
24220,20310.0
24221,18050.0
24222,21880.0
24223,21440.0
24224,22730.0
24225,21220.0
24226,19770.0
24227,19590.0
24228,21370.0
24229,20140.0
24230,18790.0
24231,
24232,
24234,20240.0
24236,21510.0
24237,22650.0
24238,20310.0
24240,20570.0
24241,20960.0
24242,22780.0
24243,20100.0
24244,17600.0
24245,18720.0
24246,21920.0
24247,17180.0
24248,19870.0
24251,21380.0
24252,20960.0
24253,20420.0
24254,20610.0
24255,21570.0
24256,21840.0
24257,20050.0
24259,21360.0
24260,20930.0
24261,19370.0
24262,20420.0
24263,19580.0
24264,20580.0
24266,21350.0
24267,22630.0
24268,19890.0
24269,19280.0
24271,21400.0
24272,21320.0
24273,20860.0
24274,24590.0
24276,19840.0
24277,19170.0
24278,
24279,
24280,18510.0
24281,21930.0
24282,24190.0
24284,21430.0
24285,18070.0
24286,19930.0
24287,22760.0
24288,21970.0
24289,20720.0
24290,18490.0
24291,20110.0
24292,21020.0
24293,22240.0
24294,19820.0
24295,21620.0
24296,21060.0
24297,19790.0
24299,18890.0
24300,20320.0
24301,21610.0
24302,21050.0
24303,19230.0
24304,21490.0
24305,20640.0
24306,21150.0
24307,19000.0
24308,21050.0
24309,20290.0
24311,20390.0
24312,22730.0
24313,
24316,19360.0
24317,19990.0
24318,20980.0
24319,20660.0
24320,18660.0
24321,21190.0
24322,20370.0
24323,21820.0
24324,20960.0
24325,19550.0
24326,17390.0
24327,25540.0
24328,19610.0
24329,19690.0
24330,19360.0
24331,22290.0
24334,23340.0
24335,19780.0
24336,21900.0
24337,17480.0
24338,20800.0
24339,20340.0
24340,21840.0
24341,21070.0
24345,22220.0
24346,19470.0
24347,18600.0
24348,19250.0
24349,20970.0
24350,21750.0
24351,20830.0
24352,19820.0
24353,19620.0
24354,19060.0
24355,23830.0
24356,19550.0
24357,22280.0
24359,
24360,19960.0
24361,22060.0
24362,20580.0
24364,21020.0
24365,23070.0
24366,22320.0
24367,18740.0
24370,19930.0
24371,20200.0
24372,21380.0
24373,19960.0
24374,22680.0
24375,22090.0
24376,20640.0
24377,22170.0
24378,
24379,19990.0
24380,20910.0
24381,17220.0
24382,19550.0
24383,19010.0
24384,
24385,21630.0
24386,18410.0
24388,20890.0
24390,21310.0
24392,20690.0
24393,
24394,20120.0
24395,20190.0
24396,18490.0
24397,20190.0
24398,19450.0
24399,19020.0
24401,19200.0
24403,
24404,19040.0
24405,20680.0
24406,
24407,20720.0
24408,22240.0
24409,21200.0
24410,20790.0
24411,22190.0
24412,21200.0
24413,20970.0
24414,19380.0
24415,19890.0
24416,21690.0
24417,20270.0
24418,21410.0
24419,22960.0
24420,19550.0
24421,20010.0
24422,21900.0
24423,19060.0
24424,20040.0
24425,21530.0
24426,21330.0
24428,17750.0
24429,21240.0
24432,21770.0
24434,17520.0
24436,21520.0
24437,21450.0
24438,17740.0
24441,22930.0
24442,20740.0
24443,18010.0
24444,21160.0
24445,20480.0
24446,
24448,21870.0
24449,21350.0
24450,21590.0
24451,21280.0
24452,18830.0
24453,21220.0
24454,19020.0
24455,20120.0
24456,22250.0
24457,20410.0
24458,20880.0
24459,22080.0
24460,19560.0
24461,19990.0
24462,20790.0
24463,21950.0
24464,18500.0
24465,19060.0
24466,19870.0
24468,21050.0
24470,20560.0
24471,21460.0
24472,22420.0
24473,18990.0
24474,21650.0
24476,21620.0
24477,21610.0
24478,20740.0
24479,19510.0
24480,23850.0
24481,19010.0
24482,19460.0
24483,19630.0
24484,22380.0
24485,20210.0
24486,20290.0
24487,20080.0
24488,18340.0
24489,18320.0
24490,20020.0
24491,20770.0
24492,
24493,
24494,21130.0
24495,
24496,21990.0
24498,20080.0
24499,23900.0
24500,19690.0
24501,19730.0
24502,
24504,20750.0
24505,19960.0
24507,21360.0
24508,22560.0
24509,19190.0
24510,19420.0
24511,19010.0
24512,24060.0
24513,22690.0
24514,19700.0
24515,20320.0
24516,20930.0
24517,
24518,21060.0
24519,18550.0
24520,20710.0
24521,21640.0
24522,19450.0
24523,20810.0
24524,21090.0
24525,20560.0
24526,19850.0
24527,21140.0
24528,18050.0
24529,21860.0
24531,18790.0
24532,19700.0
24533,
24534,20360.0
24535,21440.0
24536,20260.0
24537,23020.0
24538,18720.0
24540,22400.0
24541,
24542,
24543,21100.0
24544,21440.0
24545,16070.0
24546,
24547,18660.0
24548,17740.0
24549,20430.0
24550,19590.0
24551,19750.0
24552,20570.0
24553,20480.0
24554,20080.0
24555,20160.0
24557,23000.0
24558,19460.0
24559,19580.0
24560,20550.0
24562,22810.0
24563,20650.0
24564,20110.0
24565,18970.0
24566,22380.0
24567,22820.0
24568,19330.0
24569,19110.0
24570,
24571,19610.0
24572,17750.0
24573,20460.0
24574,18900.0
24575,21160.0
24576,19850.0
24577,20640.0
24580,21180.0
24581,20520.0
24582,21640.0
24584,19140.0
24585,18240.0
24586,20500.0
24587,22150.0
25001,22730.0
25002,25100.0
25003,21000.0
25004,29140.0
25005,
25006,
25007,21790.0
25008,23350.0
25009,20430.0
25011,24360.0
25012,33780.0
25013,27020.0
25014,23280.0
25015,23970.0
25016,23130.0
25017,
25018,22970.0
25019,23040.0
25020,22010.0
25021,21940.0
25022,24440.0
25024,27670.0
25025,25150.0
25026,21810.0
25029,22540.0
25030,25240.0
25031,18080.0
25032,23140.0
25033,25610.0
25035,26510.0
25036,25620.0
25038,22700.0
25039,24830.0
25040,23140.0
25041,28950.0
25042,31910.0
25043,24270.0
25044,
25045,
25046,
25047,21580.0
25048,22660.0
25049,35290.0
25050,32800.0
25051,23560.0
25052,
25053,
25054,24630.0
25055,23930.0
25056,20220.0
25057,17280.0
25058,22810.0
25059,23560.0
25060,26120.0
25061,27710.0
25062,35760.0
25063,25570.0
25065,
25066,
25067,24650.0
25070,23010.0
25071,25260.0
25072,
25073,25100.0
25074,30650.0
25075,30550.0
25077,
25078,23510.0
25079,24510.0
25082,23040.0
25083,19320.0
25084,24280.0
25085,28130.0
25086,25140.0
25087,19530.0
25088,
25089,21220.0
25090,
25091,29380.0
25092,
25093,
25094,20510.0
25095,23310.0
25096,31400.0
25097,27510.0
25098,25630.0
25099,28760.0
25100,27750.0
25101,24750.0
25102,
25103,24750.0
25104,
25105,22660.0
25106,
25107,21740.0
25108,31210.0
25109,24830.0
25110,28520.0
25111,24890.0
25112,24820.0
25113,23440.0
25114,24720.0
25115,25250.0
25116,22570.0
25117,
25119,25280.0
25120,23250.0
25121,24420.0
25122,25860.0
25124,30010.0
25125,23390.0
25126,23530.0
25127,31390.0
25129,22160.0
25130,
25131,27050.0
25132,23510.0
25133,28840.0
25136,25280.0
25138,22260.0
25139,27500.0
25141,
25142,28800.0
25143,23160.0
25145,22280.0
25147,25380.0
25148,35720.0
25149,23900.0
25150,24060.0
25151,24470.0
25152,24550.0
25153,27840.0
25154,22630.0
25155,22880.0
25156,19350.0
25157,29530.0
25159,21940.0
25160,33420.0
25161,
25162,24530.0
25163,
25164,22260.0
25166,
25170,24380.0
25171,
25172,22950.0
25173,24910.0
25174,26540.0
25175,
25176,24870.0
25177,18640.0
25178,20030.0
25179,
25180,22480.0
25181,22540.0
25182,
25183,
25184,19820.0
25185,
25186,24600.0
25187,23630.0
25188,27300.0
25189,23310.0
25190,25030.0
25191,23150.0
25192,25420.0
25193,27590.0
25194,
25195,24590.0
25196,25230.0
25197,21640.0
25198,25730.0
25199,22220.0
25200,24990.0
25201,28130.0
25202,23930.0
25203,23080.0
25204,29260.0
25207,25760.0
25208,24710.0
25209,22200.0
25210,28930.0
25211,
25212,25010.0
25213,31010.0
25214,23600.0
25215,
25216,22380.0
25217,22960.0
25218,20840.0
25219,24960.0
25220,23310.0
25221,
25222,23390.0
25223,20160.0
25224,25930.0
25225,22800.0
25226,23630.0
25227,24380.0
25228,22900.0
25229,23160.0
25230,22370.0
25231,27720.0
25232,22200.0
25233,24900.0
25234,30780.0
25235,23780.0
25236,20890.0
25237,21620.0
25238,30710.0
25239,21980.0
25240,32290.0
25241,23670.0
25242,22510.0
25243,24650.0
25244,
25245,27840.0
25246,19950.0
25247,
25248,30390.0
25249,
25251,23440.0
25252,34780.0
25253,23740.0
25254,29250.0
25255,34830.0
25256,31720.0
25257,23000.0
25258,24650.0
25259,26550.0
25261,
25262,29500.0
25263,34190.0
25264,
25265,27410.0
25266,21860.0
25267,25100.0
25268,20160.0
25269,
25270,24190.0
25271,28980.0
25273,23270.0
25274,24220.0
25275,28990.0
25276,21180.0
25277,
25278,23700.0
25279,21580.0
25280,33800.0
25281,22510.0
25282,24880.0
25283,
25284,18570.0
25285,33040.0
25286,29850.0
25287,25880.0
25288,29080.0
25289,
25290,
25293,32910.0
25295,32390.0
25296,30050.0
25297,24040.0
25298,22500.0
25299,
25300,24930.0
25301,28180.0
25303,29190.0
25304,21310.0
25305,23820.0
25306,19740.0
25307,38500.0
25308,34810.0
25309,30470.0
25310,
25311,22480.0
25312,
25313,20690.0
25314,29570.0
25315,20190.0
25316,25750.0
25317,21820.0
25318,37890.0
25320,34610.0
25321,34330.0
25322,26240.0
25323,20900.0
25324,21540.0
25325,22900.0
25326,24450.0
25327,
25328,26000.0
25329,
25330,25080.0
25331,23500.0
25332,23570.0
25333,22970.0
25334,23590.0
25335,20930.0
25336,21050.0
25338,
25339,20110.0
25340,22750.0
25341,23040.0
25342,
25343,23490.0
25344,
25345,24280.0
25346,24010.0
25347,29070.0
25348,35840.0
25349,26550.0
25350,23850.0
25351,27310.0
25354,20140.0
25355,
25356,25960.0
25357,28110.0
25359,20950.0
25360,22200.0
25361,34760.0
25362,29950.0
25364,24910.0
25365,21340.0
25366,30020.0
25367,20440.0
25368,23810.0
25369,22600.0
25370,24060.0
25371,27340.0
25372,21020.0
25373,
25374,21770.0
25375,25100.0
25376,23270.0
25377,22450.0
25378,25050.0
25379,
25380,35930.0
25381,26250.0
25382,23300.0
25383,23640.0
25384,
25385,20760.0
25386,27950.0
25387,28380.0
25388,18510.0
25389,29040.0
25390,26770.0
25391,30350.0
25392,33010.0
25393,23620.0
25394,24360.0
25395,30470.0
25397,23910.0
25398,31380.0
25400,23010.0
25401,
25402,
25403,33050.0
25404,22890.0
25405,36940.0
25406,25510.0
25408,
25410,24500.0
25411,29730.0
25413,30020.0
25414,23480.0
25415,22720.0
25416,22370.0
25417,24320.0
25418,24850.0
25419,21920.0
25420,20620.0
25421,
25422,26030.0
25424,23440.0
25425,35840.0
25426,23360.0
25427,24870.0
25428,25010.0
25429,21590.0
25430,
25431,23530.0
25432,27920.0
25433,
25434,23110.0
25435,24910.0
25436,
25437,23280.0
25438,24380.0
25439,22770.0
25440,23750.0
25441,
25442,34840.0
25443,
25444,26840.0
25445,26000.0
25446,24280.0
25447,24400.0
25448,24180.0
25449,23520.0
25450,
25451,32600.0
25452,27060.0
25453,22310.0
25454,27180.0
25455,24140.0
25456,25120.0
25457,22140.0
25458,25670.0
25459,28870.0
25460,22840.0
25461,20920.0
25462,24210.0
25463,21490.0
25464,29670.0
25465,23330.0
25466,24790.0
25467,26240.0
25468,23760.0
25469,25290.0
25470,23100.0
25471,22100.0
25472,
25473,23940.0
25474,22120.0
25475,21790.0
25476,20780.0
25477,25430.0
25478,20770.0
25479,21490.0
25481,25530.0
25482,24120.0
25483,
25485,25360.0
25486,31880.0
25487,
25488,20340.0
25489,21340.0
25490,22820.0
25491,21300.0
25492,
25493,26020.0
25494,33450.0
25495,22320.0
25496,
25497,25430.0
25498,
25499,23710.0
25500,
25501,
25502,23540.0
25503,19530.0
25504,
25505,21280.0
25506,
25507,
25508,23420.0
25510,24350.0
25511,23400.0
25512,29600.0
25513,
25514,34470.0
25515,29160.0
25516,20160.0
25517,27070.0
25518,22880.0
25519,21720.0
25520,21040.0
25521,26340.0
25522,29700.0
25523,25800.0
25524,23710.0
25525,32550.0
25526,21100.0
25527,23050.0
25528,
25529,21900.0
25532,24920.0
25533,
25534,33350.0
25535,23790.0
25536,23060.0
25537,23820.0
25538,20430.0
25539,23290.0
25540,25290.0
25541,22740.0
25542,24770.0
25544,22670.0
25545,21180.0
25546,
25547,17240.0
25548,23590.0
25549,25340.0
25550,21410.0
25551,22900.0
25552,20170.0
25553,21620.0
25554,23390.0
25555,25580.0
25556,
25557,30550.0
25558,23850.0
25559,31480.0
25560,25320.0
25561,22400.0
25562,29700.0
25563,22740.0
25564,24290.0
25565,36570.0
25566,23740.0
