CODGEO,SNHMC20,SNHMP20,SNHME20,SNHMO20,SNHM1820,SNHM2620,SNHM5020,chomeur_1564,actif_occ_temps_plein_15plus,actif_occ_temps_partiel_15plus,inactif_1564,inactif_65plus,D120H,D920H,MED20H,Ecart H/F études supérieures,Ecart H/F temps partiels,Ecart H/F actifs occupés,Ecart H/F Salaire net moyen,ets_total,ets_industrie_p,ets_impact_local_p,ets_taille50p_p,ets_creation_p,R_P19_POP1529,R_P19_POP3044,R_P19_POP4559,R_P19_POP6074,R_P19_POP7589,R_C19_MENPSEUL,R_C19_MENCOUPSENF,R_C19_MENCOUPAENF,R_C19_MENFAMMONO,TP6020,pauvrete
01071,27.1869036425387,16.160345979494,12.041882138703,13.9665898333505,10.7049064674657,14.9515007417008,19.155206920977,6.4,52.3,14.2,15.8,11.3,8.39010989010989,44.32967032967033,21.95054945054945,-20.042434513754475,79.74602179340062,4.70354156318342,16.32798197721293,83.0,2.4,83.1,2.4,69.9,16.55,25.42,22.33,10.18,2.83,30.57,23.14,33.98,11.34,8.0,0
01072,28.0209629441815,16.2955185307975,11.8299705320715,12.282920313392,10.7078008626912,15.6867437998959,19.9653763280264,5.0,45.0,8.5,16.4,25.2,8.247252747252746,22.395604395604398,13.74175824175824,-75.32309383635037,82.44532814505453,-2.706046403608327,19.144699801825432,121.0,9.1,69.4,6.6,21.5,14.06,18.61,21.07,16.39,8.24,31.17,30.7,28.66,8.7,7.0,0
01074,26.5344493433563,16.0473720564106,11.79621954077,12.2693807787922,10.7005508331167,15.28733542151,17.9085812223621,5.7,48.0,8.5,14.0,23.8,7.027472527472527,19.51648351648352,12.467032967032967,3.100756240901469,85.31997116553917,10.724153553026866,21.766027457008697,84.0,9.5,67.9,1.2,29.8,15.72,21.45,17.15,13.55,8.25,33.3,27.48,31.18,6.56,11.0,1
01093,24.4654800563098,15.9044904877297,11.408336912756,12.5128384262175,10.7871243189484,14.6962052263066,16.9514851929054,5.5,38.4,8.7,15.3,32.1,7.478021978021978,20.708791208791208,12.467032967032967,-10.53868255611564,82.02425811059341,7.044737485641265,16.86323012040756,233.0,11.6,72.1,4.7,33.5,15.92,15.4,19.39,17.18,13.13,38.81,27.51,20.51,10.72,10.0,0
01109,25.0499442630893,14.383204521475,11.1707060834965,12.4241428153164,10.7313860073766,14.2159095714988,14.450933116879,7.1,53.5,12.9,14.8,11.6,7.252747252747253,34.434065934065934,18.04945054945055,-5.2631578947368425,78.65853658536585,16.366612111292962,14.031132362272938,41.0,4.9,75.6,0.0,48.8,16.58,26.37,19.86,9.66,3.32,30.39,17.68,40.88,9.94,10.0,1
01135,24.2783081643127,17.6106879622468,12.5435992609349,11.9016626842221,11.2679601039518,15.5197691965072,18.1432689861967,6.0,51.7,13.0,15.4,13.9,5.945054945054945,45.73076923076923,21.912087912087912,37.85099687565344,86.6760710203221,20.839275739922357,19.049400323698,43.0,4.7,74.4,2.3,41.9,14.47,24.25,22.37,12.17,3.11,26.41,28.22,37.14,5.3,13.0,1
01138,25.0335111704361,15.3589340890511,11.3350044580095,12.9307555925012,10.5949354333918,13.7255037912194,15.4951656753507,7.0,40.6,8.2,17.7,26.3,7.153846153846154,19.23076923076923,11.67032967032967,3.801134889402871e-13,72.87820541958617,20.40416875608301,17.51991600895864,74.0,12.2,73.0,4.1,40.5,14.64,17.73,19.62,17.3,9.08,40.0,27.78,22.96,9.26,12.0,1
01142,25.1076110108155,16.4979872780854,12.6645321550477,12.6840640957676,10.5131449254682,16.274214192616,17.9110646160268,6.2,51.3,7.7,17.8,16.9,7.934065934065934,21.51648351648352,13.60989010989011,-51.17796436978049,78.04928608438921,6.640941778133126,15.47754778037702,177.0,16.4,50.3,5.1,34.5,17.98,21.02,20.32,13.5,4.78,23.39,28.77,37.25,8.62,7.0,0
01143,36.7076048514888,15.528738914154,11.9340870037053,12.2523649846059,10.6438695152292,18.3568234411869,23.7923210536134,7.3,46.6,12.4,14.6,19.1,8.412087912087912,59.2032967032967,24.736263736263737,-8.13471806937762,75.06510199703001,4.827833727592388,25.22049695661405,246.0,2.4,82.9,1.6,44.7,12.91,24.23,20.53,12.93,6.19,36.71,24.6,30.04,7.14,8.0,0
01159,25.5320509751224,14.9029222849239,11.8206428857708,11.8816386326134,10.5371657605024,14.5062569535058,15.3912277972754,4.5,48.5,8.7,13.7,24.6,8.104395604395604,21.247252747252748,12.785714285714286,61.53846153846154,73.71428571428571,5.686032138442521,15.04041325078948,123.0,14.6,62.6,4.1,34.1,14.29,18.16,20.83,19.23,8.29,28.23,34.01,29.93,7.14,6.0,0
01160,26.3761688633757,15.8425501388451,10.9256253635105,11.2222179314594,10.4078445176391,13.1154345342339,15.1782200664523,9.1,48.1,10.4,17.6,14.8,3.879120879120879,39.15384615384615,14.81868131868132,-59.28830678669864,56.993146400025765,11.130506029358529,13.939971956093558,344.0,2.0,79.9,2.3,41.3,17.59,25.83,19.36,12.21,4.85,42.76,21.34,21.35,12.87,23.0,1
01173,25.0784917209625,15.2715458196621,11.459275354774,12.6218347242226,10.7183211833713,14.3765025223392,15.6450745811828,7.9,54.7,12.6,12.7,12.1,7.186813186813187,39.14835164835165,18.532967032967036,14.825212467992976,65.6421913408617,10.5614869789554,11.528961815135371,201.0,5.5,83.1,5.5,69.7,21.12,25.97,18.33,9.27,4.0,36.74,26.9,25.85,8.71,10.0,1
01185,26.1712282382403,15.4033464596614,10.7674546315795,11.2078173938942,10.5544877325395,12.9764670291408,14.7612931436227,3.8,38.3,7.0,18.8,32.1,7.263736263736264,19.978021978021975,12.648351648351648,-21.74147964437535,60.4894485129628,14.085409929306222,4.117261533407302,162.0,6.2,79.0,5.6,24.1,15.05,14.84,20.62,19.87,13.33,46.22,27.78,18.73,5.68,11.0,1
01192,23.6059955235519,15.8826898323421,11.9220394634803,12.3025216388384,10.8394209150008,14.8563905765958,15.4144770524542,6.9,53.2,6.4,15.5,18.0,7.516483516483516,19.802197802197803,12.434065934065934,41.68770854533589,75.79267945261189,8.281866902219393,20.887809607432096,92.0,41.3,34.8,7.6,17.4,16.57,20.57,22.79,14.54,4.6,30.75,25.84,34.72,8.68,9.0,0
01194,25.1852819420244,16.2503907612107,12.1053857333035,12.2126940808354,10.6491921569213,15.5205071623438,17.3858596746261,5.5,43.2,8.7,16.3,26.2,7.236263736263736,20.186813186813183,12.895604395604396,1.1627906976741964,71.14780650745915,6.772130874861841,16.898816188255925,162.0,17.3,66.7,3.1,46.3,15.99,16.45,21.53,17.41,9.02,30.21,29.46,28.33,11.82,11.0,1
01199,24.2442131164355,14.4410773150007,11.4315060103333,12.3548505641298,10.3543729333906,14.0966176685711,15.9271997491969,6.7,45.9,9.1,15.1,23.1,7.12087912087912,19.6978021978022,12.148351648351648,-76.50465879571323,79.10897981643154,9.626838060551377,19.401291805468222,41.0,14.6,75.6,4.9,46.3,16.67,19.3,21.1,14.53,7.16,35.37,25.85,26.99,11.79,11.0,1
01202,25.303180603585,16.2961762482527,11.6176594329195,12.6754295042912,10.7665801237714,15.0585201762877,16.598374491315,7.3,44.1,7.1,17.5,23.9,7.631868131868132,20.55494505494505,12.725274725274724,4.390410518524731,80.4875413555547,13.259591653545842,17.534224632249973,173.0,7.5,78.6,2.9,38.7,16.69,18.68,20.13,16.52,8.57,35.47,27.21,26.6,9.3,9.0,0
01224,24.5863906344133,15.7883813614728,11.9663400591237,12.6900971501234,10.7515868454216,15.0535493412482,16.3779987710205,7.1,51.5,7.4,17.2,16.7,7.675824175824176,19.543956043956044,12.697802197802195,-108.30467194202092,91.44795871415052,8.048082025937239,18.006777954374904,86.0,10.5,66.3,2.3,46.5,15.84,23.94,17.68,13.31,4.12,25.53,25.74,40.05,7.86,8.0,0
01244,25.3394810494327,15.8939794470803,11.8105364478812,12.0388533230675,10.633868318292,16.0254326098431,18.3670269730788,6.0,47.0,8.9,16.4,21.5,7.516483516483516,21.802197802197803,13.17032967032967,-24.770642201835308,74.3902439024395,5.402942527983938,18.677298567897047,278.0,6.1,79.5,2.9,35.3,16.66,20.48,18.75,14.67,7.33,34.56,23.97,29.71,11.18,9.0,0
01249,26.7138524483488,15.9075112084774,12.3473289844219,12.3867771580238,10.6393752619929,17.1525121222425,19.5830684710861,5.5,49.1,7.7,17.5,20.2,7.637362637362638,23.65934065934066,14.082417582417582,-28.25675794143793,74.00411054459933,4.151370901650378,15.677178822670216,367.0,16.6,55.0,5.2,42.8,15.88,20.63,19.92,13.74,6.81,32.77,24.85,31.93,9.84,9.0,0
01262,24.7376586795165,15.9196518215309,12.0563586100501,12.2039658640258,10.9041761803316,15.9255332098709,17.8881403689735,6.0,47.3,7.2,17.5,22.0,6.835164835164835,21.31318681318681,12.538461538461538,-58.25242718446602,72.72727272727273,11.54320987654321,14.939325687532998,178.0,9.0,66.9,4.5,55.1,18.94,19.07,19.66,14.64,7.77,35.41,25.8,28.67,9.11,13.0,1
01265,22.4855832224316,15.6965728594985,11.5632775822942,12.1147148931818,10.459444347507,13.4330143634368,15.9350208567561,8.4,46.1,6.0,19.1,20.3,6.472527472527473,18.85164835164835,11.076923076923077,41.074267059250495,73.59133493619424,27.247486400343945,17.907751495525265,143.0,14.0,62.9,4.9,26.6,16.53,19.6,21.22,15.04,6.78,34.97,26.68,27.62,9.72,16.0,1
01266,22.4746536617976,15.2282565044387,10.9456705842299,12.0226507226052,10.5689627171114,13.7450080855656,14.9080650156027,4.9,37.0,8.1,16.0,34.0,7.208791208791209,18.43956043956044,12.12087912087912,-18.280079482909805,77.98386642702619,-2.868700017459308,12.8701317062967,137.0,8.8,78.1,2.9,19.0,15.82,14.46,19.06,20.39,13.41,39.41,29.9,19.23,9.76,10.0,1
01269,23.9113918284181,14.9077182458047,11.4573028996624,11.4268606545751,10.8873989029509,12.6669162747682,14.9165520418283,8.2,41.2,6.7,19.3,24.6,4.994505494505495,17.560439560439562,9.692307692307692,-28.152637989612188,30.640583393651838,29.504760321802813,9.304984479736166,114.0,12.3,73.7,5.3,32.5,18.07,19.28,18.04,13.39,7.95,42.86,19.25,24.36,12.5,28.0,1
01281,29.3310045738251,15.635075292957,11.7945589843313,11.9423077934031,11.7187210158038,13.9807802008935,20.4822548837939,7.6,48.8,12.6,17.8,13.0,4.945054945054945,44.51648351648352,19.725274725274726,-3.4005758483048565,74.08353108281449,1.1654595871595008,-7.846978916072353,55.0,3.6,78.2,3.6,81.8,15.61,22.6,22.42,10.89,4.22,34.03,23.75,32.97,7.88,15.0,1
01283,24.0113057758599,15.0844087169254,11.3072271510651,11.3055307583158,10.5006478234009,12.8458296361707,14.475772965268,9.7,39.7,6.5,21.6,22.4,5.571428571428571,17.24175824175824,9.796703296703296,13.737385431916548,61.98011542504981,19.5297089783665,12.50665864772662,823.0,16.4,62.7,3.4,28.3,16.73,18.44,19.54,15.23,7.09,36.85,23.5,28.08,10.17,27.0,1
