CODGEO,Taux_chomage,taux_sans_diplome,taux_maison_princ,taux_loc_princ,taux_inactifs,TP6020,pop_tot
30255,16.46,23.31,78.35,35.09,17.1,19.0,3100
30258,21.37,29.8,67.16,40.74,20.61,28.0,14313
30259,12.72,18.49,90.21,22.42,15.13,14.0,4679
30263,17.59,25.21,68.71,35.61,15.92,23.0,3886
30269,23.57,23.72,60.17,33.73,17.53,25.0,2605
30274,13.17,18.5,91.86,19.61,15.21,12.0,3482
30276,13.13,21.33,80.04,25.88,13.5,14.0,3620
30278,6.99,14.13,92.96,16.07,12.23,9.0,3034
30284,18.94,25.33,74.67,29.79,19.52,22.0,4654
30294,13.16,19.17,89.8,19.37,15.37,11.0,5500
30295,13.07,19.72,89.22,23.33,15.12,15.0,3111
30305,19.51,24.86,76.12,35.91,18.02,19.0,3695
30307,26.08,36.02,54.45,43.92,21.25,31.0,2532
30321,17.88,21.16,52.63,48.88,21.31,24.0,5109
30333,13.91,18.83,79.68,29.64,14.65,15.0,4586
30334,18.45,23.31,47.52,45.63,15.91,22.0,8721
30341,17.61,26.05,66.19,37.39,17.33,22.0,11573
30344,11.68,18.25,85.57,26.93,15.71,10.0,5536
30350,23.85,28.77,47.17,40.76,19.18,29.0,3824
30351,9.78,12.4,72.26,27.56,14.72,11.0,13249
30356,11.82,16.72,79.08,27.73,16.1,12.0,3000
31022,11.26,13.73,50.0,44.69,12.17,11.0,9340
31032,9.19,12.32,78.96,27.08,13.44,8.0,7348
31033,13.71,20.25,69.89,35.89,13.6,14.0,10062
31035,9.36,5.29,43.95,39.98,27.17,10.0,4322
31042,12.54,26.54,46.16,36.2,12.26,17.0,2368
31044,9.52,8.4,52.72,36.59,13.68,8.0,17300
31048,6.9,16.92,88.27,25.43,13.1,8.0,3502
31056,11.51,14.27,62.14,36.4,13.88,11.0,7216
31065,11.16,15.05,93.42,21.16,12.21,8.0,3123
31066,8.93,19.62,80.65,25.15,10.93,9.0,4258
31069,11.26,11.66,35.21,46.14,13.28,13.0,26600
31079,8.86,13.06,87.6,20.04,14.39,8.0,4845
31091,9.19,11.61,74.39,33.63,11.39,8.0,6111
31094,8.73,10.79,89.78,15.68,10.35,7.0,2910
31100,11.4,17.93,97.65,14.71,13.96,10.0,2403
31106,9.28,18.63,83.06,28.61,12.48,9.0,2586
31107,14.89,20.49,79.96,31.42,14.91,14.0,5954
31113,10.76,8.29,41.55,49.73,13.21,11.0,14636
31116,10.92,15.07,64.89,37.43,12.38,10.0,10901
31117,8.97,14.78,91.66,18.99,16.35,5.0,4508
31118,7.6,10.16,75.74,26.88,11.43,7.0,6796
31135,16.77,20.93,67.91,40.38,15.05,20.0,4824
31145,9.81,18.63,92.93,20.62,14.0,12.0,3024
31149,12.34,14.54,45.12,46.58,14.06,15.0,40342
31150,8.77,11.29,74.16,34.88,12.87,9.0,7827
31157,12.54,14.97,58.35,44.52,14.22,13.0,20358
31165,9.61,13.51,82.5,32.59,13.23,9.0,6547
31169,8.24,10.96,73.75,29.89,15.08,8.0,7111
31182,13.77,18.38,70.33,39.5,13.32,13.0,5509
31186,11.74,15.4,62.45,36.91,12.74,8.0,3022
31187,9.91,13.15,80.5,23.82,14.46,8.0,12454
31188,6.43,10.05,93.72,17.48,12.49,6.0,6032
31202,10.42,17.97,77.62,22.7,13.2,9.0,6535
31203,9.5,13.57,72.43,29.33,12.39,9.0,9546
31205,9.64,12.5,62.05,33.81,11.92,9.0,3192
31230,9.01,14.11,78.87,30.13,13.07,8.0,4583
31232,9.54,15.08,71.56,34.86,12.33,11.0,9016
31248,11.06,16.02,83.28,22.14,14.95,10.0,6479
31253,10.03,10.97,82.36,19.7,12.25,7.0,2981
31254,10.78,8.93,45.42,45.54,26.13,10.0,4268
31263,6.73,13.33,93.45,15.22,12.56,8.0,3288
31282,11.77,12.75,64.89,43.04,12.68,12.0,9425
31287,10.0,12.17,89.97,22.43,11.46,6.0,3482
31291,8.35,9.47,66.25,32.66,12.17,7.0,9615
31293,9.96,13.58,80.72,25.32,11.99,7.0,2884
31299,10.73,14.63,90.22,18.31,12.66,8.0,3887
31303,12.21,15.78,87.41,23.3,12.82,9.0,3250
31324,18.4,23.67,83.52,33.29,14.34,15.0,2450
31341,10.66,13.84,77.2,34.72,12.32,10.0,6329
31345,7.43,13.51,93.96,17.5,12.91,8.0,2724
31351,9.92,10.44,60.14,43.11,9.82,10.0,5582
31358,8.23,9.79,83.14,19.69,12.11,7.0,3720
31375,14.22,23.21,85.58,25.81,14.17,15.0,3160
31389,8.08,8.34,74.13,23.74,14.08,5.0,4176
31390,24.32,24.95,61.38,46.86,16.55,28.0,2758
31395,15.8,18.0,54.77,42.78,17.51,16.0,25336
31396,8.47,10.29,69.36,32.26,11.67,10.0,4019
31399,12.27,16.52,91.4,21.39,14.63,11.0,3001
31410,7.12,12.41,84.72,19.88,16.45,6.0,4714
31417,8.22,9.85,82.37,23.21,15.05,6.0,8776
31420,9.99,15.56,75.47,24.33,12.32,7.0,2866
31421,12.07,15.29,82.37,25.96,15.28,8.0,4411
31424,9.61,12.93,77.28,30.46,14.84,10.0,19904
31433,12.29,18.81,79.87,35.47,13.41,12.0,9955
31445,8.18,13.66,69.45,26.36,13.93,5.0,6038
31446,14.39,8.94,32.32,50.15,17.1,14.0,15017
31451,16.3,21.53,74.61,39.17,15.25,17.0,9947
31454,14.2,24.83,80.61,30.67,13.99,13.0,3746
31455,9.71,20.45,89.28,20.26,12.84,12.0,2684
31458,11.06,14.91,77.77,25.92,13.37,10.0,4993
31460,8.48,12.92,79.65,29.44,11.52,6.0,4365
31467,9.83,15.31,77.59,38.75,13.85,11.0,6319
31483,19.84,25.28,55.2,46.34,16.36,22.0,12204
31488,10.31,12.22,68.42,30.77,12.12,8.0,11259
31490,10.44,16.23,77.61,31.18,13.06,13.0,6853
31499,9.26,16.99,80.1,27.0,13.09,9.0,9737
31506,9.98,13.29,65.6,33.14,13.17,9.0,13401
31517,11.58,15.63,87.75,34.43,12.09,13.0,2354
31526,8.97,10.17,76.66,26.37,12.49,7.0,8694
31547,11.94,17.66,79.19,26.27,24.4,11.0,9854
31555,16.04,10.43,16.84,60.65,20.8,20.0,503020
31557,9.26,9.59,65.07,33.57,13.73,8.0,29405
31561,8.83,12.08,81.86,22.13,11.92,7.0,12511
31572,10.31,12.18,91.46,20.45,14.71,7.0,2836
31573,8.25,16.54,85.08,20.98,14.12,7.0,3792
31574,9.09,14.78,92.71,18.36,12.46,8.0,3175
31582,9.14,17.88,76.54,34.17,11.9,10.0,4916
31584,11.96,21.62,75.37,30.78,14.5,14.0,6184
31588,11.03,13.9,75.73,31.44,12.86,12.0,10238
32013,15.07,19.19,48.54,48.72,17.41,18.0,23624
32107,15.75,33.28,79.8,36.37,14.48,22.0,6670
32119,10.28,30.26,77.54,32.05,15.35,21.0,4069
32132,15.95,30.85,80.06,36.03,13.51,16.0,6001
32147,10.63,23.25,80.8,30.04,10.8,13.0,3078
32160,8.13,14.16,71.73,35.06,11.78,8.0,9454
32208,14.08,22.16,79.55,31.4,14.13,18.0,4049
32213,13.05,21.95,83.76,29.23,10.97,13.0,2189
32249,9.54,23.8,77.64,32.94,10.82,15.0,2287
32256,15.87,23.35,68.89,37.99,14.54,19.0,3733
32307,10.64,12.82,90.13,23.74,15.26,8.0,2632
32410,10.91,20.26,80.76,30.06,12.4,10.0,2484
32462,11.1,26.86,79.0,29.74,12.3,18.0,3640
33003,13.97,21.95,78.44,36.89,15.06,15.0,16753
33004,19.11,25.51,79.71,40.31,15.36,16.0,3144
33005,13.29,15.22,88.02,21.76,13.09,7.0,12569
33009,17.0,15.4,42.76,33.41,13.18,12.0,11391
33011,11.28,16.9,82.16,26.72,11.94,9.0,6536
33013,10.51,11.5,71.99,39.8,13.92,12.0,8740
33018,11.38,17.08,93.18,23.1,13.99,8.0,3744
33019,11.48,13.7,74.78,34.29,13.08,8.0,9267
33029,7.3,12.4,84.21,20.48,12.63,5.0,5706
33030,10.24,19.03,92.08,26.71,13.73,13.0,2092
33032,16.24,23.01,64.37,49.45,14.56,15.0,7486
33036,16.13,25.01,70.52,39.19,16.12,15.0,5064
33039,14.27,16.69,48.56,51.84,15.93,13.0,30890
33042,10.19,13.94,89.41,25.09,12.47,8.0,5929
33051,11.67,16.13,83.72,28.02,13.98,8.0,11186
33056,12.95,15.23,61.14,36.63,15.8,10.0,15862
33058,22.0,19.23,64.65,54.72,16.61,23.0,5014
33063,14.51,10.26,22.55,60.21,20.85,17.0,263247
33067,16.27,20.51,78.46,39.12,15.22,20.0,2342
33069,11.3,10.47,45.79,38.64,12.89,10.0,24288
33075,9.97,11.07,43.17,47.58,13.0,8.0,20066
33080,9.31,14.48,82.85,31.73,13.35,9.0,6695
33081,18.93,22.94,64.41,52.72,22.34,18.0,2877
33090,12.87,12.07,73.21,29.74,16.43,7.0,6074
33096,12.31,14.17,65.64,34.53,13.07,11.0,8355
33097,11.29,16.09,91.62,20.0,13.84,10.0,2455
33099,7.69,15.27,95.88,18.79,14.74,8.0,4207
33104,10.1,17.6,82.36,27.97,11.02,9.0,4885
33108,26.96,35.92,61.01,57.84,18.73,36.0,3265
33114,14.18,20.52,69.89,37.33,14.82,13.0,2308
33119,18.03,23.37,33.15,63.05,19.82,26.0,26278
33122,8.86,12.22,91.69,20.01,15.85,5.0,17219
33123,11.51,20.48,98.28,14.92,12.09,12.0,2711
33125,12.21,19.71,98.56,16.49,14.19,10.0,2242
33138,15.44,24.49,80.22,37.37,15.31,17.0,8746
33140,10.15,17.32,79.76,37.86,12.3,10.0,4998
33143,11.25,18.4,90.72,21.13,12.86,10.0,2558
33146,13.41,21.42,97.26,21.36,13.99,12.0,2392
33162,14.17,14.62,51.39,48.08,13.02,12.0,24483
33165,9.38,16.12,74.21,30.35,13.07,7.0,3331
33167,14.66,22.0,49.12,53.47,15.76,19.0,18130
33177,15.11,22.54,97.97,22.48,14.37,13.0,2397
33179,12.33,19.67,91.33,26.16,13.17,10.0,3085
33192,11.3,10.26,46.41,40.53,20.06,10.0,26208
33199,13.4,14.69,82.85,32.07,15.39,9.0,22485
33200,10.5,10.01,60.37,44.47,13.57,9.0,11756
33203,14.89,15.56,84.23,27.15,15.07,12.0,4037
33207,10.47,16.42,97.08,18.81,13.51,7.0,6365
33213,7.11,13.01,86.35,24.52,15.38,6.0,4955
33214,13.77,12.0,86.96,21.54,14.97,11.0,5141
33225,11.11,15.49,95.8,21.11,13.63,9.0,2229
33226,13.73,18.45,78.84,27.14,13.03,9.0,2211
33227,17.16,23.62,52.35,59.05,15.54,18.0,7516
33229,11.84,14.4,85.32,27.39,13.8,7.0,7413
33233,16.29,23.36,95.36,23.32,14.47,13.0,2843
33234,9.51,13.83,87.82,18.66,14.29,6.0,3722
33236,12.18,15.77,84.8,26.21,14.67,10.0,8504
33238,8.59,10.59,86.99,25.14,13.71,6.0,10804
33240,22.93,32.49,77.21,42.78,17.75,19.0,5920
33243,19.29,22.54,54.71,52.81,15.97,20.0,24941
33248,12.39,19.01,96.15,19.78,12.54,8.0,2826
33249,21.36,29.33,28.54,68.3,18.65,27.0,23231
33256,6.94,12.15,92.22,15.33,12.24,5.0,5298
33262,8.96,14.98,89.57,23.47,11.59,8.0,4503
33268,7.93,20.41,91.07,21.33,11.96,7.0,2861
33273,8.87,10.62,83.02,25.87,14.46,5.0,7872
33281,11.83,12.05,38.01,45.7,15.14,11.0,74775
33284,9.09,12.59,92.02,20.42,12.2,6.0,11312
33293,8.87,12.51,82.98,23.96,12.99,7.0,3463
33312,10.1,16.02,73.91,30.24,13.18,8.0,9878
33314,19.4,35.99,73.39,48.95,17.62,21.0,5164
33318,13.38,10.79,49.26,43.54,20.76,12.0,66606
33322,9.08,10.81,97.99,17.32,14.99,6.0,7138
33324,18.61,28.26,83.32,41.24,14.93,19.0,4537
33327,12.63,22.11,84.77,24.94,14.78,10.0,3309
33333,10.45,15.04,97.21,23.52,13.05,10.0,3371
33337,15.34,23.96,91.1,27.69,14.21,15.0,2207
33341,9.9,21.63,89.26,24.48,12.52,11.0,2388
33352,21.63,32.02,66.35,48.93,20.83,29.0,4435
33363,6.02,11.09,92.88,13.38,12.15,6.0,4698
33366,12.76,17.95,72.17,42.34,13.48,12.0,12924
33376,7.71,6.68,89.67,21.13,15.01,5.0,7789
33381,9.02,13.23,91.95,20.48,15.16,7.0,3467
33389,15.08,27.46,91.65,30.21,18.55,20.0,3071
33393,13.13,27.24,88.96,22.5,17.11,15.0,5862
33397,10.37,17.78,89.06,24.15,14.8,11.0,5017
33402,35.48,33.79,44.3,69.25,19.6,46.0,2697
33417,8.91,14.42,96.42,17.9,13.09,7.0,2985
33422,7.47,9.0,78.8,29.52,14.14,6.0,9271
33424,11.21,19.01,87.81,22.04,13.5,10.0,4996
33433,10.92,15.79,89.64,29.54,13.99,9.0,10059
33434,15.56,22.09,82.49,30.5,15.63,12.0,2164
33437,11.09,33.59,97.17,20.69,14.51,15.0,2056
33447,18.88,26.41,89.19,39.27,14.14,18.0,2406
33449,9.31,9.69,77.04,31.55,13.97,7.0,32866
33466,9.1,12.87,66.38,32.29,10.27,9.0,2652
33473,12.43,24.77,88.71,26.92,15.33,13.0,3352
33478,19.15,31.78,81.56,42.2,15.99,19.0,3155
33483,10.32,14.24,91.27,27.32,14.02,8.0,4916
33492,17.13,23.28,87.71,34.91,15.37,17.0,2508
33496,9.03,10.5,94.96,16.16,12.02,7.0,2751
33498,11.59,16.34,89.32,21.13,13.67,6.0,7764
33514,15.81,22.19,81.77,23.74,12.82,16.0,2860
33519,8.27,9.74,88.59,22.39,13.16,7.0,10563
33522,15.09,7.65,29.16,57.33,26.36,16.0,45355
33527,11.8,12.49,74.93,32.76,13.12,9.0,8980
33529,13.87,14.44,69.68,36.08,13.47,11.0,26648
33533,16.8,25.88,81.34,40.89,16.26,14.0,2805
33535,10.17,12.62,95.78,24.41,16.43,8.0,5037
33539,10.18,16.3,90.95,25.52,11.56,9.0,4231
33540,18.78,26.85,91.65,25.0,16.16,16.0,2583
33550,12.1,14.5,56.81,42.19,14.57,11.0,38696
33554,11.73,13.94,84.85,24.59,12.9,8.0,2894
33555,8.53,13.05,87.67,22.07,13.64,6.0,5206
34003,27.54,24.63,51.13,43.79,17.34,22.0,29589
34010,15.76,17.99,78.8,30.68,12.91,15.0,2977
34022,10.33,11.9,69.65,33.31,12.5,9.0,7702
34023,13.69,20.47,65.98,30.56,14.1,14.0,7207
34024,11.72,17.46,84.99,17.3,13.49,8.0,2731
34025,12.8,19.19,88.69,22.54,16.04,15.0,2252
34028,25.8,29.75,52.62,38.88,18.7,25.0,5952
34031,20.04,24.02,80.8,31.46,15.41,19.0,5445
34032,23.4,25.88,41.55,54.83,21.81,34.0,79873
34037,13.55,18.98,73.13,35.83,13.24,13.0,3426
34051,14.72,18.07,93.18,22.41,14.78,13.0,3614
34052,16.04,23.07,84.53,29.07,13.98,18.0,3356
34057,11.73,11.46,43.35,43.27,15.23,12.0,23875
34058,11.07,12.88,76.64,29.83,12.79,8.0,6529
34063,16.61,21.43,90.14,22.9,15.82,18.0,2624
34069,15.51,19.84,86.44,27.65,15.16,17.0,5220
34073,14.66,21.24,88.55,27.42,13.18,14.0,2607
34074,16.26,20.93,87.65,23.94,13.78,20.0,2408
34077,12.45,8.98,81.82,27.21,16.32,7.0,5701
34079,22.52,22.44,49.45,47.47,16.45,23.0,9285
34081,13.04,18.57,81.83,27.35,14.31,13.0,2724
34087,11.63,14.11,83.88,24.86,13.77,10.0,3549
34088,12.85,16.73,75.22,28.09,15.62,13.0,6568
34090,10.99,12.48,69.14,28.24,12.52,9.0,9440
34095,12.37,16.33,78.02,23.54,15.6,9.0,7277
34101,17.85,24.19,85.05,29.22,15.99,17.0,5116
34108,15.7,20.47,60.44,37.09,15.99,15.0,23705
34111,25.89,29.03,34.31,53.52,16.26,28.0,4216
34113,10.56,15.9,73.52,24.74,14.43,13.0,6642
34114,13.89,15.66,73.47,34.38,14.41,16.0,6725
34116,14.57,9.62,50.28,45.86,15.75,15.0,8981
34120,10.86,11.03,68.37,31.54,13.9,9.0,6896
34123,13.4,11.75,57.22,41.92,14.44,14.0,12203
34126,14.3,23.53,59.8,27.85,18.2,17.0,2501
34127,11.82,13.59,82.97,28.72,14.04,10.0,3139
34129,12.22,12.01,53.0,31.61,13.23,9.0,17909
34134,14.08,14.54,70.43,33.2,13.4,11.0,3382
34135,17.08,19.08,86.71,23.99,15.61,16.0,3371
34140,12.1,19.39,92.17,20.0,16.85,11.0,3275
34142,20.06,26.66,46.67,44.5,18.19,28.0,7618
34143,12.92,15.89,86.8,24.16,13.46,14.0,2245
34145,19.75,28.47,58.38,44.34,18.05,23.0,26626
34146,14.68,18.81,83.58,32.71,13.81,15.0,4530
34147,14.19,21.0,91.15,18.59,14.93,15.0,3490
34148,14.35,21.31,86.84,27.04,13.8,17.0,4727
34150,23.06,25.45,73.75,32.91,15.9,21.0,7797
34151,16.99,24.57,72.35,37.35,15.23,17.0,6472
34154,12.72,15.15,58.09,32.69,14.15,11.0,16912
34155,10.69,16.89,92.74,19.64,12.85,13.0,2389
34157,18.69,23.54,66.01,35.85,15.88,18.0,12549
34159,11.38,18.24,84.77,20.03,14.63,10.0,3355
34161,16.59,19.61,94.52,20.0,15.61,14.0,4063
34162,18.56,26.07,79.53,33.24,16.1,28.0,4378
34163,12.15,10.12,85.09,19.56,14.1,11.0,4194
34165,11.52,17.82,79.7,20.2,16.09,11.0,2992
34166,16.06,21.81,88.53,25.68,16.89,15.0,2919
34169,9.62,6.42,79.65,24.32,13.51,6.0,4178
34172,20.68,12.77,12.61,63.8,24.08,26.0,302425
34176,10.23,15.46,83.08,23.45,12.11,8.0,2856
34178,17.01,20.26,87.33,26.7,14.83,18.0,3167
34183,18.77,21.87,84.85,26.53,15.06,16.0,4094
34192,18.46,19.33,28.1,42.63,14.46,16.0,5785
34194,18.79,21.09,86.31,27.76,15.64,17.0,4076
34198,12.6,12.69,75.24,26.36,14.3,10.0,9562
34199,18.73,21.36,49.76,46.8,17.0,28.0,8110
34202,12.1,14.39,77.37,25.41,16.5,10.0,8333
34207,15.55,20.96,92.42,19.96,15.48,16.0,2194
34209,20.37,20.79,87.35,28.47,16.7,14.0,3154
34210,11.36,14.92,88.31,20.61,12.26,17.0,2143
34213,13.06,17.71,75.54,27.2,15.42,12.0,6087
34217,9.81,10.74,76.26,27.21,15.61,8.0,6111
34225,16.67,20.22,88.31,24.33,14.92,19.0,3073
34237,18.69,20.07,91.19,26.11,14.93,16.0,2263
34239,13.55,18.39,81.92,25.55,14.41,16.0,6441
34240,8.81,10.64,75.96,22.84,12.68,8.0,4061
34244,12.46,16.02,71.66,30.59,15.45,10.0,3334
34247,13.22,6.13,75.87,18.54,18.18,5.0,5294
34255,8.34,8.15,84.72,20.59,14.67,6.0,10670
34259,12.73,11.69,70.02,33.29,13.27,10.0,5697
34270,11.67,11.4,72.48,25.11,16.63,10.0,11984
34272,9.54,14.09,87.54,25.5,13.04,10.0,3320
34274,9.27,15.03,84.8,25.23,12.96,8.0,2817
34276,10.79,13.27,73.17,28.43,14.36,9.0,4989
34281,12.69,19.7,91.45,19.24,12.04,16.0,2393
34289,18.6,21.26,80.86,29.25,15.28,19.0,2913
34298,16.14,17.27,85.52,26.09,15.5,14.0,5580
34299,19.05,25.03,78.75,28.25,17.64,17.0,7985
34300,14.97,20.13,86.7,26.99,14.56,16.0,5395
34301,21.2,21.57,21.82,53.12,19.03,23.0,45175
34309,9.69,11.22,91.55,15.28,15.29,5.0,4721
34310,14.32,19.25,82.45,24.53,12.88,15.0,3116
34324,25.01,26.53,58.23,38.39,16.07,19.0,4251
34327,10.7,13.86,73.59,29.81,14.3,9.0,6857
34329,15.66,18.44,92.05,26.18,14.68,14.0,2806
34332,23.97,27.69,78.32,34.53,17.72,23.0,5881
34333,12.02,14.75,86.07,29.27,12.45,11.0,3459
34336,18.0,20.67,75.18,33.33,15.7,19.0,4153
34337,13.23,19.02,72.7,26.74,21.48,12.0,10582
34341,11.53,18.58,87.41,22.46,12.67,12.0,3978
34344,22.86,16.92,20.5,35.17,14.81,15.0,8721
35001,7.51,11.46,69.4,25.76,14.44,6.0,7029
35004,11.01,35.78,94.62,23.62,14.62,13.0,4206
35006,6.02,20.55,89.08,23.81,11.31,6.0,4662
35012,9.95,24.51,80.34,26.61,15.28,10.0,7583
35013,9.26,17.64,97.44,20.07,14.1,11.0,3662
35023,6.59,13.99,84.05,21.17,11.73,5.0,4533
35024,7.96,11.94,64.1,28.79,13.98,7.0,12935
35031,7.21,15.57,90.81,19.64,12.22,7.0,4651
35032,6.38,12.67,77.74,20.82,12.09,6.0,4644
35033,7.88,13.52,89.84,16.75,10.31,6.0,3390
35037,6.08,13.75,80.46,19.02,11.55,6.0,6589
35040,8.26,13.61,79.97,20.33,13.38,8.0,3711
35047,10.31,11.73,52.24,35.54,20.18,9.0,19561
35049,12.53,20.34,77.49,26.24,15.29,9.0,5405
35051,9.43,9.14,50.04,37.11,19.18,6.0,17799
35055,9.72,11.11,37.77,41.06,13.62,11.0,10411
35059,9.01,9.66,68.62,27.12,13.91,9.0,4722
35066,11.53,12.78,50.72,38.72,14.58,12.0,8327
35068,7.21,14.3,72.11,26.83,11.95,6.0,7673
35069,6.3,11.8,79.94,19.61,13.26,5.0,10808
35076,8.47,14.27,73.46,22.2,15.41,8.0,4350
35085,10.92,24.72,82.83,29.36,13.99,11.0,6206
35088,8.26,15.31,82.05,21.95,14.36,10.0,3581
35093,13.25,15.75,54.92,36.86,14.38,11.0,10755
35095,10.83,23.22,58.33,37.19,15.71,14.0,6110
35115,16.45,27.52,42.81,49.37,16.1,17.0,21121
35116,12.94,20.76,97.16,25.38,13.86,10.0,2597
35120,6.17,12.56,74.38,28.11,12.23,7.0,5796
35123,6.12,16.03,87.59,21.45,13.35,6.0,4410
35124,7.94,23.23,93.92,22.33,12.45,12.0,2493
35125,9.63,33.47,79.28,30.87,13.87,12.0,4392
35126,9.07,14.14,81.37,21.73,13.45,6.0,8968
35127,7.43,11.55,92.85,18.52,12.07,5.0,4120
35131,10.58,15.02,61.63,33.46,14.32,10.0,4726
35133,8.43,18.04,92.72,15.04,14.11,6.0,4667
35136,8.87,20.25,73.86,27.73,13.76,7.0,8687
35139,6.09,10.97,82.66,17.82,13.43,5.0,5311
35150,5.81,18.93,98.66,16.38,13.63,6.0,3378
35152,6.83,11.41,79.42,23.8,13.07,6.0,8265
35162,9.45,36.11,90.78,24.97,14.59,13.0,3397
35167,11.73,30.89,90.41,23.23,14.48,13.0,2659
35168,10.26,18.93,94.61,18.16,12.38,11.0,4025
35173,7.42,14.48,81.06,23.37,13.18,5.0,7218
35176,10.19,20.2,91.78,20.39,13.55,10.0,7323
35177,5.69,8.38,75.24,21.42,13.54,5.0,5055
35179,8.23,16.19,90.5,21.42,12.92,9.0,4340
35184,6.89,20.87,81.31,25.66,13.75,8.0,6487
35188,8.03,18.03,70.37,25.25,15.33,8.0,6917
35189,8.52,10.79,59.37,29.76,14.59,9.0,3630
35191,6.18,21.43,98.38,22.03,11.21,12.0,2329
35196,10.33,18.07,60.41,30.38,14.35,8.0,7612
35204,8.8,14.59,84.38,19.82,15.5,8.0,3440
35206,11.3,15.43,61.01,33.04,16.31,9.0,7453
35207,5.78,12.81,67.17,29.64,12.0,5.0,6281
35208,9.56,13.89,77.82,23.3,13.46,8.0,5471
35210,8.46,9.45,61.37,29.77,14.14,7.0,12358
35219,8.47,21.1,91.24,24.47,12.86,11.0,3923
35221,7.07,16.79,98.49,11.11,12.82,7.0,2833
35223,9.32,19.19,87.34,28.29,12.98,11.0,4116
35224,10.72,19.59,97.35,15.46,11.92,9.0,2880
35228,10.97,17.26,71.61,31.39,12.94,9.0,7085
35236,16.0,21.77,57.04,38.86,18.27,16.0,10060
35238,16.13,11.07,13.75,57.66,23.89,20.0,226654
35239,7.82,28.41,87.26,21.92,12.0,9.0,4599
35240,10.9,11.62,51.79,35.3,15.31,10.0,9482
35245,7.36,18.54,85.22,23.85,12.67,7.0,4157
35251,7.45,17.62,76.92,27.15,12.86,8.0,4166
35253,6.42,17.21,83.68,30.95,12.18,6.0,4240
35256,14.4,14.05,93.02,26.22,13.63,11.0,2269
35257,8.01,26.46,88.15,28.08,12.54,9.0,5126
35265,6.57,18.91,91.99,20.79,10.84,9.0,2600
35266,9.0,11.36,64.09,27.07,12.46,8.0,3504
35275,9.1,13.11,70.38,30.27,12.42,8.0,5400
35278,7.93,7.72,60.43,29.69,15.41,6.0,10252
35281,14.29,12.19,27.37,51.44,14.87,15.0,14104
35284,8.4,17.1,78.25,25.83,14.85,8.0,2831
35287,9.42,14.12,88.35,19.9,14.44,7.0,2589
35288,13.8,18.48,42.29,42.92,16.79,13.0,48328
35294,10.82,17.94,98.15,17.2,13.8,9.0,2338
35297,9.51,27.63,74.5,31.88,13.44,13.0,4732
35299,8.05,16.4,83.16,24.82,12.96,9.0,4555
35308,8.8,17.19,95.2,18.96,12.8,10.0,4463
35326,7.24,19.14,92.35,21.08,10.95,9.0,2643
35328,10.2,25.41,97.62,20.58,15.21,15.0,2188
35334,7.96,10.75,66.22,26.82,15.15,6.0,8796
35337,8.76,19.49,79.15,26.47,14.28,9.0,3967
35352,7.01,11.52,68.7,24.05,16.21,8.0,8442
35353,13.16,21.19,62.22,29.76,26.58,13.0,6307
35360,10.71,21.54,58.27,37.44,14.13,11.0,19171
35363,9.69,11.85,68.04,24.74,15.54,8.0,4495
36005,9.26,21.81,93.15,20.21,13.9,6.0,3905
36006,16.51,27.55,70.08,36.16,14.94,18.0,5077
36018,13.51,29.17,72.47,38.61,16.75,16.0,6449
36031,13.68,30.56,86.65,27.69,14.32,14.0,4579
36034,12.3,33.19,92.21,26.54,14.1,12.0,2806
36044,17.97,22.5,51.41,48.69,16.62,21.0,44890
36045,14.75,39.24,91.04,25.08,13.22,14.0,2359
36046,17.6,32.94,66.12,40.68,13.76,17.0,4165
36063,12.64,23.11,81.14,29.63,15.48,11.0,7808
36088,14.22,29.87,71.58,37.53,15.9,16.0,11578
36093,11.6,29.67,90.0,24.35,11.76,13.0,2911
36159,7.68,15.47,97.64,15.16,14.4,5.0,6013
36202,8.59,26.0,92.57,16.75,20.18,7.0,3771
36228,13.9,30.18,87.88,21.88,16.2,13.0,2383
36241,13.05,27.28,88.51,28.98,12.34,12.0,2725
37003,16.35,20.35,63.39,40.53,15.75,15.0,12936
37014,9.82,21.45,81.91,27.08,14.75,9.0,3574
37018,9.93,16.33,78.47,25.62,15.29,6.0,8225
37027,10.26,21.22,77.34,30.69,12.57,9.0,5329
37031,12.02,21.77,80.55,31.72,16.78,13.0,3897
37050,15.66,15.23,53.66,43.65,17.21,11.0,12221
37063,20.76,32.85,60.51,49.56,15.13,18.0,4977
37072,14.65,22.88,64.38,38.74,16.17,16.0,8361
37074,12.85,29.87,95.44,17.76,15.07,15.0,2108
37077,8.26,15.71,91.19,24.1,11.93,8.0,3874
37104,6.58,13.34,91.24,17.59,11.87,6.0,6271
37109,7.71,12.28,84.79,23.02,15.13,5.0,11103
37115,18.06,34.39,83.45,30.27,14.91,19.0,3386
37122,16.67,21.41,44.53,45.01,16.03,18.0,39143
37123,11.58,24.68,80.82,32.11,12.49,11.0,4411
37132,15.65,28.17,67.0,40.83,14.12,16.0,6691
37139,8.47,15.77,83.17,22.25,14.31,6.0,5236
37153,6.32,14.2,89.6,19.64,12.97,5.0,4732
37154,7.72,12.36,84.84,23.12,12.88,6.0,4694
37156,8.35,16.97,80.19,27.88,14.52,8.0,11062
37159,7.57,14.79,87.93,17.33,12.9,6.0,8040
37163,9.64,24.99,89.2,24.4,14.01,10.0,3584
