CODGEO,Taux_chomage,taux_sans_diplome,taux_maison_princ,taux_loc_princ,taux_inactifs,TP6020,pop_tot
74224,9.3,16.66,29.91,41.2,13.71,10.0,11537
74225,10.87,21.14,33.1,43.29,14.17,11.0,16362
74229,9.62,16.76,67.18,22.2,14.13,7.0,3755
74236,5.48,15.32,41.9,31.0,11.32,9.0,5730
74241,8.93,15.98,53.77,29.14,13.62,9.0,3527
74242,7.14,11.07,55.06,25.2,13.41,6.0,6358
74243,14.97,15.91,15.86,55.42,13.5,15.0,15968
74250,9.11,18.42,60.53,26.07,12.29,6.0,7464
74256,7.08,18.99,27.26,37.76,12.59,9.0,17450
74258,5.61,13.32,58.16,25.99,11.67,11.0,2438
74263,11.13,14.28,63.19,29.36,11.81,9.0,6516
74264,12.35,24.5,40.0,39.87,13.57,13.0,9195
74267,7.97,8.89,56.91,26.55,12.2,6.0,4336
74272,7.58,13.84,63.89,23.45,11.92,5.0,5619
74276,6.92,19.57,57.72,28.14,12.02,9.0,3522
74278,9.79,21.45,47.71,32.32,12.8,9.0,6567
74280,4.97,15.35,40.15,36.52,10.92,7.0,6876
74281,13.35,19.43,20.8,48.59,12.75,15.0,37732
74282,6.75,11.44,76.95,16.25,13.1,5.0,9781
74288,10.21,13.16,39.85,33.79,10.99,8.0,4968
74293,9.94,12.56,59.12,25.54,13.01,8.0,4012
74298,12.72,16.01,45.0,34.68,12.99,11.0,9631
74305,13.86,17.07,29.03,47.51,13.33,14.0,9149
74309,8.76,12.63,51.88,34.7,12.08,9.0,5674
74311,9.47,12.77,67.94,26.77,11.88,6.0,4636
75056,11.47,10.46,0.86,59.64,15.07,15.0,2162598
76005,14.22,19.0,54.5,51.31,14.87,15.0,3329
76026,14.4,28.37,67.83,41.65,16.22,16.0,2570
76034,13.25,29.04,77.22,36.32,12.87,13.0,2550
76057,14.0,24.66,58.38,44.52,15.36,13.0,12478
76095,11.4,16.16,44.09,41.29,15.48,11.0,8363
76101,16.65,41.3,68.72,49.12,15.92,21.0,2912
76103,10.97,15.4,50.39,35.29,13.62,10.0,6561
76108,9.72,12.55,58.39,31.47,14.36,5.0,14753
76114,22.97,30.92,60.6,47.55,17.0,23.0,11684
76146,9.33,26.98,83.65,30.97,14.07,10.0,2933
76157,20.57,28.01,31.21,63.63,18.34,26.0,14157
76159,16.7,31.49,66.09,62.58,16.85,16.0,3043
76164,14.1,23.2,55.78,40.32,14.57,11.0,4158
76165,19.95,30.09,57.53,45.4,16.82,19.0,10061
76178,25.44,34.35,52.02,55.38,19.99,24.0,4945
76192,15.11,26.04,90.29,24.18,16.84,11.0,2669
76212,21.82,26.69,39.17,61.43,16.51,25.0,9864
76216,16.66,23.27,38.95,56.35,14.61,22.0,10723
76217,23.93,30.5,32.95,62.18,17.88,24.0,28535
76219,16.6,30.55,68.45,45.81,16.1,17.0,2516
76222,10.41,24.13,75.22,38.46,15.78,11.0,4061
76231,29.58,29.71,24.38,73.06,19.32,32.0,16225
76255,16.57,30.36,64.3,39.91,16.81,14.0,6853
76258,8.75,22.7,86.07,32.67,12.97,10.0,4317
76259,19.7,31.81,47.55,56.27,18.48,19.0,18334
76276,17.24,40.79,66.3,46.2,14.25,16.0,3922
76302,11.54,26.24,71.13,38.12,14.21,9.0,2893
76305,20.02,31.73,53.78,58.8,18.25,17.0,9101
76312,20.84,37.7,52.18,54.18,16.58,20.0,6120
76319,18.59,23.91,65.44,50.3,16.9,19.0,9912
76322,15.2,25.72,22.77,71.38,15.45,14.0,26269
76329,16.57,26.46,77.97,37.23,16.72,11.0,3162
76341,19.29,24.53,39.41,57.16,16.95,18.0,8387
76351,21.8,23.55,28.31,56.52,18.52,22.0,167658
76366,16.14,30.47,64.46,45.13,15.58,14.0,4182
76384,21.75,27.26,50.87,62.24,16.07,20.0,8904
76400,11.95,32.04,79.8,39.19,14.57,10.0,2201
76401,8.55,23.74,87.14,22.48,15.58,10.0,2568
76402,10.95,21.93,74.48,35.52,15.77,11.0,6207
76410,25.33,31.35,27.62,67.17,18.24,24.0,10971
76429,9.46,13.0,69.76,33.82,15.29,6.0,8273
76447,12.43,20.59,61.77,37.25,16.36,9.0,15719
76451,14.59,7.6,31.56,40.32,24.2,10.0,20101
76452,11.86,25.8,73.85,36.55,14.31,9.0,4642
76462,16.39,37.15,57.82,50.33,16.49,20.0,4855
76474,14.49,21.84,61.84,39.27,16.91,14.0,7053
76475,7.94,11.56,83.76,26.23,15.46,6.0,6291
76476,13.48,24.01,75.76,34.24,15.93,11.0,10453
76481,7.45,14.31,93.4,15.62,16.85,5.0,6189
76482,10.09,22.72,81.16,36.0,14.64,8.0,3373
76484,16.59,24.25,64.22,45.21,16.0,19.0,12341
76495,12.28,28.33,63.94,46.25,15.28,13.0,6216
76497,17.01,21.19,52.18,51.6,16.23,18.0,8910
76498,20.05,25.99,43.86,58.08,16.71,23.0,22283
76540,18.04,14.09,16.1,63.97,23.05,22.0,115792
76552,9.88,11.26,49.1,28.09,16.09,5.0,7406
76561,16.91,27.22,56.29,42.2,15.87,14.0,8501
76575,21.35,26.75,54.58,52.21,21.54,25.0,28562
76599,12.54,21.17,76.54,33.69,15.27,11.0,3659
76618,10.58,19.67,95.66,20.37,14.5,9.0,9862
76624,13.57,31.14,83.03,34.07,16.5,11.0,3778
76640,15.68,26.58,70.1,33.08,15.75,11.0,8324
76647,9.21,23.08,64.72,37.11,12.98,7.0,4397
76648,17.04,34.76,71.47,44.35,14.33,16.0,2350
76655,17.51,24.75,58.19,53.59,19.16,16.0,4068
76681,17.55,22.67,50.82,47.74,16.44,18.0,29530
76705,15.2,22.96,79.06,35.11,15.16,11.0,2581
76709,19.58,34.48,60.65,47.25,18.3,15.0,4876
76711,20.04,33.93,54.58,51.72,18.03,23.0,4533
76752,13.72,33.67,80.17,43.88,15.22,11.0,2535
76758,13.75,31.19,51.3,54.82,15.37,15.0,11485
77014,13.08,15.69,23.92,43.89,14.04,14.0,13763
77018,8.63,9.67,51.57,32.17,13.1,9.0,7368
77037,8.12,9.01,88.43,13.87,14.93,5.0,6080
77042,9.19,19.07,94.01,9.14,13.88,6.0,3290
77051,18.78,34.3,57.29,46.34,17.86,17.0,2355
77053,9.29,16.44,40.91,40.92,13.6,10.0,19447
77055,11.51,18.61,33.71,45.4,15.05,11.0,4900
77058,10.65,9.35,30.17,42.11,15.01,12.0,26907
77067,8.69,10.7,78.05,21.22,13.59,7.0,11069
77079,15.6,21.46,51.14,44.78,18.86,16.0,6504
77083,13.16,14.1,28.37,48.99,19.21,15.0,25372
77085,7.99,12.63,62.09,32.03,11.15,8.0,4068
77099,14.16,27.65,85.41,21.96,13.65,13.0,3074
77100,6.96,16.37,84.68,17.36,13.73,5.0,4349
77107,8.31,17.96,69.5,18.53,14.35,7.0,3414
77108,12.25,18.09,43.4,39.51,14.71,15.0,54691
77111,8.23,6.76,36.72,42.35,11.5,9.0,6780
77118,9.78,15.21,58.09,30.0,15.59,7.0,12435
77121,8.38,12.87,72.26,29.35,14.29,8.0,3381
77122,10.87,14.67,54.73,31.79,14.13,12.0,21801
77131,14.69,25.7,35.11,55.55,16.67,18.0,15167
77139,10.63,16.15,87.1,15.73,15.75,8.0,6696
77142,7.62,15.65,66.62,26.17,12.65,6.0,4843
77143,11.49,13.25,70.75,27.92,15.0,9.0,5328
77152,15.95,22.16,35.76,55.03,17.47,21.0,22471
77153,8.84,14.8,63.83,25.64,12.88,7.0,10922
77155,9.76,17.2,78.63,20.2,13.71,8.0,3556
77159,12.17,23.66,83.88,20.63,15.47,10.0,2809
77168,10.7,21.79,88.94,21.42,15.25,13.0,2187
77169,9.71,13.16,45.14,30.77,13.8,9.0,7699
77171,9.48,15.41,71.2,18.16,13.5,8.0,6509
77176,8.9,18.22,85.08,17.96,14.22,7.0,3018
77182,21.41,34.99,45.81,52.53,14.85,23.0,4910
77183,15.48,23.8,49.19,43.3,14.93,17.0,9752
77186,10.88,10.9,26.21,51.29,16.18,13.0,16368
77192,10.04,21.78,63.65,30.52,13.13,8.0,5814
77210,10.29,20.13,95.39,11.97,14.3,8.0,2922
77215,10.93,20.12,53.31,40.95,15.35,12.0,8525
77222,8.61,18.69,65.13,26.26,12.53,7.0,4373
77238,13.09,21.38,78.6,23.5,13.11,8.0,4384
77240,14.62,28.28,84.68,19.95,15.08,13.0,2238
77243,11.76,18.26,37.07,41.84,14.62,12.0,21332
77249,7.67,9.09,88.33,11.57,14.51,5.0,7242
77251,11.4,12.12,46.7,41.1,15.81,12.0,13891
77257,21.17,28.69,40.97,59.31,14.59,24.0,3547
77258,11.42,17.41,20.96,46.8,16.49,16.0,14441
77268,7.08,7.92,52.13,34.33,12.17,7.0,9230
77276,10.99,12.91,65.82,31.46,15.49,10.0,3349
77284,14.94,22.52,20.81,59.11,16.99,22.0,56191
77285,17.54,22.48,28.59,56.36,16.98,22.0,20817
77288,16.57,19.81,13.34,66.42,16.92,24.0,41867
77294,12.07,20.77,64.98,36.27,16.17,14.0,20713
77296,12.34,17.35,47.97,40.29,16.04,15.0,18117
77305,24.99,35.77,26.16,71.82,21.2,35.0,22073
77307,8.26,7.99,25.89,44.02,10.16,9.0,14120
77315,7.97,14.75,83.85,12.47,13.19,6.0,3770
77316,8.22,17.63,78.81,21.39,14.13,6.0,12845
77317,10.25,21.03,70.68,38.19,13.83,11.0,5141
77320,11.39,20.13,90.23,14.92,14.95,7.0,6031
77326,11.25,12.57,69.53,36.6,15.87,12.0,6335
77327,16.44,25.63,52.16,51.05,17.18,21.0,8990
77330,8.88,16.79,77.41,20.96,13.94,8.0,6625
77333,19.45,29.81,44.1,55.31,17.13,22.0,13109
77337,14.6,21.59,24.93,47.93,15.97,20.0,15853
77349,9.93,15.22,80.0,18.61,14.05,6.0,6807
77350,8.93,17.98,63.72,30.06,15.13,8.0,20921
77371,9.87,19.98,89.91,13.04,13.42,7.0,3017
77372,9.85,14.17,45.84,43.25,14.25,10.0,4205
77373,9.73,18.6,52.38,37.07,14.56,11.0,37804
77378,8.65,18.22,67.03,23.32,13.9,7.0,3284
77379,20.48,30.45,35.28,62.07,17.52,26.0,12394
77382,7.18,12.82,84.93,15.83,13.09,5.0,5497
77385,12.94,28.93,72.94,35.25,12.7,14.0,2321
77389,11.39,12.13,42.31,31.7,14.28,11.0,3911
77390,10.93,18.43,55.87,30.56,15.61,12.0,22747
77394,11.17,18.59,86.82,23.19,16.97,7.0,3126
77407,9.7,15.91,53.85,32.68,12.69,9.0,14429
77409,13.4,20.33,87.26,24.72,17.28,11.0,2851
77413,7.04,14.09,81.42,10.42,13.49,5.0,3895
77419,11.55,22.71,79.09,21.84,13.46,9.0,3522
77420,9.95,15.38,83.49,15.03,14.64,6.0,3872
77430,8.99,15.93,90.55,8.18,14.38,5.0,6291
77431,12.62,23.84,86.41,19.13,15.94,8.0,5503
77437,7.79,17.66,81.75,21.43,12.41,6.0,3605
77438,12.82,17.77,64.36,24.58,15.49,9.0,6378
77445,13.69,17.67,50.6,39.72,16.97,15.0,30404
77449,10.53,9.65,23.53,51.59,12.99,11.0,9789
77450,7.18,11.73,83.0,14.75,13.63,6.0,3359
77458,20.46,29.65,68.93,36.64,16.83,19.0,5352
77464,10.19,15.63,50.35,36.41,14.27,11.0,10533
77468,12.51,18.54,22.78,52.4,14.73,18.0,22604
77470,8.82,15.56,54.73,35.96,15.32,9.0,8533
77475,10.07,18.36,80.4,21.03,14.95,8.0,5051
77479,10.26,15.31,43.82,40.57,14.81,11.0,13450
77482,15.19,24.36,69.54,34.83,15.2,14.0,3732
77487,8.74,14.15,63.28,25.99,15.28,6.0,11254
77493,10.68,20.73,74.2,31.68,14.62,8.0,3208
77495,10.68,14.69,87.32,23.21,15.86,9.0,8649
77513,10.09,16.64,48.16,38.22,13.17,10.0,5013
77514,12.14,21.48,46.46,41.04,15.31,16.0,26797
78005,13.24,17.69,30.04,57.18,13.64,13.0,21812
78015,8.34,11.09,49.22,27.8,11.39,7.0,13385
78029,13.85,21.54,38.74,48.27,15.18,14.0,12164
78062,5.88,9.96,74.04,13.24,12.34,5.0,7697
78073,6.94,13.9,33.25,30.44,17.91,6.0,15184
78089,14.57,21.84,48.41,49.21,14.22,15.0,4924
78092,9.53,9.97,28.18,32.11,12.85,7.0,9127
78118,12.7,20.88,71.34,28.51,14.84,9.0,3334
78123,14.42,21.43,29.58,58.52,13.46,17.0,17542
78124,8.37,11.31,45.23,27.42,15.41,8.0,15335
78126,9.76,11.45,25.13,44.09,15.26,9.0,20889
78133,10.62,9.47,39.61,33.32,15.67,6.0,5796
78138,19.58,25.56,40.17,60.2,16.17,23.0,10795
78146,8.56,9.6,30.64,34.8,13.57,7.0,30190
78158,8.65,8.56,14.28,35.21,13.35,5.0,31707
78160,8.1,10.35,60.2,26.81,13.56,5.0,5708
78165,10.44,16.39,43.9,35.25,13.73,9.0,17624
78168,9.43,21.03,48.26,41.04,14.7,12.0,4408
78172,8.48,13.94,54.71,33.64,15.32,10.0,36372
78190,7.01,7.35,47.05,29.15,15.27,6.0,10624
78206,11.07,18.53,64.53,30.58,13.42,8.0,4168
78208,9.48,11.29,36.29,34.86,13.47,10.0,26117
78217,8.96,19.34,69.73,26.43,14.5,8.0,6716
78220,8.34,12.53,71.47,26.38,13.9,6.0,6877
78224,8.26,5.61,67.25,13.61,16.37,5.0,4613
78242,10.81,13.23,17.1,43.06,12.32,10.0,13682
78255,14.41,23.67,73.1,28.97,16.08,12.0,4320
78267,10.05,20.38,78.94,21.29,15.02,10.0,7933
78297,10.58,12.1,24.64,56.56,14.38,11.0,29760
78299,11.61,15.12,63.22,33.83,13.59,9.0,2508
78310,10.38,19.41,47.62,47.34,10.98,9.0,3730
78311,8.74,13.18,45.84,29.54,12.7,8.0,33569
78314,8.06,15.97,83.98,15.72,16.03,7.0,3959
78321,6.04,11.51,81.37,13.05,12.82,5.0,5922
78322,8.93,5.68,41.69,19.86,27.17,5.0,8149
78327,10.67,16.63,80.69,18.78,14.46,7.0,3952
78335,17.36,25.2,49.35,47.04,16.93,20.0,17216
78350,10.17,8.87,31.42,29.03,13.32,6.0,7505
78354,13.92,22.72,77.38,24.07,15.38,7.0,6269
78356,9.42,12.57,69.77,37.66,14.16,7.0,9569
78358,7.64,7.89,28.11,34.85,12.34,6.0,23700
78361,21.04,31.13,16.81,68.65,19.86,30.0,44114
78362,17.18,24.31,41.25,54.76,15.25,21.0,21015
78372,8.16,8.67,20.06,25.28,13.31,6.0,16857
78380,10.2,15.93,75.9,23.17,16.74,7.0,6182
78382,7.67,14.05,69.39,27.06,13.6,8.0,4435
78383,9.6,12.65,45.23,29.04,12.98,8.0,18280
78396,9.01,11.32,54.9,29.01,15.78,5.0,6414
78397,7.43,8.48,77.03,15.9,12.98,5.0,6948
78401,15.26,19.63,30.61,52.35,14.51,17.0,9162
78402,8.62,14.67,80.08,18.87,14.02,6.0,3818
78418,7.87,12.16,53.07,28.55,15.28,6.0,15076
78423,7.51,7.59,30.12,36.38,15.44,7.0,32335
78440,18.44,32.81,32.78,56.37,18.64,25.0,33705
78455,8.25,7.4,46.93,21.87,13.75,5.0,7977
78466,7.81,8.06,88.0,18.94,14.91,6.0,7053
78481,8.05,9.65,23.95,33.12,14.87,8.0,16081
78486,7.61,13.32,70.67,22.38,13.53,5.0,6671
78490,10.69,15.83,38.36,40.76,13.85,11.0,31243
78498,13.06,18.45,17.82,55.41,13.53,14.0,40049
78501,12.87,21.55,85.69,17.64,16.79,9.0,3213
78502,11.25,11.78,11.97,46.35,12.83,13.0,5505
78517,9.31,15.55,37.33,39.17,14.4,7.0,27534
78531,14.46,17.71,71.09,29.14,14.57,13.0,6953
78537,7.46,13.78,78.47,19.27,13.7,5.0,5925
78545,9.25,13.21,20.35,51.6,13.86,10.0,21244
78551,10.07,8.41,20.52,47.31,15.04,8.0,46171
78575,8.56,8.65,76.41,20.62,14.24,5.0,7908
78586,12.26,19.75,36.71,42.45,14.29,13.0,52158
78621,16.38,28.42,17.57,71.09,17.24,25.0,33527
78624,10.6,12.82,69.87,24.14,14.15,7.0,12556
78638,10.35,12.93,75.61,21.03,14.16,8.0,5088
78640,7.11,10.71,14.15,54.88,11.07,7.0,23020
78642,10.99,11.73,40.84,36.23,14.43,8.0,16283
78643,12.92,18.84,61.4,32.43,16.15,12.0,10458
78644,15.78,23.48,23.6,68.25,17.93,23.0,6296
78646,8.16,7.7,11.51,44.94,15.25,7.0,85474
78650,7.2,5.22,46.46,26.01,16.04,5.0,16108
78672,8.52,6.31,67.37,21.36,14.26,5.0,5648
78674,6.98,11.37,67.43,23.85,14.02,5.0,11239
78686,6.34,7.68,33.82,27.99,13.95,5.0,17089
78688,6.26,5.31,63.01,25.45,14.76,5.0,11118
79003,8.19,16.0,96.14,25.84,13.73,7.0,5523
79005,12.81,32.0,91.51,26.61,13.82,15.0,3328
79013,11.65,27.5,96.02,20.05,14.41,16.0,3283
79014,13.46,30.76,93.41,18.27,14.34,17.0,2657
79048,9.21,17.98,96.93,21.56,13.77,5.0,5917
79049,11.64,24.41,80.73,29.84,13.57,14.0,20846
79061,10.73,21.73,93.32,27.5,13.57,9.0,3960
79062,15.8,33.59,84.79,33.61,14.47,16.0,4874
79079,7.59,22.88,94.62,18.81,12.5,8.0,8844
79081,6.91,14.39,90.27,29.54,13.09,5.0,7362
79083,15.89,30.7,90.12,28.98,15.85,20.0,2514
79101,14.14,31.5,91.74,27.15,13.21,10.0,2401
79103,7.41,31.15,98.24,13.96,12.02,10.0,2464
79123,6.42,25.5,97.46,14.23,12.52,10.0,2332
79130,9.65,20.49,95.58,20.94,13.9,7.0,2998
79170,12.17,23.35,92.2,27.06,13.17,11.0,2946
79174,12.5,29.64,85.77,33.03,16.38,13.0,6319
79179,7.99,28.3,94.13,19.6,12.49,12.0,5251
79185,5.94,16.94,99.19,16.08,11.45,6.0,4832
79191,14.72,18.58,59.61,44.96,15.36,15.0,60845
79195,9.17,31.67,92.99,27.88,13.82,14.0,5658
79196,8.55,31.99,99.8,11.04,12.36,13.0,2416
79202,17.3,31.49,68.94,39.99,14.83,17.0,10494
79270,12.56,22.89,66.97,39.72,13.47,20.0,7377
79299,9.49,31.01,94.15,18.16,13.61,11.0,2444
79329,16.17,28.81,78.3,35.54,15.85,17.0,14225
80001,23.69,30.58,54.29,57.33,19.26,24.0,23318
80010,12.05,22.06,89.05,29.19,14.26,9.0,2817
80011,14.38,32.3,92.13,21.02,14.67,10.0,2940
80013,22.42,34.0,89.37,48.99,15.99,21.0,2361
80016,21.49,28.61,72.75,46.25,17.29,20.0,9983
80021,19.9,18.98,36.08,62.2,24.12,24.0,136808
80131,9.04,16.02,81.8,28.37,13.66,7.0,3386
80164,13.73,21.78,83.21,28.36,16.17,10.0,4494
80182,21.83,38.07,80.91,26.69,20.48,18.0,2443
80186,19.74,27.28,84.63,42.67,16.43,20.0,2024
80212,15.67,31.21,81.27,37.65,18.46,14.0,6356
80253,24.82,27.9,68.47,50.25,18.54,24.0,6042
80308,15.45,32.12,86.79,33.94,13.71,13.0,2509
80318,18.88,32.92,91.36,39.76,19.71,19.0,3324
80360,17.56,38.02,89.23,33.54,15.63,16.0,2207
80368,18.44,33.64,85.38,42.39,17.34,17.0,4589
80373,22.24,37.29,79.27,42.26,16.29,23.0,2540
80410,28.7,40.13,72.3,56.0,19.72,29.0,4595
80489,14.24,23.49,73.91,52.09,18.75,13.0,5859
80533,22.49,35.97,63.17,42.17,16.98,20.0,2632
80561,20.09,34.05,73.03,45.59,16.17,21.0,6152
80570,16.21,30.15,81.19,34.63,15.5,15.0,4022
80585,20.59,36.7,84.32,39.3,17.62,23.0,2344
80620,25.41,36.27,61.12,50.11,18.98,24.0,7628
80630,13.57,36.73,86.13,40.58,18.72,17.0,2370
80632,9.28,12.46,65.7,35.35,19.45,11.0,2411
80674,14.48,19.49,81.7,25.83,15.4,11.0,3656
80680,21.06,36.61,84.87,39.02,17.85,18.0,3031
80685,20.94,34.12,69.75,53.14,16.54,24.0,5758
80688,16.08,30.74,88.26,35.31,16.89,16.0,3205
80721,17.55,33.58,84.62,24.93,17.35,14.0,2474
80799,10.5,21.72,91.82,20.84,14.43,7.0,4693
81002,13.1,21.96,98.64,13.35,15.17,11.0,2564
81004,18.53,19.05,51.61,46.08,20.01,19.0,50783
81018,11.37,17.21,88.56,23.2,14.52,9.0,2569
81021,18.03,32.58,82.1,30.03,18.19,25.0,5929
81033,18.67,29.68,74.56,35.57,16.76,19.0,3112
81042,12.14,16.08,91.74,15.69,13.8,12.0,2057
81048,14.05,24.71,85.64,21.56,16.55,14.0,2611
81060,18.81,28.53,66.65,37.0,17.08,20.0,10036
81065,17.21,22.18,63.01,38.01,16.92,20.0,43833
81070,10.22,15.27,95.03,18.51,12.52,9.0,3027
81099,15.75,22.05,70.27,37.6,16.13,18.0,15572
81105,18.67,31.36,78.61,34.51,17.2,23.0,13153
81120,11.16,21.57,85.77,25.04,12.9,13.0,6624
81124,8.94,36.78,79.19,27.07,13.96,13.0,2543
81140,11.96,21.83,71.76,35.0,14.42,13.0,11214
81144,9.65,16.62,93.65,23.95,12.96,9.0,4670
81145,13.46,21.0,85.58,27.13,15.1,12.0,4776
81156,11.85,16.05,91.55,25.32,12.94,10.0,3522
81163,22.29,26.09,65.7,33.63,15.78,23.0,10361
81204,11.88,22.63,97.59,14.67,14.06,9.0,2219
81209,8.76,19.02,92.62,13.55,14.79,12.0,2859
81219,12.37,22.85,85.3,26.3,13.26,15.0,3266
81220,11.48,17.29,85.47,26.15,11.82,12.0,5895
81222,12.31,26.28,78.64,34.2,13.65,15.0,3558
81227,12.69,30.66,86.65,20.35,15.0,11.0,2225
81244,18.67,25.42,88.5,39.02,18.61,22.0,2090
81257,14.02,19.76,71.47,37.94,14.11,16.0,6732
81271,8.15,14.87,82.62,24.27,14.03,8.0,9751
81273,11.15,19.79,95.74,16.96,15.03,8.0,3703
81281,11.35,19.38,97.17,15.09,14.69,10.0,2060
81288,12.19,21.16,84.12,25.15,13.92,15.0,3003
81289,16.51,25.64,84.13,28.2,16.39,13.0,2665
82002,12.12,22.48,87.58,27.9,15.2,15.0,3395
82013,14.36,27.51,82.6,27.96,15.98,20.0,3951
82025,9.72,15.9,89.62,25.89,12.95,9.0,3804
82033,17.09,29.28,74.23,34.18,16.31,21.0,14404
82037,18.74,26.39,68.22,43.36,15.69,20.0,7022
82075,14.01,21.82,78.06,31.38,12.73,10.0,4268
82079,13.7,23.71,85.35,31.97,14.62,16.0,3881
82087,10.28,21.71,84.5,22.43,14.32,16.0,2904
82096,15.74,23.32,86.44,24.24,15.24,14.0,3188
82112,20.81,31.13,73.8,35.72,15.91,26.0,14074
82121,15.15,20.46,57.0,40.78,17.9,18.0,63158
82124,9.5,17.8,84.25,21.6,14.85,10.0,4328
82125,13.23,19.92,85.91,28.0,13.39,12.0,6799
82134,14.77,26.7,81.16,32.09,15.66,15.0,5821
82161,11.32,19.42,91.81,23.98,16.11,10.0,4045
82169,14.88,25.69,86.17,27.25,14.92,15.0,2327
82179,16.13,29.5,84.9,26.18,16.25,18.0,2311
82186,18.42,32.44,71.19,45.11,18.12,21.0,5381
82190,11.34,21.78,78.17,28.34,12.44,12.0,4900
83001,8.76,12.72,89.39,14.63,11.78,10.0,2877
83004,15.79,19.41,66.78,32.06,15.2,16.0,7471
83007,17.08,19.82,70.9,30.91,16.0,23.0,2342
83008,14.24,18.14,82.77,17.21,13.5,12.0,2948
83009,15.94,17.9,40.52,32.91,14.0,12.0,8483
83012,16.59,25.99,59.15,28.22,16.68,19.0,3056
83016,10.39,13.72,65.82,29.16,13.92,11.0,9983
83017,13.43,12.18,73.15,25.3,16.04,9.0,2456
83018,16.33,16.07,84.35,18.45,17.58,14.0,3122
83019,16.33,19.84,58.33,29.12,13.32,13.0,8277
83021,13.06,15.3,84.26,19.86,15.33,15.0,2674
83023,17.81,25.36,48.73,48.81,17.3,23.0,17964
83027,9.93,10.53,85.35,23.09,15.43,10.0,5647
83029,13.52,19.44,86.79,16.53,13.57,13.0,3567
83031,14.29,20.74,78.65,30.97,15.37,13.0,4386
83032,16.43,21.03,77.26,26.45,13.17,19.0,3470
83033,14.85,19.66,78.8,21.43,16.86,15.0,3623
83034,11.47,15.12,55.26,31.47,14.04,10.0,9627
83035,11.99,16.19,82.35,20.51,15.34,13.0,4633
83036,14.84,19.56,40.01,37.91,13.03,15.0,7735
83042,17.86,21.84,41.61,41.88,14.64,18.0,12007
83046,18.51,16.68,75.73,27.01,14.31,21.0,2145
83047,9.98,16.13,74.08,26.97,15.45,9.0,19481
83048,15.55,17.89,45.49,36.42,13.25,17.0,3873
83049,11.81,14.69,64.58,31.97,13.32,13.0,12433
83050,16.05,17.2,41.96,45.87,17.7,19.0,40362
83053,9.0,13.75,87.61,18.63,15.22,9.0,2457
83054,9.7,16.28,61.43,28.74,20.46,8.0,9725
83055,14.8,18.41,74.01,29.08,12.63,15.0,5857
83056,12.99,15.4,90.17,23.71,15.22,13.0,2678
83057,14.13,17.73,83.61,24.33,14.39,13.0,3650
83058,13.92,16.42,74.88,23.21,14.44,14.0,4298
83059,15.02,16.0,85.65,16.18,15.92,9.0,3222
83061,14.74,21.57,30.19,41.0,14.84,18.0,56598
83062,14.63,17.37,33.72,45.53,19.61,14.0,25876
83064,13.8,15.5,89.89,16.15,17.55,9.0,5406
83065,14.0,19.11,74.63,30.34,12.97,15.0,2699
83067,13.56,20.22,74.46,31.83,18.64,18.0,4410
83068,14.71,19.0,62.51,31.81,17.12,18.0,4671
83069,14.5,17.25,31.88,43.03,15.17,16.0,55528
83070,20.51,24.29,31.46,42.72,14.06,18.0,6048
83071,13.87,19.61,60.28,31.57,15.71,12.0,11643
83072,17.3,19.9,73.03,28.23,16.9,18.0,9589
83073,19.76,23.93,62.37,43.24,16.69,21.0,11166
83077,13.87,13.22,82.8,18.86,16.22,13.0,2246
83081,9.23,11.02,84.83,21.37,14.45,13.0,6730
83085,15.92,16.94,81.06,23.98,14.89,13.0,2944
83086,17.7,25.65,63.29,33.84,19.15,22.0,9717
83087,10.65,13.9,84.31,17.71,14.71,8.0,5002
83088,8.65,11.98,87.29,18.7,15.03,10.0,2956
83090,11.84,17.32,61.13,31.22,15.74,12.0,14260
83091,8.85,16.2,78.19,23.6,15.9,9.0,6188
83092,11.88,17.11,79.52,25.46,15.32,15.0,4705
83094,11.22,14.67,79.26,30.31,13.19,18.0,3100
83097,10.6,14.29,86.37,18.77,14.72,8.0,5431
83098,10.03,16.35,46.51,37.76,15.36,9.0,10656
83099,10.34,21.04,56.91,27.55,13.41,12.0,8173
83100,11.56,20.1,79.17,25.74,14.92,11.0,4456
83102,21.86,20.53,95.19,15.72,20.62,18.0,2607
83103,7.59,12.38,85.75,14.91,16.16,7.0,4071
83104,11.69,17.09,87.77,17.57,14.92,13.0,4384
83106,11.11,11.27,93.29,10.91,15.1,7.0,5396
83107,12.37,13.78,71.71,25.83,13.38,11.0,14522
83108,13.74,13.38,83.32,17.79,15.02,13.0,2224
83111,13.73,16.41,86.4,17.3,13.25,10.0,2128
83112,13.52,16.6,54.73,31.53,14.39,10.0,12303
83113,14.91,17.57,92.48,21.57,13.82,14.0,2442
83115,17.96,26.6,40.07,46.23,13.16,15.0,14954
83116,14.2,18.58,75.19,29.24,17.26,11.0,18006
83118,14.28,17.23,37.48,32.21,13.58,13.0,36460
83119,14.25,18.53,33.28,38.52,12.42,15.0,3669
83120,11.23,15.05,64.71,28.23,15.29,9.0,6058
83121,16.17,19.95,66.99,28.42,15.79,20.0,3848
83123,13.37,17.03,47.95,31.06,13.59,11.0,17440
83124,14.53,22.16,73.48,31.74,17.61,19.0,2707
83125,11.76,14.14,84.63,19.65,17.21,9.0,2565
